driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56
1,103727,98748,98580,98961,98511,98744,98193,98210,98194,97865,97703,97802,98022,97700,97991,97731,97663,97579,97720,100973,120933,96701,97257,97907,98180,97822,97816,97673,97892,98006,97787,97838,98159,98254,97651,97848,97453,100742,121478,97951,98457,99019,99450,99018,98605,98557,98680,99005,98326,98805,98380,98136,98199,98071,97861,97953
2,105637,99045,98900,99108,98845,99420,98663,98699,98678,98683,98079,98409,98133,98414,98150,98355,97888,97824,97994,98034,98253,101522,123383,97953,98338,98366,98183,98500,98682,98345,98409,98217,98501,98421,98888,98969,98729,98145,98075,97997,98057,101947,120658,98228,98062,98179,98203,98013,98101,98862,97804,97904,97724,98101,97417,98613
3,107339,99692,99231,99488,99154,100038,99657,99264,99190,99131,99389,98243,98295,97997,98129,97918,97721,97704,101313,123399,98542,98309,98802,98723,98714,98435,98317,98475,98250,98180,98540,98329,98461,98177,98008,98143,98501,102887,124257,98168,98451,98641,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,101990,97784,97484,97562,97522,97365,97558,97650,97309,97266,97062,96961,97112,96921,96997,97089,97081,100883,123541,97497,98150,97865,97851,97991,98248,98297,98476,98651,98226,97825,98069,97809,98020,98591,97871,98022,97388,97386,97173,100977,120505,96861,97136,97398,97976,97650,98039,98113,98150,97928,97691,98035,97530,97937,98893,101568
5,109230,100615,99942,99779,99839,99602,99606,99944,100279,99863,99450,99514,99412,99743,98974,99129,99014,98943,99246,98745,98785,102377,121798,98522,98984,99048,98924,99031,98937,99089,99013,98438,98721,98506,98465,98631,99021,98351,101705,121810,97810,98116,98980,99055,98671,98552,98596,99299,98799,98763,98843,98610,98653,98215,98454,98504
8,104673,98873,98276,99123,98718,98222,97998,98152,98212,97904,97778,97912,97982,97539,98163,97711,97643,100876,124520,98193,99160,98873,98775,98340,98608,98303,98271,98143,98271,98136,98040,97974,98225,98012,97679,97785,97660,97481,97496,97228,100851,121183,97707,98090,97954,97984,98244,98410,97617,98272,97840,97683,97584,97591,97479,97852
9,106346,99836,99192,99343,99509,100400,99251,99309,99277,99631,109030,130896,99252,99895,100432,100749,100537,100789,101074,100637,100608,100555,100920,100416,100232,100304,103900,126481,99571,99640,99381,100809,100247,100120,100255,102606,99963,100684,100170,100561,101992,99815,99742,99564,99482,121491,99689,99632,99467,99113,99111,99043,98874,99617,99815,inf
11,114751,104305,100191,100100,100379,100432,100818,100692,100349,100352,99473,99677,99903,99728,100043,100067,103803,123542,99079,100080,100857,101845,100591,101008,100427,100295,100351,99996,99813,99377,99568,99502,99785,99298,100535,99568,98496,98758,102130,130268,98505,99000,98968,100508,99633,99349,99087,99432,99423,99107,99619,99298,99297,102607,99671,inf
13,104029,99006,98076,99155,98714,103408,97791,98603,98567,98789,98184,98237,98160,98461,98168,98302,101970,124514,97691,98012,98403,98110,98387,98377,98463,98242,97927,98159,98288,98192,98095,98409,98423,98106,98276,98970,98835,98369,98528,101691,121929,97199,97728,98163,98197,98104,97892,98063,97925,98387,98370,98088,97835,98202,98138,99328
14,110952,100820,100558,100705,100357,100183,100671,100308,100313,100447,100862,100010,101056,99916,99817,100045,99622,99879,99965,99954,99758,99388,99282,99284,99598,102326,122561,98098,98514,98514,98569,99719,99586,99279,99903,103332,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
