driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
3,160148,185713,182631,178665,120976,119784,119406,119220,118791,118926,118860,118390,118210,118635,119460,120731,119389,119565,119072,122122,128300,114660,116186,115506,115770,115716,115537,115596,115625,115820,116187,116035,116189,117414,116325,121773,126275,113103,113073,113648,114829,113961,113926,113493
5.0,157127.0,185840.0,182257.0,180663.0,123246.0,126416.0,122043.0,120531.0,120648.0,119632.0,119930.0,120133.0,120109.0,125317.0,163705.0,118611.0,118749.0,118722.0,118679.0,118236.0,118528.0,118195.0,118187.0,118308.0,118626.0,119567.0,124010.0,130905.0,117619.0,122189.0,117425.0,118577.0,116475.0,116896.0,117989.0,118988.0,118205.0,117310.0,125085.0,120058.0,118708.0,119694.0,117263.0,100000000.0
8,146728,187696,183134,184219,120289,118556,118286,117980,117741,118555,123522,127892,115872,118221,115950,116494,115945,116054,115965,116031,115919,115829,115733,115847,115633,115737,116107,119632,126326,115362,116032,116707,116301,113640,114065,113927,115370,114138,114229,114398,114322,114283,114405,114792
10.0,165030.0,184548.0,182591.0,176667.0,128260.0,121247.0,122060.0,121207.0,121338.0,121321.0,125095.0,134000.0,119303.0,119363.0,119153.0,118783.0,119029.0,120849.0,119257.0,119381.0,119327.0,119563.0,119620.0,119469.0,123389.0,132735.0,119729.0,117504.0,117109.0,116956.0,117245.0,117339.0,118433.0,117829.0,118732.0,119858.0,122470.0,118351.0,117758.0,117665.0,118096.0,118036.0,118705.0,100000000.0
13,157957,185415,182260,180675,120027,119546,119791,118602,118764,118743,118723,121087,128169,116558,117662,116237,117916,115979,115950,116203,115435,115394,116404,116208,115665,115907,119113,129383,114359,113464,114049,114018,113985,115150,115632,114267,113938,115758,114082,113774,113752,113801,113835,114738
17,154265,186168,183369,181373,120687,119612,118526,119146,119423,118549,122297,129684,115903,116770,115797,116559,116201,115959,115671,115666,115480,115852,115526,115447,115466,115705,119790,125383,114220,114537,115389,116569,116220,116724,115928,115639,114084,115160,114480,114029,113784,113768,114316,114653
18,146028,187770,182673,184553,117091,117479,117408,117432,117401,117566,117356,117123,116813,116923,116979,116879,116638,116857,116643,120517,125305,114917,115186,114828,115316,115343,115178,115598,115753,115193,114744,115110,115209,114856,114335,114697,114855,114716,115026,114293,114557,114611,114612,116163
20,159182,185942,182629,178817,120029,119670,118806,118619,118281,118499,118574,117787,118468,117115,116185,116294,116105,116216,117678,116330,119851,126591,115370,114357,114705,114578,114921,114470,114611,114845,114750,114982,114930,114489,114606,114759,114847,114354,114198,115477,114575,114687,114688,115287
155,170297,182742,182346,175418,120989,120728,124331,131000,117985,118742,118322,118941,117628,117540,117604,117619,118252,117938,117797,118178,117786,118144,119635,122324,130575,115598,115886,116243,116531,116834,116633,116475,116623,116401,115959,116298,117373,116447,116338,116379,116725,116601,117484,134960
30,149379,187390,183187,183169,120350,118229,118241,118016,117899,118146,117886,117781,117917,117689,117692,117494,117632,117601,121927,129802,116188,117031,116597,115990,115553,115136,115629,115614,115874,115845,116641,116240,116261,117145,119584,125546,113507,118055,115392,115085,115169,115284,115162,115949
