driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
1,109867,107195,107134,107313,107115,107492,107662,108037,108244,108355,110818,126216,107363,107435,107805,107043,106903,107015,107001,107170,106922,106744,106775,107024,106574,106662,106866,107052,107064,106975,107145,106505,106668,106579,106394,106752,106898,107695,106883,107549,109268,124986,104713,104517,105130,104773,104983,105526,104808,105276,105504,106326,106574,107207,107946
3,108445,107014,106942,107263,107188,107254,106889,107172,107121,109514,126903,107373,107490,107549,106828,107393,107435,107029,107334,107538,107128,107233,107779,107339,107453,106999,107410,107194,107264,107009,109248,125870,105450,105944,105627,105530,105356,106047,105500,105673,105912,105951,105476,105669,105490,106487,105773,105475,105461,105639,105436,105577,106806,106383,107913
4.0,128168.0,152739.0,109397.0,109425.0,109773.0,109758.0,109834.0,112270.0,125017.0,109803.0,110276.0,110545.0,110736.0,110505.0,110510.0,110505.0,112379.0,128793.0,108399.0,108375.0,108709.0,108795.0,108752.0,108218.0,108567.0,108453.0,108325.0,108401.0,108123.0,108796.0,108626.0,110277.0,108747.0,108347.0,108427.0,108905.0,108792.0,108728.0,109481.0,109047.0,109588.0,111371.0,109282.0,109896.0,109509.0,108683.0,111481.0,140989.0,104954.0,124250.0,126839.0,104796.0,114360.0,100000000.0,100000000.0
8,110826,107602,107451,107431,107704,107840,108311,108653,108508,110750,127036,106792,106991,107604,107750,107220,107264,107319,107267,107306,107618,107380,107435,107851,107616,107819,107272,107264,107175,107197,107432,109143,131006,106168,106322,105984,105352,105478,105847,105222,105234,105398,105675,105898,106064,105455,104942,105452,105693,105558,106401,106372,105824,106397,109036
13,115648,109000,108516,108151,108645,110729,128462,108460,108446,108449,109553,110209,109205,108914,108791,108950,108740,109406,108991,109197,109053,109318,109385,110003,109006,110710,128124,107044,107083,107238,107145,107494,106984,106994,107719,107034,107237,107606,107715,107938,108526,107921,108150,108096,108026,107932,108826,107700,107754,107813,107915,107931,107912,107907,108225
18.0,118873.0,109740.0,109371.0,109196.0,108964.0,109542.0,109612.0,111566.0,131318.0,108621.0,108603.0,108951.0,108652.0,108908.0,109729.0,109347.0,109736.0,109602.0,109611.0,109847.0,109807.0,109679.0,109423.0,110797.0,109935.0,109424.0,111040.0,128279.0,107509.0,107735.0,107649.0,107678.0,108002.0,107769.0,107949.0,107766.0,107626.0,107875.0,108357.0,108549.0,109054.0,107938.0,107731.0,108072.0,111775.0,109088.0,110184.0,108953.0,108360.0,109504.0,109384.0,109192.0,108466.0,109441.0,100000000.0
20,118449,109608,109249,109085,108943,109144,108610,108128,107950,108069,108183,107871,108757,109719,108575,109705,108420,108287,108339,108641,108579,108657,110602,126851,107978,107277,106078,106116,106177,105965,106341,107385,106959,106426,106631,108704,106949,106878,108650,125872,105156,105684,105708,105542,105255,104607,105250,104550,104733,106526,106805,105781,106503,106623,106380
154,119750,110672,109887,110175,109671,109529,109585,109120,108827,108958,109731,110807,109106,109178,108936,108823,109048,109033,109270,109226,108884,109060,111364,129751,108249,108034,108028,108311,107955,107647,108142,107718,107505,107843,107794,107955,107789,107761,107710,107647,107727,107841,109807,126393,106170,106017,105859,106220,106371,106310,107286,107290,106829,107035,106742
807,112754,108643,108220,108601,109119,110775,111108,127230,108418,108698,109806,109103,109020,109189,108880,109019,109132,108801,109335,108872,109153,109414,109276,112177,127753,107825,108284,107216,107064,107108,107254,107179,107410,107397,107419,107821,107860,107712,107743,107752,108117,107787,107883,107462,107577,107767,107637,107912,107969,107802,107530,107876,108068,108359,108507
815,111832,107974,108142,108072,108509,111477,127371,107377,107941,108153,109767,108792,107985,108624,108621,108672,108640,108525,108943,109267,108685,108887,109318,109212,108788,109129,110871,126854,106179,105892,106133,106304,106826,106642,106623,106226,106327,106376,106467,106832,106471,106792,106976,106624,108225,107793,107795,107639,107280,106938,107370,107727,107884,107649,107709
