driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
64,316508,104335,96702,95111,96376,95809,96285,95992,98245,99674,100696,95647,95503,96876,98322,96274,97485,95800,96123,94771,97517,95571,94465,96609,98136,95460,94651,94649,127771,100186,96547,94470,94509,94982,94750,94659,94670,96664,95054,95319,94814,95133,95047,96104,96044,95611,95465,98745,96581,97040,96543,102751,101642,100379,inf,inf,inf,inf
75,113968,96369,98280,102952,96077,96041,96628,100268,97918,97591,98821,99838,97879,96626,96397,97703,97232,97360,97404,95763,99966,97015,95657,100006,98130,94788,94656,123055,100259,101153,96081,95183,96037,95799,97620,96756,97939,100037,97174,95554,94993,98320,98304,95575,94751,94518,96080,94247,94853,96079,94921,94171,94663,95237,95906,94949,inf,inf
44,106556,96027,95276,95446,94769,95079,95115,94576,94273,94238,94347,94305,93848,93796,93654,93413,93401,114868,95822,92367,93056,92634,92173,93832,94963,93358,92927,94221,95699,93007,92806,92454,92257,92436,92465,92459,95181,116214,97069,91762,92398,92338,92444,91981,92785,93146,93610,95124,92916,92655,92838,92872,93000,92931,92939,93609,94724,94567
77,106104,96023,95289,95040,95035,95181,94686,94710,94054,94417,94483,94219,93717,93832,93490,93230,93425,93546,93515,93256,93237,93096,92978,93356,93412,92893,92510,95655,92142,119694,96758,92865,92900,92988,92971,93356,93106,93172,92908,92706,92720,92759,93590,92561,92663,92392,92138,92079,91804,91897,92076,93029,92133,91624,91677,92592,92156,91714
14,102473,94546,94682,94684,94366,94052,94023,94127,94066,93966,93674,93410,93296,93225,92982,92606,93154,92973,93302,92889,92358,93921,94390,94430,92575,92595,93404,93043,91412,91682,91504,91427,114261,96923,92669,93124,92692,92333,92424,92234,92295,93099,93222,93375,92217,92036,91713,92066,91448,92093,92146,92857,91747,91653,91807,93000,94580,95467
78,107788,97768,95296,95736,95634,94903,94879,95062,94893,95077,94569,94286,94385,94221,93937,94003,93456,93924,93676,93579,93998,93565,93465,93376,92937,93176,92784,120996,97934,95690,95946,95338,94437,94179,94279,94404,94815,94830,94802,94361,94020,93421,94251,94578,94132,93999,94450,94090,94296,94121,95735,94492,93639,93394,94868,95286,95094,98508
79,110616,97060,99811,96687,95808,96046,95538,95144,95590,95689,95164,96050,95305,94918,95258,95892,123361,98952,96104,95804,95219,95157,95014,96316,95577,97823,96608,96224,99056,96895,95731,96901,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,99737,93560,93061,92780,92588,92560,92589,92771,92879,92623,92830,92920,92790,92903,93597,91973,92513,119393,97032,92484,92413,93012,92555,92756,93751,92573,95143,92205,93195,92863,92015,91666,90838,90971,90780,90585,90823,91647,93291,119974,94578,91519,91578,93021,92117,91442,91846,91564,91615,91864,91950,93186,91701,92146,91713,inf,inf,inf
50,111925,97038,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
15,115688,97172,97592,97141,97239,97419,97462,98889,98500,98648,98434,98169,97505,97527,97706,97641,97254,97616,122744,102105,95959,96091,96422,98242,96759,96880,96786,96851,96633,96721,98469,96835,96474,96962,97455,96851,97967,98157,97354,124739,104092,96258,96157,96588,96172,98210,96672,96759,97113,97140,97028,96792,97857,98295,97241,inf,inf,inf
