driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51
825,121762,110183,110219,109261,109937,109559,108755,109076,108936,108950,109442,134997,158611,154359,180129,155029,148159,175172,157177,137080,189056,192150,1470517,112428,108848,109023,108518,107761,107464,107252,107033,107050,107144,106803,106742,106533,106679,107983,108840,106757,106557,106537,106350,106408,106312,106700,106790,106791,107402,107390,108715
826,122357,110868,111924,109126,108940,109511,108670,108700,108394,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
828,124871,113202,112459,111338,112294,111357,110672,110568,111954,113392,111356,141267,162394,125739,178027,151054,152653,175272,151315,141525,187039,196519,1463561,116110,113489,112285,109814,109015,108480,108592,108141,108065,108427,108299,108739,111277,110262,109512,109668,109172,108919,110105,108327,107939,107186,107234,107299,107696,107613,107513,108361
830,115571,108874,107580,107469,107618,107717,106908,107162,106577,106398,117017,138011,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
832,127947,112719,112423,111756,110635,110527,111212,110785,110722,110026,109139,139348,160147,130981,179592,152594,150227,174719,154812,139387,188101,193520,1467412,113751,112983,108517,108035,106886,107411,107958,108347,109294,108111,108121,106993,106745,106388,106154,106363,106325,106290,106309,107059,106438,106259,105866,106252,108897,107687,107998,108805
835,126023,113821,114078,111986,111673,111839,175547,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
836,123869,114136,112814,114530,112116,112919,112255,110591,109937,110736,110236,145411,176079,131123,156945,149959,153102,176283,150288,144704,188943,199550,1455132,118144,113172,110716,109393,109198,110295,108428,108187,108196,108131,108192,108390,108578,110604,109179,110413,108685,108993,108159,107717,107308,107370,107120,107340,107230,107679,107554,108637
838,125567,113496,111911,111149,116910,126559,108886,108901,109407,109692,109466,141165,148252,130688,177364,152269,150684,174985,153646,143963,185897,197937,1461321,114113,114653,111162,109594,108874,108612,107908,107921,107862,114477,125527,108154,107773,107486,107519,108138,107438,107270,107203,106994,107115,106648,107486,107063,107355,107627,107410,108236
839,118057,109716,108451,108255,107836,107881,107759,107624,107842,107300,107637,127333,163936,169414,180345,156350,145205,174255,162862,173579,161556,200153,1456844,114002,112400,107641,108199,106775,107075,106272,106377,106528,107643,106549,106155,105642,106147,105659,105634,106178,105989,106791,107755,106028,105690,106010,106237,106013,106396,106656,107240
840,119252,109599,108539,108590,107806,108022,107484,107750,107989,107089,108133,125632,160082,174825,180092,155927,146531,173752,161531,133965,188931,191093,1475189,110641,107534,106551,106990,106494,106378,106334,106435,106492,106489,106755,106438,106251,105806,105777,106113,105709,105456,105303,105252,105108,105222,105534,105621,105378,105226,105117,105375
