driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
2,94287,86706,86415,85581,85987,85860,85254,85289,84964,85100,85142,85257,84875,84584,84652,84366,84572,84314,84259,84456,85091,106832,85634,87006,86924,85611,85757,85437,85681,86045,86020,85574,85020,84826,84715,84901,85141,85204,84825,84662,84509,85106,84245,84498,106082,89639,87899,85371,84748,84580,84244,84381,84096,83917,84191,84297,85227,84430,84837,84421,84937,84722
4,88041,84571,83891,83677,83606,83547,83537,83567,84127,83739,83223,83385,83455,83771,83704,83749,83570,83767,83353,83242,84071,83133,84402,105535,84061,83799,83742,83988,84153,83841,84242,84232,84265,84182,83958,84244,84460,84443,84057,83768,83440,84017,105058,84416,83998,84282,84061,84302,83972,84732,84773,84927,84818,85642,84739,84465,84741,85047,84811,85706,84929,84947
8.0,86000.0,83927.0,83847.0,83347.0,83500.0,83619.0,83405.0,83296.0,148366.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
11,91484,86221,85183,85179,85358,85642,85653,85396,85693,84998,84984,84807,84669,84568,84740,84903,84595,84382,84531,85250,84947,84732,83368,105990,84680,85585,85322,85269,84800,84544,84497,84403,84365,84217,84106,84292,84089,83652,83743,83972,83622,83722,83776,83955,83450,84115,106928,85291,84490,84252,84383,84408,84490,84970,84538,84751,84337,84579,84705,84603,84226,84304
13.0,98923.0,87905.0,87605.0,86355.0,85866.0,86691.0,86786.0,86696.0,86378.0,85980.0,85754.0,85806.0,85949.0,85572.0,85199.0,87002.0,111597.0,85308.0,84910.0,86208.0,85564.0,85002.0,86497.0,84621.0,84717.0,85211.0,84285.0,84868.0,85626.0,85562.0,85693.0,85302.0,85431.0,84970.0,85406.0,85428.0,83602.0,84208.0,83943.0,83611.0,84098.0,111101.0,84747.0,84640.0,84359.0,84353.0,84317.0,84305.0,84554.0,84697.0,84559.0,84593.0,85111.0,84309.0,84048.0,84135.0,84028.0,84893.0,84658.0,84998.0,85025.0,100000000.0
14.0,96671.0,87902.0,87707.0,86868.0,87067.0,86732.0,86771.0,86730.0,86263.0,85952.0,85821.0,85719.0,86067.0,85430.0,85285.0,85478.0,85010.0,85344.0,84925.0,84736.0,84670.0,84641.0,86315.0,87584.0,87266.0,107621.0,85700.0,86312.0,85752.0,85606.0,85576.0,85433.0,85353.0,85056.0,85495.0,87756.0,85895.0,85233.0,85090.0,84871.0,84832.0,85033.0,84798.0,86986.0,85073.0,84919.0,105595.0,85746.0,88403.0,85249.0,85502.0,85396.0,86046.0,85154.0,87773.0,85408.0,85222.0,85345.0,85258.0,85016.0,85285.0,100000000.0
15,89855,85569,85485,85605,85343,85712,85421,85577,85551,85089,84813,85056,84822,84805,84739,84581,84252,84856,84977,85232,85065,85613,108621,86423,86244,86064,86457,86115,85917,85580,85403,85191,85089,85277,85167,85455,85021,85033,84765,84724,84879,84582,84295,84022,84839,104848,86627,85716,85380,85375,85359,85009,85143,85459,85103,85267,85452,84983,84633,84652,84570,85422
17,90620,85482,85552,85681,85585,85591,85583,85202,85470,85164,84839,84943,85002,84630,84709,84763,84419,84457,84911,85201,85134,86353,107888,86421,86449,85757,86452,86099,85892,87014,85431,85156,84983,84855,85122,85473,85198,85043,84672,84504,84973,85067,107147,85466,85444,89558,86404,85478,84941,85352,85208,84663,85805,85814,85165,85080,85441,85328,84981,85379,85300,85524
18,88882,85540,85128,84941,84752,84505,84266,84304,84155,84248,83929,84035,83488,83380,83575,83548,83739,83246,83252,83163,82892,82604,83441,84426,107098,84321,84517,84646,84483,84109,84228,84257,84015,84070,84721,84024,83832,83912,83836,83925,83698,83753,84654,83916,83610,83335,85885,85502,106323,84634,84452,84884,84854,84752,85303,84819,84926,84482,84741,84732,84843,84871
21.0,94785.0,86996.0,86159.0,85665.0,85725.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
