driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
22.0,93589.0,86750.0,85968.0,85609.0,85303.0,85640.0,85004.0,85000.0,85508.0,85356.0,85002.0,84858.0,84435.0,84526.0,84827.0,84980.0,85525.0,113445.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
23,95202,87126,86556,85833,85810,85468,85331,85428,85162,84988,84941,85080,84947,84587,84603,84505,84439,84584,84230,84474,84818,106909,85805,86149,86907,85877,85617,85527,85567,85921,86058,85586,85410,84802,84578,85068,84956,85121,84840,84699,84485,84992,84471,84449,104333,84818,84852,85376,85094,85394,85362,85077,84958,85429,85230,85181,85407,85021,84813,84604,84695,110212
24,96268,87719,87336,86806,87005,86213,86834,86428,86275,86493,85674,85828,85625,85460,85252,85382,85297,84954,84952,85058,84873,84762,87114,86299,87991,85323,87339,107088,85112,85325,85212,85020,84988,84778,84886,84905,84890,85001,84526,84124,84253,84014,83847,84100,84182,83488,85215,104878,85127,85127,85067,84609,84885,84747,85121,84955,85763,85417,84885,85126,85066,85398
25,92118,86344,85756,85496,85341,85340,85550,85325,85535,85251,85051,84554,84609,84606,84653,84803,84610,84266,84457,85051,85123,85799,83670,83023,83804,106217,84345,84884,84289,84259,84051,84164,84123,83706,84209,84190,83843,83618,83870,83537,83277,83486,83713,83320,83496,83167,84766,105454,84836,85069,84727,84613,84926,84929,84711,84775,84351,84442,84560,84185,84410,84822
27.0,100486.0,90769.0,90545.0,88756.0,88926.0,88496.0,89043.0,88960.0,89102.0,91088.0,88063.0,87724.0,88439.0,88737.0,89692.0,88490.0,88153.0,87420.0,87522.0,88277.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
30,95793,87178,86680,85742,85749,85493,85701,85036,85583,84658,84955,85208,84996,84499,84629,84455,84502,85017,83686,84454,84147,83000,83907,82287,82661,82070,84448,105353,82722,82609,82737,82441,82335,82433,82131,82095,82630,82963,83175,82116,82376,83154,84150,84059,83746,83598,83947,81858,83189,101352,83822,84911,84828,85675,84801,84453,84627,85060,84893,85567,85078,84718
33.0,98765.0,90417.0,88545.0,87593.0,87407.0,87114.0,86348.0,86446.0,86729.0,85894.0,86271.0,86293.0,85714.0,85085.0,85446.0,85500.0,85679.0,85230.0,84719.0,85816.0,109755.0,87481.0,86337.0,85865.0,85846.0,85816.0,85655.0,85666.0,87259.0,85745.0,85872.0,85435.0,85772.0,86004.0,86807.0,85231.0,84792.0,86765.0,85400.0,86472.0,110496.0,87410.0,86168.0,86121.0,86104.0,86117.0,87795.0,86342.0,89983.0,132134.0,87900.0,99662.0,122794.0,87262.0,90084.0,86755.0,86038.0,85822.0,84918.0,87348.0,100000000.0,100000000.0
35,92956,86625,85828,85614,85087,85368,85546,85122,85744,85108,85193,84594,84611,84685,84499,85348,84622,84541,84049,84715,84717,86117,85001,109521,85981,85542,86315,86180,85608,85761,85191,85444,84945,84898,85245,85414,85141,85096,84542,84656,85001,84506,84396,84151,84017,84641,105303,85405,85633,85613,84830,84625,84351,84031,84887,84520,84892,84651,84298,84716,84783,85943
39.0,97629.0,88592.0,87708.0,87927.0,86972.0,86447.0,87122.0,86290.0,86492.0,85694.0,85776.0,86356.0,85055.0,85262.0,85209.0,86211.0,84825.0,86250.0,84670.0,84094.0,84791.0,110255.0,86113.0,86248.0,85968.0,87402.0,85873.0,85716.0,85550.0,84952.0,84871.0,85224.0,84817.0,85448.0,86304.0,85813.0,85178.0,85362.0,85180.0,84936.0,84957.0,85776.0,114954.0,87614.0,86022.0,86104.0,86282.0,85986.0,87505.0,86664.0,85502.0,85446.0,85426.0,85208.0,87271.0,86021.0,85671.0,85229.0,84995.0,85631.0,85961.0,100000000.0
40.0,99776.0,90825.0,89457.0,88834.0,88334.0,88677.0,88405.0,89028.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
