driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71
1.0,86034.0,79350.0,78902.0,78810.0,78677.0,78730.0,78451.0,78563.0,78595.0,78498.0,78734.0,79394.0,79307.0,78909.0,79026.0,82197.0,93307.0,78003.0,77764.0,78052.0,77800.0,77998.0,77891.0,77965.0,77762.0,77757.0,77933.0,77689.0,77827.0,79210.0,78439.0,77663.0,81402.0,91567.0,77209.0,77555.0,77378.0,77556.0,77409.0,77720.0,78242.0,78868.0,78112.0,81811.0,92059.0,77624.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
3.0,87362.0,79764.0,79595.0,79452.0,79339.0,79332.0,79276.0,79307.0,79230.0,79523.0,79527.0,79795.0,79668.0,79669.0,79701.0,83330.0,93920.0,79055.0,78908.0,80594.0,78661.0,78600.0,78620.0,78436.0,78480.0,78257.0,78308.0,78429.0,78763.0,78654.0,78452.0,78456.0,78475.0,78802.0,78485.0,78699.0,78733.0,78697.0,79175.0,79008.0,79204.0,82780.0,92578.0,77361.0,77207.0,77819.0,77967.0,78045.0,78590.0,79199.0,78474.0,78500.0,78683.0,79638.0,78491.0,77921.0,78919.0,77835.0,78011.0,77710.0,77656.0,77731.0,79045.0,77731.0,77695.0,78174.0,77954.0,77817.0,78130.0,77634.0,100000000.0
4.0,85195.0,78988.0,78835.0,78839.0,79032.0,78820.0,78510.0,78458.0,78678.0,78439.0,78542.0,78745.0,78531.0,78656.0,78380.0,82074.0,91993.0,77897.0,77899.0,78260.0,77930.0,77923.0,77762.0,78013.0,78003.0,77789.0,77339.0,77812.0,77904.0,78043.0,77815.0,77647.0,77960.0,77761.0,81167.0,91156.0,77019.0,76981.0,77081.0,76792.0,76924.0,77296.0,77475.0,77036.0,76735.0,76951.0,76854.0,77346.0,76838.0,77690.0,77320.0,77458.0,77422.0,81191.0,91438.0,76797.0,77027.0,77742.0,76873.0,76603.0,76877.0,78083.0,76621.0,76977.0,76181.0,76193.0,76745.0,77972.0,77862.0,76257.0,77060.0
5.0,91389.0,82552.0,82181.0,81678.0,80776.0,80704.0,80563.0,80730.0,80465.0,80692.0,80432.0,80567.0,80463.0,80446.0,80252.0,80568.0,85189.0,97428.0,80073.0,79595.0,79488.0,79598.0,79631.0,79457.0,79287.0,79502.0,79488.0,79732.0,79792.0,81777.0,83074.0,95274.0,78802.0,78515.0,82500.0,80194.0,79161.0,79017.0,78651.0,78803.0,79001.0,78723.0,78677.0,78446.0,78766.0,79399.0,78990.0,78929.0,83475.0,94260.0,80190.0,80366.0,79230.0,78623.0,79832.0,79533.0,78984.0,81104.0,78660.0,79652.0,78287.0,79541.0,78452.0,79328.0,78952.0,80611.0,81459.0,78514.0,78023.0,100000000.0,100000000.0
10.0,94445.0,83945.0,82368.0,82188.0,82511.0,82008.0,81871.0,81792.0,82254.0,82496.0,82315.0,82379.0,82364.0,81773.0,81905.0,81803.0,81912.0,81835.0,81881.0,82095.0,85623.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
13.0,86525.0,79668.0,79033.0,79505.0,78860.0,78861.0,78780.0,78630.0,78728.0,78679.0,78849.0,79280.0,78972.0,78994.0,78899.0,78704.0,78847.0,78985.0,78925.0,79405.0,83942.0,93729.0,78268.0,78298.0,78649.0,78842.0,78312.0,78307.0,78344.0,78169.0,77976.0,77891.0,78370.0,77642.0,77756.0,78175.0,77840.0,77907.0,78650.0,78088.0,78257.0,78794.0,78129.0,78407.0,81349.0,92157.0,77747.0,77770.0,78069.0,77800.0,78216.0,78043.0,77526.0,77288.0,77485.0,77318.0,77550.0,77471.0,77756.0,77734.0,77709.0,77589.0,77396.0,77271.0,77693.0,78008.0,77768.0,79575.0,77998.0,77782.0,78258.0
15.0,92938.0,83327.0,81768.0,81635.0,81360.0,81165.0,81216.0,80941.0,80910.0,81553.0,80744.0,80443.0,81605.0,80945.0,80790.0,80412.0,80545.0,80459.0,80539.0,81320.0,81483.0,86242.0,99029.0,80391.0,80508.0,83794.0,80475.0,79745.0,80033.0,79918.0,79655.0,80612.0,82551.0,80411.0,80124.0,80165.0,80435.0,81165.0,81308.0,80330.0,80423.0,83623.0,97358.0,81360.0,79192.0,80411.0,78596.0,83167.0,79401.0,84253.0,79353.0,78994.0,78870.0,78967.0,80183.0,80429.0,79260.0,79470.0,80351.0,79338.0,79120.0,79272.0,79432.0,82099.0,79777.0,80156.0,79711.0,79392.0,79444.0,100000000.0,100000000.0
16.0,87926.0,79958.0,79468.0,79793.0,79305.0,79229.0,79224.0,79190.0,79222.0,79484.0,79437.0,79664.0,80318.0,83209.0,93507.0,78478.0,78505.0,79080.0,79235.0,78670.0,78075.0,77809.0,78018.0,78290.0,78552.0,78305.0,78259.0,78189.0,78339.0,78967.0,82366.0,92497.0,77563.0,77636.0,77310.0,77161.0,77578.0,77375.0,77586.0,78429.0,77630.0,78502.0,77287.0,77639.0,81176.0,92479.0,78098.0,77433.0,78640.0,77536.0,77477.0,77362.0,77398.0,77532.0,77410.0,77737.0,78776.0,77392.0,77405.0,77235.0,77519.0,77527.0,77646.0,77540.0,78005.0,78148.0,78162.0,79533.0,78650.0,78155.0,100000000.0
17.0,83527.0,79337.0,78273.0,78033.0,78165.0,78055.0,78170.0,78038.0,78260.0,78247.0,78074.0,78219.0,78422.0,78342.0,78540.0,78975.0,79044.0,82827.0,92398.0,77769.0,77612.0,77654.0,77484.0,77564.0,77030.0,77055.0,77030.0,77167.0,77696.0,77208.0,77812.0,77145.0,76959.0,77038.0,77137.0,77462.0,77310.0,81070.0,91288.0,76484.0,76600.0,76395.0,77083.0,76939.0,76375.0,76831.0,76690.0,76325.0,76115.0,76228.0,76301.0,76721.0,76654.0,76445.0,76114.0,76315.0,76136.0,80419.0,91771.0,77131.0,75492.0,75893.0,75919.0,76018.0,75952.0,76418.0,76215.0,75758.0,75487.0,75480.0,75324.0
18.0,84580.0,79071.0,79017.0,78767.0,78963.0,78674.0,78400.0,78550.0,78410.0,78820.0,79841.0,79203.0,78818.0,78784.0,82409.0,93098.0,78094.0,77936.0,77779.0,78093.0,77847.0,78075.0,78045.0,77692.0,77961.0,78107.0,78186.0,77759.0,77981.0,78188.0,81639.0,92002.0,77621.0,77686.0,76977.0,78041.0,77249.0,77457.0,77347.0,77188.0,77080.0,77201.0,77152.0,77213.0,77070.0,77189.0,77289.0,77118.0,76913.0,77332.0,77684.0,81188.0,92256.0,76302.0,75989.0,75998.0,76069.0,76223.0,76139.0,76172.0,76811.0,76489.0,75580.0,75586.0,75825.0,75889.0,76014.0,75693.0,75772.0,76652.0,78859.0
20.0,82384.0,78240.0,78239.0,77784.0,77879.0,77890.0,77845.0,78002.0,77806.0,78207.0,78120.0,78595.0,78549.0,78628.0,78867.0,78807.0,82721.0,92532.0,78073.0,78169.0,78161.0,77805.0,77303.0,77625.0,77458.0,77333.0,77640.0,78056.0,77590.0,79136.0,78129.0,77601.0,77191.0,77178.0,77269.0,77635.0,77288.0,77704.0,81214.0,90990.0,76989.0,76953.0,77072.0,76776.0,76310.0,76479.0,76917.0,76474.0,76652.0,76817.0,76770.0,77067.0,76982.0,76751.0,76747.0,76519.0,76473.0,76774.0,80195.0,92657.0,79157.0,76420.0,76191.0,76364.0,76652.0,76266.0,76235.0,76076.0,76159.0,76569.0,76341.0
22.0,92956.0,81352.0,81131.0,80783.0,80402.0,80130.0,79968.0,80108.0,80197.0,80455.0,80122.0,80163.0,80282.0,80211.0,80652.0,85446.0,94620.0,79362.0,79466.0,79470.0,79240.0,79865.0,79076.0,78974.0,78885.0,78881.0,78866.0,78991.0,79217.0,79004.0,79449.0,79209.0,79491.0,84115.0,95868.0,78794.0,78801.0,78838.0,78663.0,78684.0,80459.0,78797.0,79342.0,79180.0,78609.0,78821.0,78663.0,78254.0,78498.0,78565.0,78768.0,78963.0,84236.0,93701.0,77056.0,77281.0,77158.0,77202.0,77100.0,76895.0,77116.0,77098.0,76854.0,77261.0,77605.0,77297.0,77824.0,77219.0,77263.0,76684.0,100000000.0
24.0,94020.0,83458.0,82529.0,82402.0,82499.0,81902.0,81813.0,81887.0,82209.0,82386.0,82060.0,82030.0,81964.0,81951.0,81765.0,81873.0,81976.0,81821.0,82113.0,82172.0,85541.0,97504.0,80885.0,80922.0,81620.0,81404.0,80923.0,81605.0,81277.0,81809.0,81350.0,82504.0,80939.0,81361.0,81653.0,81829.0,81220.0,80960.0,81208.0,81912.0,82100.0,81854.0,82044.0,81515.0,85536.0,98018.0,81313.0,80794.0,81112.0,80929.0,80921.0,81163.0,81462.0,81856.0,82164.0,82971.0,81408.0,82286.0,81583.0,80648.0,82146.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
