driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56
2,110055,103844,104239,100360,98854,98726,98616,98752,98098,98047,98662,100883,132694,120936,97433,98093,98564,99215,99965,101934,100979,102308,99816,98149,98997,98226,102098,120120,97718,99766,99329,101262,126003,127265,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,109208,102087,103093,99331,96706,96500,95888,96372,99345,116620,96044,96581,96778,96579,96811,96690,96876,97373,96197,96353,96401,96964,96674,98970,125672,98234,98499,98848,98946,98567,98575,98492,98354,98504,97837,98295,97805,98231,97628,97590,97784,98078,97804,97480,97520,97282,97759,97640,97587,97149,96783,96924,96457,97187,103054,98361
8,104939,100710,101104,98206,97148,96083,95985,95491,95674,99244,116465,95156,95942,96204,96326,96958,97207,96345,96727,95871,95773,96171,97176,96122,99027,118125,96343,95746,96191,96043,95926,96724,95997,95958,95850,95874,95885,95858,96444,101099,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
11,109749,105774,104549,115114,97519,96411,95814,95953,96041,95938,96262,96988,95679,99210,120748,95781,95861,96473,97221,97148,97440,98095,98056,96796,97178,97120,97100,96795,97200,97795,97497,96821,96303,96779,99585,122541,96893,96510,96519,97455,98379,97983,97144,97158,97670,98841,98052,98064,97981,97905,98518,101845,inf,inf,inf,inf
13,109861,102988,103222,98827,97972,96754,96570,96677,100351,119348,97033,97387,97461,97373,98773,97804,97814,97724,97494,97565,98531,97570,97192,97027,100955,119732,98936,97198,98163,97913,98277,98040,98233,98206,97433,97754,97217,97473,97193,100214,122101,102164,97553,97292,97709,99379,99635,98063,98096,97708,97862,97166,100814,99574,99824,inf
14,107229,102522,104184,99399,96708,96448,95927,96096,99648,116166,95905,96897,96700,96490,96695,96911,96432,96909,96713,96785,96527,96921,97053,101132,116551,95852,96162,96223,96260,96164,96123,96610,96765,96186,95995,96184,96051,99069,119015,96262,96995,97675,97433,97916,102634,97263,97581,98054,96933,97715,97160,97574,97629,96767,96510,96880
15,105611,103416,103717,97751,96290,95696,95775,95652,95592,99109,115442,95039,96236,95640,95795,95707,96865,96576,96523,99309,117919,95819,96243,96902,97149,97066,96984,96877,97098,96615,96502,97071,96580,96481,95995,96421,97006,96338,96237,101197,118482,97372,97285,97602,97108,97554,97771,96385,96898,96493,97057,96986,95973,96240,97021,98382
17,108122,102308,103873,99826,145787,122686,97572,97518,96922,100771,108508,97537,100641,99415,98398,97745,102080,99828,97625,99213,100775,97889,97601,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,106263,102312,103161,97913,96303,95781,95654,95635,95557,95547,95075,98710,117965,96005,96099,96220,96883,96482,96377,96246,95787,95887,96846,96056,95918,98408,115887,94967,95585,95892,96557,95794,95545,96195,95720,96146,95862,95985,95433,98755,116722,95642,97223,96103,96392,97193,97364,96788,96661,96338,96266,96434,96220,97279,96737,96283
21,113920,109884,100288,98399,96815,98038,98640,102413,119931,97539,97450,97590,97452,97744,97866,98730,97433,97632,97279,97292,97070,97769,97328,97660,97097,99930,141159,97946,98646,97611,97415,99196,97707,97919,97495,97459,98894,97556,99668,98008,102545,156658,96789,97017,98234,98337,99073,97690,97600,97283,97906,98467,97090,96675,97394,inf
22,103101,105319,102274,97661,96035,95491,95350,95721,95621,98805,119566,96129,96753,96448,96702,96522,96908,96717,96485,96692,95986,96139,95835,95782,95727,95709,95487,99421,116764,95373,96208,96484,96278,96673,96545,96371,96515,96221,96433,96432,97282,97982,96619,98663,115795,96045,96109,95779,95808,95959,96186,95810,95467,95564,95590,95765
23,107702,102484,105193,99018,97031,96656,96201,96150,96815,95607,98885,117442,95810,96747,97031,97040,97054,97991,96712,96741,96674,97640,97915,97408,97295,95899,96118,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,101045,100934,99525,96894,95022,94819,95573,95313,98560,116574,95623,96164,96525,96475,96734,96483,96036,96219,95649,96224,95942,95430,95433,95056,95123,98362,115912,95377,96473,96594,95993,96046,95911,96067,95653,95796,96389,95016,95427,97730,116886,95781,96031,95902,96427,96282,96409,96603,96463,96380,96801,96231,95931,96330,98932,103980
31,103766,99335,100048,97141,96361,95884,95599,95523,96389,96169,96711,100806,115293,94649,96322,95901,95895,96082,96278,96089,96753,96317,96230,96122,95936,99503,115686,94223,95096,95913,95178,95940,96391,95450,95258,95888,95582,95587,98718,116651,96076,98231,96964,96464,95991,96379,96529,97060,96795,97025,96510,96595,96732,97146,96988,98364
32,111659,103576,104281,99834,98948,98502,98688,98843,102135,118553,97254,97031,97167,97346,98260,98670,97467,97468,97326,97436,97174,97683,101573,120820,98494,97429,98055,98818,98088,98525,98593,99592,98256,97933,97669,101465,139217,97839,97835,99405,98552,98647,99614,99352,99051,99924,99035,98241,98265,97910,98202,99512,98258,97917,99641,inf
43,111205,103574,104423,99726,98959,98524,98805,98644,98176,102750,119035,98323,97393,97830,98392,98523,98241,97570,97702,101416,117098,96544,96825,97504,97587,98027,98047,98003,97725,98299,99864,97445,97606,97497,97255,100779,119111,96945,97899,99288,99896,98493,97983,97923,98920,99784,98288,98076,97486,99322,98148,97525,97479,97521,98191,inf
44,115279,103876,104370,100623,97904,96723,97719,98874,97763,97247,102695,118294,97487,97659,98210,98657,98336,97247,97189,97330,101256,116564,95951,97261,97316,97752,97662,98549,97887,98235,98071,97919,97507,97432,97825,97806,97668,100837,119095,99273,98944,100406,97981,97580,113198,111321,99068,105844,111643,99679,97218,109494,99597,99253,101444,inf
