driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
1,102930,97714,97325,97940,97103,96970,96665,96878,96479,96426,95930,96324,95598,95633,96170,99840,113382,95560,95473,95341,96084,95320,95438,95452,95146,94766,94984,103725,145242,146915,95466,94348,94804,94384,93942,93731,93822,94113,93654,93549,93234,92793,92758,93604,93747,93389,93551,93555,93204,93099,93158,92902
3,104737,98852,98291,98953,99346,98495,98519,98448,97958,97753,97175,96995,96501,95574,100012,113872,97257,96928,95871,95819,95923,96006,96246,96210,96180,95920,95729,108077,118849,144473,97807,95248,95598,95368,95119,95176,94826,94990,94759,94549,94067,93813,93933,93748,93657,93995,95090,93936,93078,92952,93189,93640
4,105524,98390,98558,98909,99078,98865,98571,98540,98096,97471,97191,101105,112842,96180,96660,97240,97648,95705,96072,95873,95817,95998,96798,96090,96002,95659,95384,110870,117658,147279,105999,95175,96819,96721,93835,94218,95588,94887,94911,94679,94714,93995,94529,93760,94109,94520,94199,94579,99460,115897,91044,90874
5,112611,101947,101210,100919,100686,101524,100476,100027,100177,100281,99958,99761,99554,99331,100185,99456,99718,99449,99526,99146,99227,102843,128012,97698,97843,97764,106430,129450,145644,107297,99871,98603,98373,97584,98546,97041,96952,96957,96980,97874,96927,96658,96841,96498,98355,97343,96281,96251,96822,97057,97652,inf
9,104061,98508,98457,99118,99400,98623,98143,98267,97950,97740,97332,96846,100721,113195,97053,97412,99079,96967,127992,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
10,113196,102941,101397,101285,100751,100631,100537,100185,100475,100217,100229,100076,100583,99726,99561,99454,99179,99237,99262,99221,99190,98971,98764,103439,117874,98772,108830,130146,146418,103888,102996,98961,98202,97479,97424,97306,97147,96815,97194,97086,97551,97049,96967,96773,98296,98599,96926,96575,96415,98154,inf,inf
13,129681,121849,97548,97712,97122,97098,96805,97500,98253,97349,96541,96428,97226,97669,98454,101340,98080,97638,96013,96070,96019,97037,96919,97186,97471,97229,99309,113682,99230,126814,98301,97442,97868,95345,95190,95221,95520,95714,104261,128115,93349,92773,93349,93116,92924,94530,94100,92514,92648,92116,92375,91646
15,112198,101677,101199,100958,100795,100675,100189,100166,100236,101173,99830,99705,99381,99388,99349,100190,99245,100123,99621,99157,99197,99112,98577,98436,103523,119585,109022,130590,146690,99890,104540,100875,97885,97446,97258,97517,97163,96945,97105,96952,97197,96988,97025,96519,96602,97876,96795,96975,97806,98311,97708,inf
16,109899,99105,99187,99103,99023,98290,98769,98402,98312,98398,97829,97531,96962,97083,101379,117162,96735,96331,96802,96315,96605,96049,96196,95837,96508,96578,95077,113112,104999,141129,97992,97281,95568,95680,95014,94904,94772,95313,95085,95132,94471,94337,94388,94379,94837,94537,94755,95005,95330,94589,95969,95087
17,102360,97659,97113,97282,97056,96617,96410,96603,96258,96117,96091,95900,95758,95619,95712,95881,100013,112779,95301,95194,95343,95249,95088,94619,95018,94955,94805,107885,146174,147494,94555,93948,93953,93643,93365,93889,92990,93763,93463,93298,93251,92906,92655,93592,92364,92931,93368,93696,94154,93210,94100,96753
18,107957,99266,98808,98960,98713,98384,98286,98488,98342,97832,98050,97162,96081,95723,95952,96252,96370,96381,96463,95925,99972,114180,95823,95461,95677,95747,95620,110615,117447,142784,97331,94968,95252,95481,95186,95083,94862,95143,94684,94611,94327,94028,93642,93733,93634,94122,94273,94489,93294,93126,93193,93003
20,165709,117568,97852,97756,97592,97270,97530,97066,96839,97112,96818,96524,96853,96725,96344,96610,96408,96148,96217,96011,95978,96127,96259,96517,95778,95172,99246,106050,102744,118342,96752,97747,95871,95228,94749,95188,94589,94999,94059,95054,93387,93977,94395,94487,94627,94568,94679,94781,95520,94790,94355,91967
22,107070,98988,98658,98782,98553,98563,98293,98402,98291,97745,98048,101240,113935,96538,96601,96806,96747,96872,97416,96410,96372,96264,96405,96285,96630,96271,96672,110515,111719,142532,97428,96882,95729,95426,95087,95152,94967,95528,95093,94865,94486,94078,93880,93961,94055,94195,94224,94685,94499,93615,93906,94292
24,113706,101572,101111,100856,100500,100471,100064,100098,100304,99139,98710,98760,98193,98622,98648,98836,98153,98023,97745,98002,98177,98080,97630,97038,97630,97163,98185,117524,121579,105517,97169,98124,96509,95605,95264,95376,95535,95100,94877,94904,94535,94084,94087,94109,94333,94410,94109,94051,95592,94488,94018,94344
153,111481,101083,99616,99524,99030,98850,98962,98561,98503,98258,98392,98313,97680,97548,97540,97365,97618,97836,97971,96924,96761,96915,96990,96285,96867,96305,96049,113679,117593,137374,98393,98239,96104,96616,95224,95369,95869,95514,94887,95894,94088,94005,93748,94050,inf,inf,inf,inf,inf,inf,inf,inf
155,108395,99214,99056,98828,98676,98439,98371,98471,98168,98053,98006,101354,114366,95939,96648,96456,96338,96300,97012,96680,96535,96362,96260,96232,96555,96341,96345,110899,111806,141904,97667,96902,95860,95599,95020,95107,94802,95449,95176,95002,94482,94228,93794,93928,94217,94216,94081,94685,94854,93646,94089,93558
