driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
1,93114,88511,88394,88025,88064,87993,87979,87938,87932,87996,87952,88076,88021,88032,88123,88067,90256,106399,87142,87187,87396,87330,87563,87475,87295,87233,87116,86826,86854,87021,86681,86485,86822,86555,86718,87070,86502,86729,86216,86451,86383,86066,86622,85814,86016,86116,86019,85665,85630,85603,85525,85613,86977,85172,85454,85862,85410,85163,84357,84757,85042,85129,85736,85602,inf,inf
3,98435,90555,90288,89865,89541,89585,89464,89768,89354,89357,89406,89806,89406,92393,124030,89491,90015,90082,89869,89082,89905,89419,88672,88498,89153,88854,89427,88800,88437,88898,90757,88709,88499,88736,91335,104798,86398,86885,86402,87927,87813,88171,87736,88003,87518,87670,87813,88147,87150,85455,85855,85997,85532,86109,85980,85668,85903,86359,86920,86501,86154,86149,86042,86508,89626,inf
4,93939,88930,88512,88191,88265,88836,88187,88205,88275,88066,87978,88029,88137,87943,88157,90847,105377,88762,87748,87698,87799,88309,87646,87186,87077,86904,87237,87183,87349,87021,86744,86524,87009,87007,86437,86559,86876,86694,87399,86389,85868,85703,85886,86047,85785,86108,85754,85897,85226,85800,85707,86147,85724,87985,85774,85255,84846,84897,85641,85932,85647,85737,85635,86091,87117,90526
9,98045,89924,89672,89453,89175,89417,89285,89365,89345,89212,89012,89150,89073,88992,89052,91649,105439,88078,87970,88169,87897,87955,88244,88376,89007,88705,88205,88043,87698,87867,87779,87391,87710,87945,87628,87475,87709,87238,87658,87780,87574,87193,87222,87514,87624,87172,86625,86473,86705,86425,86488,86710,86216,86461,86348,86292,86241,86249,86101,86275,85789,86219,85819,86889,85901,85466
10,101687,93130,92942,92252,92702,92061,92267,92202,92299,91772,92346,93204,92510,92309,92548,92438,92324,92141,92205,92136,94972,117527,94102,91965,92824,91559,93610,90931,91198,90971,94662,92262,93836,93641,92375,92414,91697,90749,92102,91285,93782,93023,91260,91207,90031,90246,91216,90395,90440,92375,92925,92082,90910,91304,89844,91726,90240,91218,92422,89776,92293,90034,90268,inf,inf,inf
13,96207,89630,89184,88845,88755,88640,88904,88437,88738,89012,88341,88516,88701,91484,106178,88338,88675,88358,88588,88591,88340,88407,88732,90288,88598,87824,87624,87471,88270,87915,87936,87693,87766,87592,87664,88235,87449,87144,87026,87071,87115,87049,87246,87086,87527,86690,86741,86800,86902,86566,86824,86583,86434,86239,86455,86150,85959,85980,85810,86067,85778,86810,86111,85497,86080,86202
15,100643,92805,93604,91948,92162,92252,92165,92355,92234,91708,91764,92174,94349,92434,92447,91963,91877,91921,91846,91873,92126,95524,116719,93263,91426,92488,91317,91162,92888,90767,90408,90779,90479,93911,91037,91686,95506,91882,91810,93095,92805,91630,94964,93908,92865,90784,91811,90744,90811,92371,91982,91336,92172,91210,89799,89564,91899,90118,92336,90766,92135,90208,90698,inf,inf,inf
16,96717,90154,89279,88965,89206,89025,89084,88951,89112,88860,88856,88947,88880,88816,88760,88601,91208,106523,88310,88204,88132,88476,88482,89091,89966,88148,87674,87534,87897,87902,87694,87722,87959,88110,87645,87475,87623,87475,87653,87679,87170,87266,87470,88090,87067,86663,86761,86780,86560,86384,86568,86711,86257,86349,86361,86244,86263,86554,86245,86001,85957,86146,86217,86115,85845,86203
17,91460,88430,88074,87990,87608,87705,87670,87587,87559,87634,87450,87713,87587,87357,87608,87708,89781,104754,87474,87269,87099,87062,87476,87005,86902,87130,86655,86575,86757,86468,86741,86585,87116,86688,86154,87111,86590,86881,85920,86110,86074,85898,85816,85147,85134,85592,85261,85479,86113,86393,85722,86020,85845,85626,85643,86015,86001,85645,85903,85298,84920,84828,85699,85247,86543,90796
18,94658,89223,88540,88370,88509,88308,88394,88456,88249,88438,88194,88323,88183,88017,88284,90858,112012,88096,88979,88894,88087,88855,88696,89797,88476,87618,87799,87723,88825,87972,87676,87699,87733,87534,87545,87067,87255,87394,87639,87193,86977,87497,87584,87040,87181,86803,86960,86846,86742,86478,86955,86345,86487,86186,86420,85908,85888,85976,85836,86053,85887,87530,85722,85166,86146,85648
