driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
2,83180,78414,78174,77933,77559,77686,77601,77504,77682,77489,77584,77491,77424,77542,78287,77799,77263,77045,77053,77081,77089,76847,77098,77164,77300,77129,77376,80797,95188,77071,78720,77662,78023,78810,78334,78790,78506,77828,77631,77580,78217,78138,78219,78824,78120,78947,78184,78305,81503,99929,78227,78176,78464,78423,77863,78168,78031,78185,80115,78207,77958,79143,77669,77724,77905,77996,78701,78262,78504,78595,79614,inf
35,84606,78829,78236,78265,78046,77788,78004,78222,78213,78286,78315,78770,78091,78076,77822,77873,77937,77780,77763,81402,94727,76764,76667,77296,77425,77399,77503,77362,77498,77044,77206,77246,77002,77192,77089,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
66,84129,78647,78424,78129,77864,77920,78013,78144,78321,78162,78551,78617,78079,77974,77873,77959,77807,77915,77696,78013,77945,78100,77979,80796,103172,77647,77351,77685,77829,77900,78356,78318,78110,78079,77901,77757,77988,78103,77851,78511,82237,78526,78506,77718,80938,98372,77304,78223,78732,78346,78476,78246,78213,78612,78103,78415,77989,78024,77934,77821,78356,78177,78122,77934,77914,inf,inf,inf,inf,inf,inf,inf
37,86928,79463,77950,77683,78010,78054,78211,78370,78039,78578,78263,78251,78489,78332,78061,78465,78089,78048,78130,78044,78116,78260,78160,82089,98493,77939,78048,77147,76773,77497,78278,78227,78278,79390,77673,77478,77637,77689,80733,98124,79541,77921,78003,77821,78430,78014,78146,79628,78561,78349,78330,78253,78239,78135,77893,81719,97972,76515,76699,76778,76893,77206,76938,79581,77624,78731,77756,79949,79663,79095,inf,inf
8,78711,77143,77857,76820,76642,76620,76756,76451,76401,76616,76534,76420,76413,76170,76427,75933,76628,76088,76091,76196,76216,76485,75847,75950,75717,75939,79266,94724,76224,76570,76500,76335,76462,76483,76464,76684,76327,76185,76023,76296,77062,76863,76049,75510,75887,75526,75435,75557,78775,94293,75713,75479,75925,75406,75727,75795,75884,75987,76023,75806,75939,75855,75681,75857,75683,75819,75641,78500,75985,75932,75791,75942
11,87711,79088,79923,77829,77738,77565,77810,79007,77905,78383,78448,78078,78212,78040,78214,78014,78175,78216,77633,78234,78164,77914,78127,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,119232,171094,76580,76278,76673,76747,76895,77505,79125,76871,76960,77238,77543,77129,77467,77739,77538,76712,77150,80770,97293,76770,79301,78955,77527,77997,78135,78994,84426,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,80602,77755,77765,77649,77927,77460,80695,85827,78010,81486,85697,77399,77617,77554,77419,77370,77284,77097,77267,77482,77710,77270,77699,78496,77239,77040,79998,96726,77750,77864,78270,78437,78205,79035,77478,77803,77706,77703,77865,81596,79386,78304,78443,78001,77748,77029,77334,80278,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
14,79623,77527,77656,77255,77148,77008,76748,76663,76530,76389,76356,76678,76508,76472,76361,76223,76323,76205,76159,76395,76269,76442,75564,75524,75476,75419,76279,78588,96200,76136,76316,76182,76496,76625,76373,76916,76971,76406,76396,76273,76690,77019,76474,76523,75769,75547,75637,75323,75639,76077,75651,75481,75159,78073,92903,75835,75784,76016,78938,82844,75052,75045,75765,75637,75745,77004,77383,78540,79401,78778,79692,83310
15,81247,77697,77706,77901,77737,77432,77580,76379,76826,76777,76960,77075,77170,77151,76932,76737,76536,76582,76611,76300,79299,95660,76436,76632,76853,76969,76860,77110,77083,76953,76912,76992,76700,76845,76650,76825,76927,76812,76730,76697,77285,77748,77103,77019,77198,80032,96724,76627,76494,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
17,85128,78788,78547,78306,78319,78017,78108,78239,78261,78489,78530,78161,78478,78305,78174,78085,78432,77892,78100,78197,78117,78129,78040,81431,96074,77087,77515,77513,77798,77813,78202,78243,78197,77911,77817,77969,78117,77958,78165,77992,78023,81044,80047,78090,78021,77786,80676,96022,77379,77533,77723,79450,78364,78313,78112,78105,78340,78594,78530,78508,78162,78367,78380,78598,78501,78137,78871,79074,78982,79651,81804,inf
18,80092,77580,77636,77484,77053,77034,76978,76775,76906,76528,76405,76714,76537,76747,76345,76579,76514,76231,76297,79040,96017,75957,76210,76878,77228,77288,77539,77756,77087,77014,77084,76801,76810,76693,76867,76940,77133,76805,76536,76798,77166,76525,76719,79730,98224,76390,76694,76667,77037,78137,77668,77514,77888,77956,78236,78409,78077,78609,81799,99139,76613,76319,76217,76390,76680,76540,77647,77136,77040,76504,77405,inf
23,79244,77376,77737,77266,77049,76957,76521,76483,76566,76474,76486,76658,76514,76357,76397,76262,76231,76327,76132,76404,76489,79500,93025,75584,77018,76367,75729,75971,76135,76293,76260,76347,76303,76439,76392,77189,76531,76336,76345,76055,76799,77203,76680,79442,95848,76504,76828,79934,84746,77029,76786,76976,77145,76813,76670,76634,76491,76631,76709,76849,76788,76860,76364,76242,76418,76494,76748,77410,76737,77391,76836,76855
56,82763,78245,77631,77540,77546,77429,77465,76878,77382,77473,77010,77461,77177,77009,76854,76887,76652,76901,77033,76456,80206,96686,77475,77051,77242,76992,76814,76942,77193,76978,77191,77047,77113,77255,77175,76930,76987,77010,76782,77031,77229,77156,80472,95426,77091,76693,76470,76623,77012,77491,77049,77066,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
62,86383,79415,81333,79987,79422,79978,79388,85325,79893,80113,79834,79981,80454,79946,79903,79146,79496,81008,79828,89224,101436,82094,85423,80776,79657,79537,80609,79280,81201,79529,84166,80887,80179,84233,79599,79065,78998,80065,81146,79687,83016,79764,83794,101806,79458,81076,80788,79879,80117,81196,81458,79769,80728,81178,81419,81693,80347,79520,79658,80296,79791,81231,80127,79930,80945,84053,80994,82127,inf,inf,inf,inf
63,83671,78475,78245,78044,77814,78033,78136,78130,78290,78287,78518,78299,78134,77831,77854,78125,77500,77577,77440,77614,77825,78892,78129,78297,81153,97683,77592,77295,77675,78064,77694,77828,77655,78184,78274,78285,78046,78223,77644,77717,78124,77978,78773,83758,102642,78531,78330,78690,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,78433,77047,77763,76597,76903,76564,76523,76310,76512,76448,76495,76335,76362,76291,76113,76044,76369,76180,76219,76539,76297,76339,76050,75973,75311,78611,93159,75334,75390,75615,75512,75464,75562,75937,78718,84111,76361,76246,76153,76340,76709,77115,76201,75703,75647,75555,75627,78075,93880,76234,76061,75779,75912,75609,75873,75944,75849,75922,76095,75916,75915,75611,75556,75609,75610,75689,75596,76574,75894,75972,75788,75787
31,78032,76883,77805,76543,76836,76497,76367,76299,76550,76481,76209,76473,76287,76192,76389,76199,76306,76249,76175,76659,76128,76310,75964,79039,94809,75697,76563,76246,76424,76801,76233,76376,76361,76400,76362,76828,76201,75976,76228,76600,77177,76309,79359,98662,76316,76493,76653,76762,77013,77411,77656,77167,77790,77602,77193,77082,77332,77227,77460,77723,77419,77698,76730,76768,76533,78316,76491,76810,76609,77281,77163,77330
