driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
2,90249,81156,80681,80464,80297,80667,80334,79850,80470,80329,79860,79785,79722,79580,79673,79858,79434,80793,79782,79504,79033,78661,78861,78652,78764,79046,79187,78265,81811,99047,78824,78875,79064,79051,79248,78771,78765,80073,79388,78523,78505,78394,78553,78817,78925,78362,78217,77930,77869,81287,96773,78085,78569,79066,79143,79169,80953,78994,78891,78451,78257,78189,78154,78331,78733,inf
3,92305,81967,81660,81161,81468,81073,81000,80584,80519,80378,80033,79878,79949,79775,79545,80210,79782,80012,79767,79805,79825,79342,78905,78522,78859,79076,81805,100056,78597,79309,80601,78945,78921,78825,78810,78845,78742,78535,80246,78596,78419,78098,78713,78701,78251,77952,77909,77908,81296,101394,77861,78697,79325,79225,80357,79226,80403,79843,79633,79970,79196,79355,79108,78968,79698,inf
4,81975,78412,78172,78084,77807,77794,77416,77604,77268,77247,77490,77226,77070,77048,77370,76828,80077,98919,78245,78170,78558,78230,77936,77817,77428,77559,77415,77742,77688,78617,77740,77843,78110,77377,77275,77215,77054,77091,76723,79740,97531,77054,77831,77712,78068,78154,77806,77704,77917,77767,77767,77804,77689,77555,77619,78147,77603,77641,77698,77808,78232,77923,77892,78204,78829,80424
8,86335,80159,79697,79586,79199,79977,79409,79038,78629,79024,78429,79333,78306,78152,78143,77872,78363,78102,79121,78163,78032,81712,99450,78467,78611,79003,78820,78779,78719,79346,78501,78750,78317,78252,78021,77902,77834,78219,77934,77357,77583,77883,78060,78608,78179,81951,98364,78605,78552,78471,79110,78697,78626,78173,78297,78541,78414,78544,78369,78236,78155,78352,78437,78302,78127,78935
11,94997,84678,84445,83825,83153,82826,82773,82498,82644,93345,103396,82063,83667,81795,83326,81594,81853,83057,82837,83381,83110,81573,81597,81394,83620,81482,84377,83151,81118,83182,84732,103841,81880,82420,81051,80740,80684,80723,80957,80587,80617,80411,83707,102034,83611,81231,82617,82703,82356,84234,80990,81089,82449,83823,83661,81286,81015,80859,82611,80872,81143,81556,inf,inf,inf,inf
13,85672,79557,78743,79279,78301,78455,78592,78011,77844,77828,77846,77819,77894,77741,77805,77719,77678,78356,81483,98988,78150,78249,78312,78711,78718,79606,79058,78071,77907,77702,78331,78058,78608,79002,77649,77414,77132,77570,77100,77002,78555,76648,80555,99976,78575,79100,78450,78170,77847,78771,78689,78410,77660,77574,77812,77798,77869,78693,77970,77473,77335,77414,77226,77371,77792,79924
14,94064,82027,82034,81440,81920,81468,81592,81281,80704,80723,80850,80541,80772,80539,80678,80403,80125,80520,80456,80168,80975,80065,79147,79130,79883,79832,82991,100406,79458,79450,79682,81094,80948,79754,79522,79299,79374,79269,79105,78865,79859,79501,81851,79556,81158,79251,79394,78780,78705,78797,78856,78711,82001,96322,77862,78462,78516,78359,78555,78506,78769,78755,78835,78621,78472,inf
15,88727,80924,80092,80313,80150,79881,79578,79661,80306,80001,79823,79701,79500,79472,79550,79848,79510,79509,80218,79887,79575,79401,80568,79386,79515,79403,82571,99282,79275,80587,79564,79271,79074,78758,78695,78549,78592,79693,79342,79084,78517,78465,78483,78604,79142,82113,100292,80152,80517,79472,79026,79242,79118,79104,79499,80468,79727,80648,79739,79844,79285,79219,79206,79051,79452,inf
17,91045,81894,81129,80735,80790,80463,80853,80433,80310,80171,80495,79792,79719,79791,79461,79539,79553,79741,80303,80330,79048,78595,78687,78561,78491,79172,78886,81642,99338,78595,79132,79859,79116,78770,78761,80479,78610,78187,79060,78759,78204,78543,78208,78659,80074,78183,80999,99105,78966,78799,78462,78330,78631,78647,78388,78449,78450,78429,78379,77939,77900,78134,78071,78150,77983,inf
18,87845,80747,80138,80193,79619,79752,79722,79585,79239,79347,79016,78964,78749,78708,78710,78562,78600,78437,79315,78827,78270,78294,78345,77938,82080,99132,78649,78459,78517,78332,78323,78073,78107,78876,77936,77769,77693,77564,77760,77367,77569,77705,77691,82817,97701,78228,78433,78691,78408,78407,78454,78613,78529,78294,78287,78369,78707,78536,78455,78147,77986,78061,77790,78117,78556,77996
