driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
1,96328,91065,91446,91081,91188,91692,92252,92458,94542,110182,91640,90460,90789,90320,91886,90717,91041,91464,92070,93680,92286,92234,92999,94796,98337,109485,91382,89861,89850,89240,89801,90528,90593,90565,90046,92674,106017,89251,88529,89984,89494,89743,89930,89842,89273,89324,89555,94081,90532,94667,108015,89818,87895,88105,88023,88010,87924,88655,87921,88068,88005,88567,89057,88844,89458,inf
3,94590,91123,91188,90671,91064,90879,91140,90789,90943,93392,105960,90241,92874,90792,91913,90994,90744,90564,91103,91557,91913,92575,92561,92655,92111,92636,94554,107920,89699,90741,90492,90444,90558,89877,90041,91289,91386,91714,91843,91590,91753,91646,90340,90205,90065,90026,92365,105883,89059,89316,89514,88510,88960,88988,87720,87591,87606,87595,87932,88071,88555,89100,89579,88893,88098,88126
4,95662,91152,91517,90646,90916,91066,91065,91257,93676,104751,90658,90089,89105,88703,89504,89586,89399,89390,89838,90324,93417,105421,87731,88250,88088,88444,88520,88546,88428,89000,89202,89148,89996,89705,89993,93318,103923,87887,87440,88247,87817,88374,88644,88290,88529,88458,88610,88580,92066,101888,86773,87246,86681,87530,87202,87827,87802,88031,88250,88849,88191,87990,88724,89211,89414,92611
8,96831,91001,91505,90983,91320,91695,90867,90357,90911,93028,106939,89591,90189,90860,89718,89622,89752,89844,90030,90616,89710,90085,90272,91581,89825,93485,105488,88473,88616,89220,89719,90808,89032,88876,89176,89289,88321,89436,89745,89272,89628,89907,90322,89901,92851,103921,86757,88088,87518,87301,88058,88082,87882,88011,88093,88279,88205,88136,88253,87973,87831,88029,88767,88783,89129,90141
13,98200,90339,91175,91047,91385,91723,91470,93822,105572,88778,89891,90280,90364,89329,89951,89962,90335,89980,90694,93494,104680,88132,89063,88675,89003,88915,88972,89658,89782,90202,89724,90096,90574,90893,90776,93762,103740,87537,87954,88498,89360,88319,88615,88466,89022,89277,89390,89469,89601,89842,92634,102691,86823,86951,87362,86394,87309,87004,87609,87834,89142,89079,90332,90157,90231,91305
16,98939,91743,91358,91280,91034,91450,91382,94214,161115,88245,88718,88955,90117,90329,90730,90271,90734,91197,90857,91490,91567,95303,107112,88889,89886,89089,89175,89511,89708,90118,90329,90657,89788,90491,91663,92490,105210,86564,87790,89344,88475,87571,88505,88624,89061,89062,91426,89623,91848,110259,88668,87878,87852,88117,88098,87836,88419,88233,88223,88404,87831,88251,88735,89190,89009,inf
17,100257,92209,91507,91404,91435,91583,94076,105460,89767,89285,90359,90066,90513,90945,91808,91224,92037,92222,91973,94818,104035,89045,88467,91509,88240,89316,89887,89381,90026,90180,90512,90892,91126,91516,91640,95220,104336,87603,87267,88376,88683,88579,88895,88962,89033,89277,89995,90204,90391,93741,103157,87493,87157,87686,87017,87452,87813,87847,87890,88983,88977,89347,88307,88264,88814,89073
18,103457,93114,92163,91641,91924,92187,92277,92327,91960,92368,96149,105853,89861,90606,90543,90897,90670,91339,91779,92055,91280,91398,91884,91486,91618,91323,92393,94724,104575,89421,89479,89845,90059,89968,90130,90193,91138,91393,90562,90711,90185,90164,90467,90167,91446,94399,104442,89075,89562,89035,88482,88472,88207,88640,87957,88323,88336,88271,88976,88986,88811,89165,88601,88941,89434,90808
20,95032,91248,91306,90791,90973,90974,91154,91062,90847,93725,105634,90147,89770,89244,89784,90090,89999,90115,90211,90276,90181,90770,91630,94545,104971,89337,89617,89203,89506,89612,89829,90825,91439,89630,89204,89757,90512,90567,93773,104735,88942,88672,88836,89193,89552,89551,89196,88941,89156,89113,92071,103185,87752,87470,87036,87369,87088,87727,87262,88163,88431,88915,89283,89807,89678,90455
154,99396,91910,91632,91226,91136,91405,91365,131286,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
