driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
1,86062,98106,109949,80047,80136,80620,80683,80843,80765,80775,80850,80826,80640,80723,80627,80686,86415,98207,80734,81772,80631,80533,80075,80344,80067,80161,79973,80068,80639,80378,80117,80056,80577,79684,80202,80581,80279,80128,80213,84402,109178,81357,80158,80727,82435,83177,81032,80609,80559,80266,80409,80526,80705,80449,80528,80194,80169,80128,80077,79726,80321,79847,79911,79733,79560,79768,80669
2,91121,83845,83598,83161,82931,81431,81636,81749,83401,81954,82223,81499,81224,81721,81276,81035,81448,81242,81078,81219,81085,80668,80783,82480,81351,80859,80651,80804,80451,80518,80294,80187,80272,80426,80299,80231,80304,82721,81020,85263,108818,82295,80311,80401,80875,81350,81654,81174,81015,81051,80756,80760,81017,80928,80534,80656,80568,80523,81015,81505,80392,80022,79777,80097,79818,79780,79461
3,92179,84528,82923,83523,83715,83669,83179,83399,83372,83298,81566,81808,82676,83688,81432,80915,80962,81069,81006,80769,80858,80826,80844,81472,82578,81928,81297,80865,80365,80250,80332,80241,80177,80345,80242,80016,80211,80188,79945,79826,79726,84604,110145,81328,81613,81516,82752,81549,81417,81118,80789,80781,81193,81196,80586,80450,80405,80498,80465,80083,79947,80289,80002,79968,79934,79531,79621
4,82993,80169,79841,79939,80055,80043,80006,79787,79925,79547,79376,79648,79734,79637,79275,79237,79169,83297,108039,79273,79720,79833,79674,79801,79715,79725,79860,79743,79648,79571,79785,79584,79538,79516,79915,79228,79231,79258,79191,79187,79101,79757,83504,109466,80446,80605,81328,80396,79842,80270,80440,80346,80468,80491,80309,80106,80066,79927,80010,80152,80328,80149,80388,80247,80236,80295,82506
5,84211,80360,80161,79693,79919,79811,80096,80183,79890,79714,79443,79258,79809,79451,79287,79270,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
6,108141,115094,81681,81946,81714,81745,81450,81738,81482,81646,81318,85496,83123,81455,84606,81538,83219,83370,81118,81223,80825,80614,80745,80515,80839,82365,80673,80687,80781,80444,80498,80364,80557,80431,82966,84928,112719,81238,81036,81186,81272,81184,81013,80998,82348,81947,82190,81069,81229,81136,81661,81563,81618,81060,81072,81001,80853,81152,81027,80735,80669,80615,80759,80494,80912,82347,inf
7,87939,82388,80600,80024,80301,80215,80391,80524,80715,80577,80050,80066,80297,80227,80232,79832,80703,80394,80053,79713,79812,79397,79294,79516,84439,110172,79733,80299,81317,80257,81055,80477,80589,80205,80042,79897,79934,79661,79666,79651,79775,79606,80453,80827,79851,80241,79576,79538,79262,83790,108584,80396,80601,81201,81778,81471,80814,80656,84538,80752,80390,80442,80469,80386,80220,79794,104912
8,87246,80753,79415,79369,79323,80225,79864,80054,79406,79505,79500,79594,79444,79557,79363,79193,83917,111549,79789,79747,79909,80096,80109,80345,80476,80147,80075,80338,80347,80060,80025,80216,80070,80168,79770,79793,79922,79696,79750,80390,79380,79182,79278,79115,79076,79250,79154,83758,108389,80408,80964,80846,81118,81608,81049,80552,80427,80005,80194,80152,79835,79500,79366,79475,79523,78995,79178
9,82310,80019,79650,79609,79863,79892,79958,79821,79795,79576,79449,79766,79779,79438,79544,79292,83228,109730,80248,80137,80325,80598,80447,80451,80356,80098,80220,80251,80113,80141,80207,80258,80200,79838,80192,79708,79588,79918,79736,79632,79538,79450,79298,79359,79810,84272,107857,80315,80784,80826,81153,80958,81109,81588,80870,80273,80080,79920,79747,79754,79668,79596,79418,79433,79500,79678,79540
10,88953,82516,80871,80254,90429,129693,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
12,87250,84630,81358,80384,80517,80532,80641,80640,80470,80535,80144,80209,80508,80206,80024,79976,80172,80167,80125,79769,79646,79751,79483,79917,79611,79537,79317,84069,108438,79946,80912,79990,79750,79924,79668,79797,79647,79407,79634,79549,79568,80445,79799,79753,79553,79450,79960,79436,79823,79638,79338,84169,107068,79199,79606,79677,80158,80195,80512,84587,81764,80435,80471,80275,80105,79888,81340
13,85492,85184,80707,80091,80344,80247,80911,80367,80357,80575,80316,80823,79900,80152,80039,79843,80322,84875,117314,98047,80574,80555,80773,80711,80888,81293,81504,82050,80740,80078,80037,79993,79716,80383,80008,79812,79762,80075,80523,80695,79681,79626,79508,79391,79517,79781,79265,79014,78963,78893,85446,83140,84608,106407,78426,78753,79024,79244,80428,79017,78724,78937,78802,79791,79264,79003,79321
15,85183,80484,79992,79884,79948,80108,80035,81563,80381,80491,79974,80149,80121,80322,80264,79792,79600,79524,80282,80098,84782,109800,80525,80597,80601,80440,80415,80449,80211,80145,80141,80003,79982,79956,79929,79614,79711,79693,79648,79610,79671,80021,79891,79809,79756,79755,79802,79755,80374,84084,107982,80420,80425,81289,80923,80680,81077,81073,81554,81040,80981,80625,80556,80132,79979,79808,79750
16,89918,83514,83287,81260,81600,81189,81599,81750,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
17,91947,83536,82545,84108,82748,81841,81465,81745,82007,80799,80564,80535,80399,80530,80526,80755,80347,82235,80647,80270,80383,80482,80348,80250,80289,80095,80221,80024,80206,79820,80171,80371,80147,84349,112187,80494,80962,81583,81788,82462,82883,81760,81605,81398,81388,81393,81065,80906,80971,80744,80796,80936,81260,81144,80929,80746,80659,80619,80469,80944,80236,80314,80399,80509,81734,80339,80376
18,89006,83878,83942,84217,83413,84420,83684,83203,84270,85053,83452,82798,82795,82693,82549,82342,82387,82168,82097,81931,82343,81657,81348,81484,81529,81372,81571,82144,82757,81870,81381,81600,81704,81942,81485,81356,85622,110585,81669,81998,82717,81608,81772,81784,81712,81724,81420,81549,81417,81369,83150,81433,81708,81540,81529,81317,81484,81114,81153,80938,81168,81256,81064,80947,82656,80849,inf
