driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
14,116926,101839,100412,99572,100361,99281,99830,99788,98830,98232,98339,97987,97746,98319,97981,98168,99399,97989,99476,99373,98077,101430,97928,97862,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,112690,100332,99018,98253,98077,98793,100310,99398,98911,99096,99024,98927,100722,98972,98700,98775,98998,143043,103746,102178,99998,99907,99026,99305,99404,99646,99380,100680,100684,101807,100237,101584,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,109058,99119,98282,97865,97096,97031,97038,96789,96747,96697,96082,96390,96303,96493,96446,96181,96370,96301,96106,96305,96761,96516,96880,96458,123021,99756,95064,95646,96611,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,105188,97680,95759,95467,95254,95117,95023,95407,95198,95088,94631,94310,94389,94302,94390,94223,94617,93651,93771,121619,99239,94742,96444,94996,94408,94081,96842,96526,98304,99485,99354,182162,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,103702,97036,95959,95648,95223,95138,95287,95508,94781,94911,94290,95006,94436,94166,94474,94157,94069,93989,94066,94142,96817,95784,95705,95222,93955,93633,93421,93854,94793,127341,99977,94597,95887,97599,98922,95695,96319,95376,94921,94735,94963,94757,94353,96080,95457,94586,95193,96117,94739,94444,96075,94124,96729,102253,104589,102951,105036,105524
44,111529,99686,99346,97436,97143,97090,97258,97573,98452,97724,98352,97342,96861,96415,96181,95982,96017,95525,119345,99767,94767,95546,95760,95563,95674,99082,96594,96651,95689,96042,128411,101077,97722,97236,96994,99543,98140,96597,96136,96625,96265,95662,96019,95935,97816,96543,96137,96191,95952,95447,95314,97521,96373,95733,97027,98901,96759,inf
49,109468,99594,99949,97413,97173,96686,97745,97556,98868,97257,97576,97689,96728,96563,96417,96347,95887,95667,95885,132864,101874,98367,101482,97230,97594,97536,97036,96918,97003,97312,96521,96545,96484,96254,96075,95867,95743,95848,122382,101406,95841,95661,95596,95688,95777,96678,96269,96112,95891,95913,95991,96618,97019,98960,95895,96398,100320,inf
50,110930,99763,99376,97453,96918,97130,97484,97150,98733,97734,96908,97989,96649,126205,100040,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,106506,97554,96830,96437,95765,95754,96196,95519,95732,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
56,104981,98558,96736,96177,96093,95942,96061,95448,95830,96681,95669,95309,95284,95590,95266,95378,95337,95100,94904,95074,96173,122417,99750,95971,95884,95729,96087,96549,95538,95364,95629,96504,96360,95888,96604,95000,94533,94884,94648,94727,94701,120000,100628,95754,95264,95808,96203,97005,96236,95683,95688,95800,96074,96177,97393,97951,97728,99312
57,108430,99275,98102,97784,97266,97008,96969,96862,96307,96725,96565,96305,96377,96321,96691,96098,96369,96339,95899,96540,96869,96393,96945,96426,96190,96058,95885,96387,95964,126391,102337,97261,97599,98173,97988,97429,97315,97537,97779,97178,97614,97187,97270,96848,96619,96629,96243,96427,95843,96520,96011,96270,96368,96377,96720,96298,98410,99572
63,110436,99509,99561,97520,97094,96819,97670,97120,96415,95645,95804,95711,96451,96312,96208,126238,100040,97139,99078,97682,96161,96249,96077,95985,95800,95960,97273,99052,96335,96295,96042,96295,95813,96124,122556,99896,95557,95487,95280,95569,95485,95592,96226,98332,95865,95896,96676,96391,95886,96120,96336,97132,96305,97168,96836,96936,97741,inf
64,116143,101200,98490,98744,102154,98357,97461,97551,98780,99022,97382,97846,98461,98807,97837,97448,97855,97794,98035,131342,104787,100500,98538,97024,97590,97180,97349,97824,97862,98939,97237,128622,105982,98753,97999,97563,97394,97697,97788,97778,97549,97785,97677,98312,99133,103831,98378,98743,97803,97063,99692,99728,98694,98251,98599,99336,inf,inf
