driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
828.0,106890.0,97975.0,96953.0,96287.0,96315.0,95706.0,96277.0,96408.0,96291.0,96418.0,96072.0,96053.0,96184.0,95901.0,95483.0,95690.0,95486.0,95251.0,95001.0,95603.0,95606.0,95406.0,95281.0,95021.0,112796.0,93675.0,95126.0,94659.0,94758.0,94458.0,94770.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
830.0,98960.0,94366.0,93951.0,94033.0,94094.0,93918.0,93785.0,93747.0,93539.0,93825.0,93824.0,93822.0,94339.0,94283.0,94294.0,93818.0,93468.0,113226.0,93412.0,93624.0,93684.0,93878.0,93492.0,93466.0,93769.0,93581.0,93427.0,93470.0,93084.0,93634.0,93162.0,93513.0,119531.0,144866.0,141854.0,143062.0,139537.0,94275.0,148379.0,144878.0,142252.0,92007.0,93689.0,92180.0,92114.0,107567.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
832.0,103739.0,96714.0,95366.0,95277.0,96028.0,96168.0,96626.0,95571.0,95619.0,95810.0,95564.0,95552.0,95904.0,95674.0,96482.0,95806.0,95531.0,114994.0,94738.0,95174.0,95564.0,95310.0,95286.0,94774.0,94602.0,95345.0,94788.0,95030.0,94894.0,94667.0,95241.0,107349.0,144822.0,105294.0,102315.0,135993.0,133742.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
838,107419,98833,96697,96442,96567,96050,96372,95898,96205,96222,95978,96190,96431,96188,95890,95508,95991,95189,95310,95413,96554,114184,94872,94606,95785,95116,94857,94623,94745,94685,94767,116054,127313,121321,98033,125341,130921,105369,142129,145081,135863,96691,94634,94098,94239,94029,94145,93551,93838,94713,94952,93656
839,103209,96410,95408,95405,95690,95684,95509,96275,95712,95717,95536,95245,95727,95764,95379,96158,95242,95274,94382,114556,95239,94772,95229,94836,95234,95623,95490,95009,95103,95089,94992,109194,128507,100724,114615,141428,136223,101081,143612,144982,139883,95128,94444,94092,94101,94147,93686,93606,93975,93864,93645,93879
840,109047,99343,97575,96917,97852,96907,97154,96605,96380,96921,96810,96852,97312,97918,96449,97043,96881,97468,96231,96359,96986,97000,96765,96494,96335,96163,95975,96025,96248,97719,115437,125872,129764,142232,110888,98514,95573,110212,130305,134979,134018,97088,94949,94076,95075,94399,94079,93869,94458,94192,94220,93957
842,106132,97156,96052,96109,96975,96118,96232,95979,95992,96145,95655,95808,96153,95690,95635,95578,95701,95163,95107,94462,115401,94265,94772,95095,95296,95064,94784,94734,94570,94512,94480,107455,146732,104201,100476,134737,133352,103014,143315,144398,137952,96701,94369,93937,94210,94117,94153,93465,93945,94592,93596,94381
843.0,174472.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
844.0,102640.0,95725.0,95209.0,95261.0,95679.0,95358.0,95699.0,95379.0,96093.0,95913.0,95397.0,95337.0,95685.0,95437.0,95270.0,95306.0,96218.0,95269.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
845,108019,99349,97560,96589,96472,96599,98045,96348,96297,96755,96984,97489,96979,96992,98370,96942,96494,96109,97188,96291,95879,116156,95587,95936,98018,97983,95904,95174,97281,97227,97563,125445,129454,142673,111063,98191,95910,109741,128823,136683,134805,99289,95368,95318,95465,95222,94906,94778,95369,95149,95046,94620
