driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57
1.0,112423.0,107792.0,106968.0,107052.0,106186.0,106063.0,106106.0,105830.0,106278.0,107683.0,106876.0,107052.0,120650.0,112313.0,106653.0,106350.0,106276.0,106465.0,106606.0,106118.0,105990.0,106033.0,106089.0,105886.0,105746.0,105900.0,106203.0,138613.0,134249.0,115406.0,151067.0,156759.0,145007.0,106975.0,105279.0,104627.0,104324.0,104423.0,104091.0,104379.0,104477.0,104374.0,104007.0,104275.0,104105.0,104436.0,104440.0,104607.0,104640.0,104748.0,105226.0,105292.0,105373.0,106152.0,109334.0,100000000.0,100000000.0
3.0,118985.0,108383.0,107736.0,107176.0,107547.0,107265.0,107175.0,107062.0,107328.0,107464.0,107025.0,106861.0,107114.0,107160.0,106958.0,107172.0,107626.0,108411.0,108601.0,122319.0,111561.0,106558.0,106276.0,106352.0,105973.0,106038.0,106177.0,119274.0,130302.0,118221.0,147036.0,157324.0,144888.0,110135.0,108229.0,107171.0,105930.0,106011.0,105212.0,104902.0,105242.0,105045.0,105317.0,105061.0,105190.0,118936.0,109908.0,105261.0,103191.0,102614.0,102753.0,102700.0,102624.0,102163.0,102810.0,104760.0,105312.0
4.0,117156.0,107741.0,107268.0,106973.0,106925.0,106907.0,106726.0,106583.0,106492.0,106804.0,106954.0,106826.0,106202.0,106435.0,119822.0,110692.0,107037.0,107678.0,107301.0,105797.0,105573.0,106224.0,105669.0,105539.0,105313.0,105437.0,105176.0,128369.0,135221.0,117850.0,151890.0,156076.0,146800.0,106122.0,105764.0,104518.0,104141.0,103754.0,103921.0,103666.0,104018.0,104692.0,103808.0,104139.0,104308.0,104215.0,104102.0,104617.0,104689.0,105354.0,105333.0,105272.0,105140.0,105329.0,105259.0,106102.0,108930.0
5.0,122293.0,110460.0,108577.0,107721.0,107968.0,107781.0,107970.0,107848.0,109300.0,108288.0,108090.0,123763.0,112404.0,107669.0,106748.0,106889.0,106796.0,107129.0,107071.0,107773.0,107277.0,106964.0,108455.0,106918.0,106981.0,107574.0,168264.0,134473.0,138224.0,152022.0,114328.0,114737.0,110520.0,107605.0,108215.0,106940.0,106074.0,105911.0,105751.0,105294.0,105865.0,105798.0,105374.0,105686.0,105913.0,106358.0,106891.0,106688.0,107256.0,107372.0,107761.0,108359.0,109134.0,109342.0,111838.0,112480.0,114123.0
8.0,115542.0,108188.0,106806.0,106290.0,106821.0,106541.0,106287.0,106556.0,105894.0,106235.0,106979.0,107778.0,107182.0,123048.0,110577.0,106394.0,107170.0,108610.0,109935.0,106585.0,105507.0,105284.0,106046.0,105031.0,104728.0,104828.0,105051.0,130443.0,134143.0,116339.0,151050.0,156939.0,145779.0,107382.0,105936.0,104315.0,104545.0,104272.0,104041.0,104241.0,104883.0,104464.0,103686.0,104150.0,104184.0,104284.0,104562.0,104662.0,105065.0,105050.0,104793.0,105044.0,105217.0,106263.0,107443.0,106137.0,107865.0
13.0,118359.0,107933.0,107390.0,107612.0,107085.0,107271.0,107516.0,106799.0,107394.0,107172.0,121209.0,111217.0,106302.0,105976.0,106075.0,105908.0,106128.0,106910.0,110247.0,108386.0,106428.0,106198.0,106395.0,106299.0,106238.0,106363.0,120409.0,127129.0,130468.0,112131.0,144970.0,156193.0,141201.0,159636.0,111026.0,104431.0,104506.0,104793.0,104680.0,104566.0,105397.0,104907.0,104822.0,104728.0,104989.0,105711.0,106124.0,106166.0,108496.0,106589.0,107233.0,107838.0,122377.0,110820.0,108498.0,107738.0,100000000.0
17.0,121958.0,110393.0,108116.0,107803.0,107403.0,107403.0,107048.0,107725.0,107263.0,107391.0,107070.0,107180.0,107070.0,106955.0,106986.0,107552.0,108021.0,109223.0,119687.0,116764.0,106421.0,105396.0,105180.0,105406.0,105272.0,105647.0,105458.0,119366.0,131110.0,115383.0,148676.0,156306.0,143022.0,107874.0,106332.0,106076.0,107231.0,115249.0,113169.0,102717.0,103041.0,104320.0,103441.0,103836.0,104218.0,103495.0,103439.0,103361.0,103945.0,103594.0,103230.0,103258.0,104876.0,104721.0,105180.0,106734.0,105286.0
18.0,120025.0,108828.0,107235.0,106804.0,107403.0,107369.0,107348.0,107348.0,107300.0,120989.0,110803.0,106233.0,106563.0,106789.0,106434.0,106510.0,105952.0,106314.0,109248.0,109135.0,106277.0,106358.0,106306.0,106260.0,106327.0,119831.0,110120.0,123864.0,130334.0,112772.0,143704.0,155909.0,141182.0,107939.0,106486.0,106308.0,105750.0,105940.0,105224.0,105770.0,105448.0,105211.0,104993.0,105258.0,105009.0,104930.0,104924.0,104806.0,106442.0,105109.0,104993.0,104944.0,105395.0,105729.0,105623.0,107265.0,107932.0
20.0,110454.0,105759.0,105584.0,105602.0,105409.0,105168.0,105412.0,105341.0,105856.0,105415.0,105423.0,105602.0,105818.0,105950.0,106210.0,115623.0,115953.0,104555.0,104690.0,105008.0,104832.0,104988.0,104644.0,104611.0,104707.0,104998.0,105328.0,106162.0,139743.0,160201.0,159481.0,156334.0,148102.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
154.0,113198.0,107433.0,107167.0,106998.0,106217.0,106125.0,106140.0,105978.0,105891.0,106329.0,105923.0,106177.0,106958.0,106717.0,107045.0,121383.0,110710.0,106286.0,105883.0,105310.0,105767.0,105338.0,105018.0,104722.0,104451.0,104695.0,104148.0,129020.0,133403.0,130502.0,155020.0,155877.0,147525.0,107084.0,105493.0,104639.0,104163.0,103764.0,103873.0,104437.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
155.0,114467.0,106801.0,106963.0,107148.0,106438.0,106280.0,106351.0,106169.0,106294.0,106534.0,107074.0,107346.0,107904.0,124872.0,111239.0,105819.0,106882.0,108997.0,110062.0,128202.0,110617.0,105082.0,105725.0,105184.0,105651.0,105379.0,105183.0,121197.0,131188.0,109614.0,148397.0,156357.0,141886.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
30.0,119626.0,108471.0,108651.0,107167.0,107616.0,107331.0,107285.0,107232.0,107522.0,107363.0,107370.0,107209.0,107458.0,107555.0,107676.0,108298.0,108423.0,108877.0,125247.0,111923.0,106005.0,105481.0,105398.0,105312.0,105414.0,105187.0,104871.0,118873.0,130614.0,117299.0,148709.0,156433.0,143447.0,107386.0,106578.0,106263.0,104823.0,104236.0,104273.0,104434.0,118497.0,109203.0,103099.0,104073.0,104096.0,103366.0,103307.0,103670.0,104065.0,103232.0,103340.0,103577.0,105022.0,104012.0,105870.0,107049.0,104474.0
37.0,124395.0,110354.0,109390.0,109352.0,109233.0,109021.0,109126.0,109179.0,109442.0,109436.0,110129.0,109956.0,110542.0,129824.0,113433.0,107498.0,107447.0,107482.0,107962.0,108192.0,107864.0,107967.0,107924.0,108677.0,109205.0,110241.0,109986.0,149915.0,142930.0,151564.0,115266.0,114059.0,110491.0,107564.0,107201.0,106799.0,108223.0,107597.0,107323.0,106854.0,106998.0,106921.0,107036.0,107664.0,107182.0,107361.0,108267.0,108397.0,111283.0,110025.0,109748.0,109786.0,109763.0,110334.0,114562.0,114065.0,100000000.0
807.0,116554.0,107359.0,107697.0,106582.0,106717.0,106683.0,107128.0,106692.0,106764.0,106910.0,106976.0,108287.0,107373.0,123203.0,111486.0,106117.0,106133.0,106277.0,109977.0,108609.0,106545.0,106155.0,106226.0,106285.0,106308.0,106235.0,106562.0,130041.0,132164.0,114622.0,149014.0,156269.0,142689.0,107615.0,106215.0,106221.0,106376.0,104666.0,104264.0,104226.0,104741.0,104658.0,104707.0,104410.0,104229.0,104376.0,104709.0,104751.0,104682.0,104766.0,105036.0,105501.0,105667.0,106132.0,106866.0,108619.0,110570.0
808.0,123017.0,110162.0,108923.0,108019.0,108060.0,107482.0,107745.0,107894.0,108139.0,107810.0,107802.0,108386.0,123042.0,111532.0,106253.0,106501.0,106401.0,106623.0,106478.0,107720.0,108344.0,106961.0,106819.0,107626.0,123037.0,111203.0,107069.0,143110.0,120451.0,110181.0,116843.0,155723.0,140175.0,108298.0,106907.0,106700.0,106311.0,105889.0,105699.0,105729.0,105921.0,105654.0,105541.0,105772.0,107888.0,106524.0,140348.0,111449.0,109010.0,105849.0,107280.0,105851.0,104314.0,104253.0,104800.0,104936.0,106066.0
39.0,124997.0,110630.0,110461.0,109623.0,109514.0,110128.0,109389.0,111020.0,110082.0,109654.0,109948.0,110373.0,111141.0,112320.0,127887.0,116944.0,108637.0,108362.0,107921.0,107803.0,109307.0,108034.0,108129.0,108048.0,108069.0,107868.0,116356.0,125060.0,167258.0,146301.0,120751.0,108231.0,107612.0,107836.0,107262.0,107038.0,106940.0,106788.0,116604.0,113990.0,106510.0,106388.0,106601.0,106791.0,106960.0,106864.0,106710.0,106947.0,106785.0,107359.0,107674.0,108070.0,110073.0,109786.0,115003.0,114865.0,100000000.0
811.0,120541.0,109962.0,108177.0,107433.0,107575.0,107033.0,107378.0,107540.0,107212.0,107217.0,106990.0,107305.0,107082.0,107343.0,108241.0,107583.0,108072.0,109307.0,110681.0,177687.0,112299.0,106347.0,106393.0,114926.0,111565.0,107085.0,115654.0,131029.0,133169.0,153968.0,111925.0,114723.0,111980.0,106441.0,106491.0,105779.0,105507.0,104864.0,105012.0,104799.0,104972.0,104849.0,104655.0,104111.0,104296.0,104500.0,105642.0,105068.0,105240.0,104294.0,104687.0,104565.0,104822.0,104478.0,104649.0,105746.0,105721.0
813.0,114989.0,107700.0,106786.0,106534.0,107035.0,106452.0,106295.0,106227.0,106257.0,106355.0,106987.0,107905.0,108776.0,123965.0,110753.0,105444.0,106381.0,109319.0,109782.0,108615.0,105305.0,104865.0,106424.0,105045.0,105123.0,105686.0,105632.0,132370.0,136033.0,114846.0,149095.0,156109.0,143021.0,107794.0,106100.0,106340.0,106348.0,104170.0,104148.0,104094.0,104459.0,104388.0,104064.0,104157.0,104399.0,104506.0,104417.0,104288.0,104275.0,104675.0,104614.0,104827.0,104735.0,105010.0,106350.0,120267.0,120743.0
