driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53
4,87959,83811,83239,82971,82740,82858,82685,82846,82476,82624,82554,82376,82668,82498,82190,82146,82523,82289,85878,111342,85122,83934,83368,83167,83427,83354,83466,83143,83484,83260,83081,82915,82824,82424,83051,83211,82312,83101,85989,109263,83446,83710,84203,83662,83808,83582,83531,83638,83624,83675,82870,82791,84029
8,93048,86792,84931,84731,84174,84418,84281,84011,84243,84480,84225,84252,83725,84020,82776,82367,83027,83187,82989,85258,83168,82215,81725,81629,86083,110731,84283,92789,103596,83934,83143,83016,83323,84017,84001,83016,82462,82404,82382,82074,82535,82778,82132,82126,90557,82377,83078,81911,81858,82087,81504,82385,85180
11.0,89620.0,84731.0,84523.0,84371.0,84128.0,84178.0,83968.0,84171.0,83754.0,83672.0,83628.0,83906.0,83429.0,83341.0,83429.0,87046.0,112937.0,108684.0,85547.0,85280.0,85054.0,85178.0,85017.0,85161.0,85265.0,85017.0,85258.0,85260.0,85435.0,84747.0,85549.0,84438.0,85720.0,84426.0,84275.0,84492.0,85533.0,84707.0,84524.0,83926.0,84126.0,89012.0,106969.0,85244.0,85783.0,85446.0,85001.0,84675.0,85247.0,85601.0,85054.0,86621.0,100000000.0
13,93787,87144,84993,84705,84387,84818,84879,84540,84205,84446,84313,84283,84206,84283,83868,83785,83820,83365,86685,109426,84731,84598,84777,85450,85016,84979,85148,85403,85818,84956,84500,84460,84369,83962,85035,84426,84082,83918,83727,83481,87102,106459,84492,84440,84303,84266,83727,84571,84691,84850,84522,84862,87013
14.0,99886.0,112204.0,85006.0,84645.0,84859.0,84579.0,84552.0,84419.0,84638.0,84603.0,84432.0,84236.0,84508.0,84162.0,84213.0,85026.0,84262.0,83867.0,84876.0,84721.0,84831.0,84505.0,84838.0,84899.0,84892.0,84934.0,84450.0,88018.0,110921.0,86619.0,85705.0,85638.0,85886.0,85656.0,85383.0,85106.0,85560.0,85421.0,84822.0,84438.0,84502.0,84719.0,85571.0,86299.0,86750.0,84908.0,84725.0,84917.0,85566.0,84556.0,86351.0,86071.0,100000000.0
15,90129,87095,84189,83930,83537,84086,84044,84020,83671,83942,83797,83960,83475,83264,82946,83121,82980,82917,82831,86694,107610,84135,83961,83865,83914,84235,83921,83914,84944,83760,83733,83712,83487,83195,83424,83323,83438,83470,83035,86649,105564,84174,84853,84184,83979,83677,84302,84170,83982,83923,84262,84364,84658
17.0,103535.0,110830.0,84292.0,84099.0,84350.0,84888.0,84387.0,84378.0,84479.0,84563.0,84647.0,84237.0,84454.0,84142.0,84271.0,84929.0,84298.0,84044.0,84512.0,84863.0,84565.0,84553.0,85019.0,84736.0,84919.0,88699.0,107277.0,84316.0,84475.0,84107.0,83696.0,83345.0,85382.0,84268.0,84117.0,84025.0,83288.0,83587.0,83343.0,82935.0,83101.0,89004.0,105046.0,83921.0,83236.0,84380.0,83721.0,83566.0,83708.0,83946.0,83525.0,83620.0,100000000.0
18,89036,84536,84378,84311,83821,83985,83844,84120,83831,84016,83708,83616,83614,83430,83174,83161,86645,110075,84852,85025,85222,84534,85252,85057,84615,84505,84269,84627,84360,84237,84026,83936,83474,83441,87015,108417,85588,86343,86144,84598,84878,84626,84363,84400,84181,84121,83879,83967,84041,84025,84492,85573,86910
21,91396,86207,84460,84393,83948,83786,83775,84290,83835,83935,83870,83801,83825,83376,82601,82587,82935,82779,82945,83062,85792,106620,83684,83804,83832,83693,84099,83912,83696,83561,83364,83057,83326,83377,83437,83216,82957,83422,82917,86072,106287,84192,83470,83244,83195,83638,83182,83081,82970,83299,83378,83582,83472
22.0,90316.0,84946.0,84503.0,84106.0,83908.0,84316.0,84068.0,84012.0,83663.0,83852.0,83565.0,84064.0,83466.0,86894.0,109237.0,84671.0,84745.0,84589.0,84633.0,84144.0,84631.0,84623.0,84941.0,84844.0,84623.0,84647.0,84382.0,84499.0,84331.0,84303.0,84146.0,83993.0,83942.0,84065.0,83594.0,83864.0,87220.0,106759.0,84755.0,84349.0,84456.0,88151.0,107256.0,84219.0,84184.0,84727.0,84938.0,84613.0,86056.0,84499.0,85581.0,84681.0,100000000.0
23,92151,86203,84947,84762,84334,84292,84159,84329,84243,84370,84010,83879,83927,83436,83299,83232,83434,83130,83076,83692,83092,86735,108115,88173,84456,84754,84645,84370,84498,84555,84130,84194,83842,83594,83446,83989,83401,83725,83448,83343,87026,105312,84270,84081,83631,83993,83815,83601,83382,83728,83508,83277,83550
27.0,107155.0,114150.0,86262.0,86450.0,86124.0,85806.0,85882.0,85552.0,86355.0,85686.0,85647.0,85877.0,86165.0,85270.0,85403.0,85486.0,86864.0,90245.0,112058.0,88332.0,86006.0,87660.0,86065.0,86177.0,86809.0,86026.0,85933.0,86003.0,91272.0,99633.0,87246.0,85201.0,84966.0,88427.0,89473.0,113481.0,88250.0,87408.0,87541.0,85936.0,86924.0,85736.0,85744.0,85814.0,85489.0,88788.0,85419.0,85533.0,85910.0,85359.0,85717.0,100000000.0,100000000.0
30,90849,85420,84232,85389,83584,83915,84001,83966,83898,84054,83877,83793,86848,108766,84529,84511,84540,83868,84164,84245,84596,84451,84859,85282,84434,84404,84693,84407,84375,84213,84229,83960,84031,84000,83707,87197,106791,84730,85885,84605,84884,85092,84165,84284,84348,84251,83597,84368,83980,97373,88407,89322,97360
31,86438,83166,82929,82829,82954,82824,82888,82659,82639,82545,82752,82529,82961,81988,81828,81949,82771,82096,82835,85715,107539,83533,83563,83515,82997,83260,83273,83574,83385,83350,83029,83241,82850,82381,82691,83110,82901,82802,83608,87190,105740,83523,83665,83686,84241,83824,84032,85042,85471,84880,84201,84173,85094
32.0,94814.0,86579.0,85074.0,84624.0,84463.0,84959.0,84820.0,84832.0,84097.0,84218.0,84564.0,84529.0,84228.0,83796.0,84437.0,84013.0,83633.0,88787.0,112218.0,87340.0,85871.0,85213.0,85032.0,85354.0,84573.0,85901.0,85196.0,85116.0,86488.0,84843.0,85190.0,84478.0,84152.0,84563.0,84279.0,86216.0,85883.0,84788.0,84366.0,84520.0,83794.0,87786.0,105368.0,84737.0,84509.0,83871.0,83925.0,84173.0,85838.0,84334.0,83810.0,84167.0,100000000.0
33.0,96595.0,86978.0,86060.0,85390.0,84838.0,85294.0,85414.0,85029.0,84810.0,85142.0,89044.0,111398.0,86993.0,86316.0,87776.0,87535.0,86587.0,86149.0,86019.0,85914.0,85923.0,85756.0,86290.0,88030.0,86001.0,87008.0,86462.0,85982.0,85774.0,85500.0,89544.0,112794.0,87041.0,88491.0,89444.0,87691.0,88780.0,86772.0,87071.0,86438.0,88369.0,86378.0,86217.0,86365.0,87282.0,87164.0,87161.0,85938.0,88480.0,86354.0,86483.0,100000000.0,100000000.0
35.0,92806.0,86575.0,84833.0,84774.0,84256.0,84299.0,84432.0,84082.0,84161.0,84247.0,84272.0,84227.0,83892.0,87759.0,111482.0,85268.0,85271.0,85489.0,85647.0,85123.0,85069.0,84542.0,84865.0,84958.0,84874.0,85008.0,84291.0,84942.0,84621.0,85792.0,84965.0,84493.0,84227.0,84198.0,84107.0,84682.0,84523.0,84073.0,87993.0,107059.0,84911.0,84671.0,84963.0,86750.0,84408.0,84689.0,84496.0,84616.0,84678.0,84535.0,84543.0,84464.0,100000000.0
