driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
1,120979,116639,115017,114628,114313,114548,113912,113817,114032,114214,113964,114735,113529,113350,121244,132297,112496,112690,112928,112628,112927,112836,113113,112785,131461,150906,159710,171421,159030,164091,114120,113445,113014,112998,112738,112561,112685,112266,112258,112585,111681,111368,118593,130955,109939,111266,111014,111583,112914,110874,110494,111087,110805,114520,114546,115782,116023,110912,109916,112012,111097
3,117480,115031,114478,113949,113228,113457,113450,112993,113237,113333,112972,113111,113457,113835,120635,134567,113317,113282,112702,112461,112321,112365,112662,112759,129614,161451,161141,171871,158123,165395,113965,112998,113191,112642,112711,112491,112452,112335,111891,111950,118678,132588,111232,111672,111375,111195,111154,111674,112371,110901,110353,110672,111656,114830,114520,115728,113576,110787,110870,112262,110890
4,118625,115161,114932,114427,113823,114067,113544,113299,113457,112995,112849,112992,113155,120465,134251,114345,114195,113727,114153,114050,112904,112947,112641,112554,136904,155698,154369,171501,158936,163665,114473,113470,113158,113013,112513,112707,112497,112287,112628,112362,111724,111789,112287,111082,111972,111403,111443,111587,111223,111258,111701,111699,111726,111994,112115,112817,112703,113078,113562,113884,114973
8,125320,115569,115747,114778,114762,114345,114878,114508,114806,121606,131204,114469,115341,111768,113074,113062,113156,113020,113205,113000,113010,113068,113265,113511,141563,161021,139579,170458,158858,161386,114575,113954,113317,112708,112463,112658,112526,112836,112764,112411,112452,112355,112301,111970,112232,111699,112150,112206,112360,112629,112992,113426,113921,113249,111140,112671,112366,111981,112448,112798,114157
13,121644,115260,114923,114436,114497,114253,114010,113861,113841,114046,114492,121403,133041,115337,115076,113345,112922,113072,113026,112984,112830,113220,113556,113024,140805,158516,142967,170278,159465,162148,114679,113722,113225,112333,112485,112816,112558,112465,112622,112464,112186,119000,131481,110606,110509,110661,111363,111657,111847,113098,111139,111390,110972,111642,113201,114481,116596,116055,111616,111877,113985
16,127917,117995,116268,115601,115988,115816,115727,116135,115705,116063,116696,123006,134652,112470,113228,113515,113020,113071,112926,112865,113546,113886,113932,114557,147320,160340,117204,169734,158084,159593,114662,113325,113310,113426,112728,112096,112586,112710,113058,118844,133940,111288,109656,110451,110912,111143,110727,110845,111298,113005,113486,113699,113157,112165,112328,112280,114110,114663,118464,117893,118685
17.0,119688.0,115439.0,114958.0,114312.0,114492.0,114055.0,113567.0,113665.0,113712.0,113124.0,113585.0,113590.0,120922.0,131754.0,112647.0,113862.0,114451.0,114524.0,114009.0,113629.0,113095.0,112700.0,112937.0,112535.0,131507.0,152348.0,159514.0,171877.0,158349.0,164628.0,113982.0,113291.0,113253.0,112847.0,112792.0,112306.0,112385.0,112343.0,112220.0,120472.0,128708.0,111021.0,111546.0,111782.0,111475.0,111260.0,110936.0,112031.0,111570.0,110484.0,109783.0,110912.0,113248.0,114104.0,112915.0,112111.0,112652.0,114043.0,113665.0,120647.0,100000000.0
18,122222,116418,115097,115078,114636,114590,114597,113926,113963,114056,114125,114851,121352,131618,114424,113507,113112,113155,112936,113037,113117,113057,113441,113544,139659,159303,142260,170673,159072,161911,114653,113943,113333,112495,112538,112652,112531,112756,112680,112461,112478,112409,112266,112015,112142,111740,112022,112340,112478,112755,112807,113662,114012,115806,115346,117282,117851,119488,117854,117916,119038
20,115509,112866,113005,113318,113265,113029,113069,113142,112901,113339,113016,113222,112756,113299,113663,113784,121858,132729,112188,112179,112113,111875,111881,112109,127497,173267,160944,172511,158157,165170,111773,110641,110430,110996,110687,110182,110185,110123,110259,110262,110022,110511,111109,118873,130016,108574,109811,110437,110570,110479,110089,110303,110309,110683,109701,112338,110663,109242,109416,110919,115868
154.0,120392.0,115352.0,115010.0,114440.0,114500.0,114241.0,113539.0,113700.0,113621.0,113576.0,113635.0,113513.0,113429.0,113922.0,122573.0,133264.0,112969.0,112341.0,112915.0,113765.0,113213.0,112840.0,112873.0,112638.0,138291.0,155187.0,152071.0,171049.0,159540.0,162713.0,114645.0,113448.0,120881.0,175606.0,111097.0,111398.0,123713.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
