driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
1,99980,85188,78851,78896,79798,80437,81546,83566,83924,102844,84084,81787,78978,78248,78200,79108,78189,77904,77452,77603,77410,77431,77286,77019,77166,77321,77506,77557,78150,76950,77196,76629,76631,76515,76841,79833,76922,77432,77062,76898,76754,76695,77075,77023,76765,76875,76594,76628,77029,77085,77952,82105,102936,81275,77242,76972,76660,76168,75885,76029,76058,75927,75839,76136,75706,76499,77396,77234,77208,78858,79390,79311,78148,78407,81238,79420,80022,inf
2,98340,82301,80996,80637,80161,80360,81747,83464,84076,81192,81136,79281,78727,77840,78077,77794,77943,77672,77796,77490,77538,77515,77658,77743,77995,77446,77796,79204,78634,78313,77881,77693,77503,77258,77092,77204,77042,76624,76856,76870,76439,94418,81412,77046,76896,76741,76675,76489,76268,76464,76431,77484,76982,76895,77115,77058,77251,77043,77445,77885,80251,77355,77933,78387,78363,78141,80232,82975,86781,81005,79143,78785,78544,78385,81215,79296,79120,inf
3,90344,80431,79007,78901,78903,79418,80464,80677,81239,81175,77059,77185,76619,76373,76319,76187,77306,94872,83328,78297,78530,77680,79158,78161,77817,77425,76878,76944,76922,77056,76827,76697,76435,76454,76529,76742,76388,76275,76425,76476,76080,76255,76569,76802,76827,76247,75872,75772,75837,76285,76117,76384,77679,76927,76529,75999,78205,76781,76361,76437,78567,76431,76562,76712,92733,79809,76486,76583,76336,76273,76704,76844,77213,77457,76552,76934,76355,77429
4,92730,81143,79908,78643,78383,78674,80629,80582,81212,83006,79583,79183,77773,78128,77849,79743,79596,78241,78372,77520,77445,77610,76947,76924,76787,77255,76624,93846,81889,77942,77664,77185,77340,76860,77254,77200,77232,76927,76692,76883,76740,76742,76818,76909,76521,76697,76996,76482,76456,76465,77544,76694,76354,75409,75444,75707,75702,75796,76277,76108,75632,75511,75732,75371,75531,89725,80712,76204,76218,77034,76056,75851,75725,75681,75917,76617,75542,79797
5,91164,80833,79259,78689,78666,79096,80955,80625,81237,81881,78224,78607,77607,77116,76900,76986,78134,76580,76849,76729,94719,82274,77854,78195,77455,77577,78428,77388,77013,76686,76958,76295,76636,76409,76351,76226,76362,76326,75990,76039,76234,76249,76252,76598,76745,76516,75931,75672,75876,76148,76005,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
6,93830,81267,80218,79289,78704,78559,79577,80197,81029,82966,79703,80024,78494,78325,78203,78717,79858,78380,79166,79023,78684,79910,78413,78131,77948,77557,77820,77673,77337,77160,76963,76761,76427,76807,94979,81562,77418,76849,76841,76968,76794,76655,76596,76382,76339,76241,76117,77375,76141,79821,78973,78521,79527,77722,77684,77152,77023,76955,76669,76617,76717,76805,76817,77254,77077,76829,77231,76826,76870,77108,91972,82505,75792,76919,76911,80768,inf,inf
7,95978,82086,80981,80152,79534,79063,79077,79357,79399,81640,80143,80182,78843,78621,78751,78709,79360,78656,78764,78242,78566,78928,78893,78674,77950,77932,77876,78033,77900,77716,77357,77821,77338,77281,77110,77140,76992,76795,76456,76590,77366,76612,76589,76581,76560,76532,76178,76457,76609,92664,81194,77975,77183,76939,77128,78105,76839,76944,76879,77285,76738,76619,77357,78369,76911,76768,77047,76953,76773,77101,76721,76875,76797,77062,77166,76947,77016,78699
8,87866,79913,78635,78405,77827,77278,77447,77275,77460,77736,78737,79682,80456,79392,95791,82529,79305,78345,78154,77428,77615,77301,77177,76903,76765,76954,76510,76414,76420,76363,75951,76222,76070,75883,75846,76131,75988,75806,75960,75942,75966,76644,75963,75686,76552,75914,75382,75816,75932,75722,75535,76035,94842,79412,75630,75466,76583,77397,77034,76998,77546,77111,77136,76942,76597,76546,76460,76393,76858,77165,76347,76318,76722,76612,76753,76573,77550,79704
9,99754,116114,85863,80003,79141,78802,78454,78752,78635,79050,79696,79325,78562,78198,78292,79233,78047,78035,77731,77862,77811,78343,78035,77684,77558,78475,77932,77642,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
10,101910,87055,81546,79830,79306,79017,79027,82070,83829,84387,84962,81478,79142,78490,78478,79715,78404,78162,78254,78068,77715,77892,77879,77680,77986,78063,77385,77489,77889,77423,77205,77168,77087,77056,78495,77756,77461,77154,77046,76985,78578,78168,76584,76687,76987,76833,76825,76916,76680,76405,76517,78184,77060,77481,77326,76875,92587,82267,76783,76217,76385,76405,76364,76633,76872,76937,76558,81950,80130,76556,76597,76066,76747,76605,78096,79545,81648,inf
12,94786,81749,80348,79473,79372,78868,78514,79432,80796,83214,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,89744,79962,79228,78670,78970,79713,82003,80339,81108,81372,77506,77891,76383,76729,76509,76379,77003,78503,77256,94124,81203,77509,77274,76646,76632,76789,76804,76648,76931,76173,75908,75924,75759,75757,75848,75812,76084,75609,76109,76030,76091,76181,76503,76024,75806,75706,75528,75796,75696,75154,75758,76853,77134,77108,76216,92307,80242,76294,76235,76994,77521,76990,77111,76617,76653,76193,76223,76496,76831,77762,76511,76489,76601,76731,76689,77152,77654,78701
15,101170,86817,80597,79970,79109,79040,79956,82391,84033,84350,84841,80902,78909,78482,78471,79011,78228,78152,77861,77927,77689,77773,77665,77596,77585,77726,77851,77553,77554,77625,77537,77503,77204,76924,77151,78115,77743,77284,77242,77241,77306,77096,76801,76757,79901,77456,76879,76813,91943,81863,77278,77192,76553,76407,76420,76143,76011,76145,76030,76319,76463,76557,76439,77284,92093,82173,77610,77041,77533,80571,79931,79302,80705,79583,78015,78845,80633,inf
