driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71
14,125182,110272,106131,106197,103463,102139,101463,100862,99219,99195,99184,98034,97766,98567,98195,98793,98780,98630,100003,114083,98613,114293,128515,96245,99030,97217,98186,99465,97240,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,117709,108312,106162,104512,101709,100458,100532,99684,99025,98639,99070,98751,97731,97532,97044,96892,98703,98389,98059,98191,97325,97089,96791,95795,97568,98340,98887,99340,99098,97821,96581,96398,97020,112456,120719,97302,98019,97993,98297,98037,98375,98372,113064,112469,85769,85058,83890,83271,83384,83370,82493,82359,82426,82413,82757,82668,82849,83400,83423,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,119286,109830,106104,103465,102099,100032,100047,99566,99002,98195,98785,99149,97457,97877,97372,97048,98359,98298,97664,98560,97180,96607,96832,111907,123227,100733,100683,100840,99436,98600,98592,98741,97883,97019,96910,96934,97536,97011,97366,112384,119397,90871,89543,86366,85174,84767,84630,84197,85531,83596,83069,85203,83072,83301,82889,83165,83103,83464,83682,83703,83204,84129,83699,83446,83759,84353,83203,83557,83505,84375,inf
35,114680,108841,106682,103976,101732,101009,100350,100195,98733,98903,98578,98317,97561,96850,97409,97816,97864,97967,97731,97676,98432,97024,96443,96383,96891,98130,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,134514,115455,110033,103339,100978,101028,99760,99713,99746,98876,99065,97340,97252,97172,98333,98372,99196,99849,99706,100714,97286,97686,97818,97163,98596,114662,121745,98291,97617,98526,98812,98925,98061,97728,96873,96574,96649,97624,99614,97925,96751,110639,112926,88069,85954,85597,85994,84903,83203,83014,82843,83789,83268,83385,82904,83137,83224,83648,83250,83099,82743,83343,83295,83740,83243,85520,84566,83298,82764,83306,inf
49,123377,109149,106430,103672,102922,100479,99090,98353,98030,97995,97944,98813,98219,96596,97962,96903,97739,98610,97793,98931,98528,96530,96219,96618,96166,114044,119396,98945,99964,98427,98254,97671,97684,97672,97958,114137,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
50,124328,107760,105525,109550,103000,101977,100767,98356,98471,96806,97138,98560,101204,95435,96874,97191,97493,97023,124307,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,116828,108642,106149,103798,102448,100841,100436,99430,99089,98921,99206,98405,97629,96572,97477,97595,98003,98144,97883,98035,98081,96730,97044,95976,96210,97805,98853,99203,97480,96391,96637,107430,96776,97049,96427,96215,95535,95148,95132,94717,95240,112656,116296,88080,85697,84942,85332,83701,83508,83239,83359,82306,83086,82988,82056,81884,81966,81866,82329,81903,82470,83201,82045,82273,84271,82553,82182,82153,82245,82300,82461
56,129844,111025,107082,105683,103940,103224,101377,100633,99152,99920,98755,97816,97696,97512,98308,98063,99583,99597,98670,99395,98752,97701,97180,96786,98438,99050,98711,99426,98880,97645,96821,97053,97304,96796,111540,120770,99147,99512,100289,99202,100345,99988,112585,107178,86895,85755,86800,86092,85028,86272,85239,84763,85754,85481,85905,84551,84196,83984,83265,84283,84436,84074,84147,83918,84253,83467,83668,83364,83062,84412,inf
57,131903,109796,106505,103661,101368,101223,101867,99438,99525,99297,98909,98425,98117,98657,98559,99054,98752,98929,99955,100258,98559,97293,96763,96869,97724,98454,99155,99198,99090,113104,121120,96970,96919,96727,97096,97289,100146,97370,96436,96707,97394,96527,109532,109529,86867,86340,85860,85115,83888,83374,82777,82991,84953,82706,83210,82405,82401,82568,82652,82512,82490,82344,82551,82704,83010,82582,82303,82458,82283,82531,inf
63,128409,110900,105816,103710,103128,101928,102371,100940,100311,98986,98971,98038,97401,98325,98497,99306,99026,98567,100198,99906,98602,97448,96664,96702,97754,98612,99206,99375,98661,98920,97084,96357,97080,97325,96817,112038,121877,95937,96199,96286,96740,97358,110504,112658,87132,85308,86179,85029,84152,85224,83375,83468,82950,82663,82862,82686,82588,85668,83087,82904,82483,82544,82907,82581,82834,84191,82983,83258,83449,82872,inf
64,135001,115510,110477,104565,104028,101936,100769,100227,98864,99673,99693,98318,97528,97882,97742,99449,99677,99722,98916,98986,98991,98220,98400,97815,100650,102076,100502,101494,99375,99310,98815,98431,97679,97328,97725,96826,96412,111961,123369,97413,98275,98353,112447,112190,90596,88297,86354,86800,95025,86774,84566,84627,83576,84000,83710,84211,83874,84372,84162,84282,84976,84796,84518,84944,84249,83957,83975,83631,84514,inf,inf
65,143098,111749,107547,106043,102217,101299,100867,104345,100269,101322,100429,99805,98678,98698,98889,100808,100797,100354,100210,101164,99456,99566,98127,99452,101025,100938,117355,121354,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
69,133761,115540,110446,109254,107627,106767,104550,102921,105265,119630,127293,102944,107391,104497,104797,103292,102298,102467,102882,101477,101436,103789,105909,105770,104235,104435,103352,103571,102395,101688,101618,101156,103770,101387,101451,99868,100571,102240,114578,124768,91075,89072,89686,88488,90267,89292,88077,88175,88034,86996,88098,89419,88593,86499,85627,87279,90436,86150,87082,88506,88161,89336,90676,88043,86246,89328,91230,inf,inf,inf,inf
71,111909,105640,103269,101783,101202,100578,99338,99352,98679,97765,99347,97993,98013,96716,96593,96742,98470,97729,97957,98764,97775,95720,96597,95588,97144,98133,99493,99585,99559,97817,97609,98570,96950,98384,97575,96787,96988,96391,96933,112708,117001,89479,88641,87978,86506,84731,83992,83992,83170,82976,82869,82826,82818,82060,82699,81932,82857,82892,83659,82908,83818,82719,82275,81623,81547,83822,82553,82319,83458,83590,85121
73,132117,112065,107875,105042,103648,102362,100309,100149,99618,99583,100621,98554,98245,98543,99178,98125,98811,98968,98811,100855,99094,97953,98661,96981,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
77,125409,113502,108062,104817,103721,101954,100888,100580,99574,99299,98929,99693,97764,97691,98380,98378,99845,101340,99446,100076,97628,97779,98099,96998,98316,137973,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
79,136148,116218,125633,105799,103118,103377,100619,100506,101233,98801,98572,108570,98432,97662,97035,97612,98557,98816,98579,98381,97579,97324,98354,98198,98058,98761,100653,100103,98186,97522,98971,113798,123116,96725,98315,98149,101337,97872,97359,97075,98283,118082,102577,95741,113404,111898,85428,85453,84676,84205,84685,84804,84222,84053,83728,83449,83168,82872,83157,84093,82780,82782,82722,84463,84818,83770,83741,83070,83682,inf,inf
83,125712,128665,143178,102413,101477,100533,99930,100452,99680,99716,99540,99559,98549,98937,99025,98940,99031,98041,98514,99209,99921,99147,97469,98886,99620,99111,98700,99025,97762,97701,97667,97621,114828,121755,97770,99020,98601,98500,97454,97196,98375,97621,96921,97010,97755,111698,117448,85481,85517,86370,85458,86361,85519,85785,85047,84935,85034,84731,84988,84848,84868,85080,85141,86046,84111,83985,83559,84330,inf,inf,inf
84,121458,110323,106987,107448,103633,101519,101817,100962,99427,99410,98987,97965,97433,99619,97131,104354,99177,98771,99469,100597,97963,97954,96829,96655,97299,98670,99212,99462,99045,113880,122599,97685,97273,97026,97213,96965,98129,98647,97287,96430,97836,97444,96781,110949,120540,87275,85488,84794,84243,84150,83711,83170,83984,83634,84840,82766,82686,82603,82677,83014,82925,82867,82140,82043,inf,inf,inf,inf,inf,inf,inf
85,138220,116069,111451,111350,106845,106291,106831,105797,103869,104254,103856,103807,102099,102260,106693,104554,103774,104956,110874,104066,103018,100661,102119,131504,108783,104821,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
