driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
1,125779,151408,159354,159114,160412,106640,105880,105891,105606,105636,105541,106138,106719,106202,106413,105936,105746,106192,105701,105168,104952,104997,106757,124784,105765,104543,103794,104279,104176,105074,104630,104029,103625,104590,103317,103717,103421,103462,103101,103111,102985,103414,103591,102801,102823,102268,101274,101296,101500,102066,102278,101952,102465,102175,102511
2,134471,152243,157913,158895,158490,109813,108181,107548,107666,107081,106515,107050,106439,106469,108122,126057,104982,104636,105352,104846,104797,104744,105313,105225,105815,105402,105798,105097,104813,104867,104798,104451,104791,104693,104948,104332,104575,103983,104208,104126,104005,103561,103592,104772,103635,103163,103354,102813,102687,102865,102944,102673,102900,102999,102880
3,131805,161097,158220,158725,156886,108151,107180,107858,107483,107007,106924,107304,106333,106646,106625,106479,106549,106383,105923,105751,106144,106039,105774,105755,105198,105287,105325,105258,105295,105204,105224,104913,105007,104992,104519,105278,104293,104125,103597,103471,103620,102786,102717,102726,102730,102707,102911,102299,102497,101846,101911,101711,101914,102264,102918
4,128647,150326,159630,158986,159832,108302,106982,106593,106192,106121,105842,106105,105955,106341,108009,125671,105640,105520,105875,105786,105974,105672,106387,105368,105454,105262,105430,104992,105187,104960,105201,105100,105019,105123,104605,104711,104227,104510,103968,103517,103679,103547,103204,103014,103246,102942,103327,102956,103058,102467,102863,102227,102286,103689,105107
5,138683,151073,157530,159470,158265,111579,109911,110876,110260,109171,108771,108663,108795,108666,108589,108834,108488,108417,108233,107982,107963,108173,108109,108043,107487,107755,107488,107349,107497,107504,107126,107109,107146,106766,106955,106850,108147,108408,106345,106351,108320,129212,109545,108756,110040,108252,107079,106385,105946,105518,105548,105378,106029,111347,inf
9,133403,151967,157851,158957,159148,108489,108345,107147,106758,106840,106630,106521,106799,106877,106734,106736,106510,106422,105925,105782,105536,105545,105220,105258,105849,104658,104495,104377,104379,105099,104355,103768,103863,104147,104016,103463,103502,103458,103099,102994,103138,103664,103009,102902,102829,104005,122684,102260,101986,102012,101753,101848,102481,102500,107870
10,143415,148810,158170,158897,157555,112943,110739,109983,109790,109834,109190,108926,109072,109180,109137,108756,108529,108660,108564,108370,108356,108423,108026,108142,107862,108272,109060,109893,107405,107214,107230,107900,108837,107394,108508,107416,109841,107076,106837,109015,132136,108016,107761,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,130611,150743,158524,159181,159470,108540,107292,106906,106421,106793,106878,106482,107659,126772,105931,106277,105930,106189,106060,105752,105698,105754,105831,105703,105444,105727,105398,104861,104946,104982,105375,104736,104827,104667,104896,104371,104554,104076,104304,104067,104004,103699,103510,104893,103438,103127,103214,102929,102781,102868,103067,102725,102938,102932,102952
15,141773,149493,157785,158667,157905,112130,111583,110688,109747,109399,109050,108996,108838,108772,108672,108783,109007,108469,108539,108644,108461,108542,108045,108094,108328,108250,108174,117617,155501,110973,108788,107654,107120,106747,106853,106616,106353,106446,106245,106406,106551,105979,106204,106156,106546,107537,109429,108187,111197,109256,166921,inf,inf,inf,inf
16,132914,151439,158037,159266,159061,110006,108247,107627,107272,107237,106693,106758,106621,106664,106495,106664,106534,106415,106194,106130,106042,105812,105797,105607,105446,105596,105439,105117,105156,105159,104960,104779,105357,104577,104657,104822,104653,104165,103608,103471,103980,103176,103116,102994,102994,102956,104477,124835,103104,102923,102952,102695,102723,102791,102952
