driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
1,124841,117452,116933,115442,115347,115268,114993,115446,116511,118763,126045,139334,124824,139272,125744,130988,114525,113867,114328,115284,115676,114928,116555,115565,114994,113744,114575,114442,138057,160249,125624,122074,127058,116596,119272,116214,114291,113325,113189,111623,111702,111690,112795,113007,113368,113503,114416,124756,133334,112778,112257,112805,112066,110832,112765,112411,111633,112262,113816,113585,115484
3,123534,117292,116182,117387,117764,116537,116547,117251,124906,136475,116522,116926,117457,115591,115588,115629,115823,116342,116826,116814,116699,123772,134084,114649,114518,115082,115509,118170,134848,161708,123226,120170,146170,118644,119174,115889,114934,115356,115173,114904,114710,114383,114643,114714,115307,115630,114953,115294,115366,115536,116053,117980,116416,116588,117504,116915,117728,118042,119091,120658,inf
4,120421,116064,115918,115926,115625,115529,115734,116429,117470,128661,137906,115528,114842,115340,115445,114759,115626,117653,115056,114858,115444,115416,114740,115088,122131,134364,112780,113411,119968,142667,125546,155609,160404,118733,114091,113124,113604,113105,112767,112327,112619,112508,112867,112920,112704,113392,113641,114474,122634,134209,111969,112576,112694,113556,111549,112007,111964,110891,112990,114974,114959
5,134072,121384,119869,119173,119450,119309,119521,119013,119260,119758,127813,141726,117979,117688,117883,123190,118564,117436,117692,118194,117782,120481,118657,119034,120282,128166,139239,122039,142658,123216,160809,160899,121164,123240,122375,118510,118645,117272,118112,116919,116828,117374,117525,118172,116917,117444,128500,143111,121994,119956,115974,115705,115607,116980,114807,114063,118728,116593,116226,inf,inf
10,135465,122555,121777,121186,120624,120412,120972,121085,121108,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,122531,116544,115847,115720,115252,115902,115711,116688,117246,119097,125923,169506,140008,114244,114812,116594,114268,114154,115535,115712,117016,116586,117046,124922,135857,112550,113674,114682,139540,144928,120827,121348,119352,120089,117510,116313,116012,115437,115613,115334,122553,136302,113602,113469,114010,112656,112886,112785,113337,113912,113639,114499,115957,118524,116958,114199,113137,113055,117021,119915,inf
15,132056,120737,119829,119486,119224,119219,119151,119222,118904,119888,120464,123079,120966,121420,121776,132038,141211,119563,168089,145070,117677,129735,120424,122121,117126,117315,125544,141736,155568,168299,161685,121190,120071,117866,126199,119640,123356,117967,117859,118449,121222,118332,118208,126130,144087,120829,121216,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16,126155,117932,117094,117274,117373,116931,116606,117148,117375,118976,124623,140234,117494,119286,116236,116584,116245,116567,116300,116450,116246,116780,117215,116555,116540,118117,116699,117209,134590,163983,123333,120703,145885,118314,119203,116295,117438,115496,115210,115300,114843,114610,114960,115071,114564,114942,115321,115160,115284,114996,116104,116175,116165,116573,117238,117148,117400,117969,119084,120364,inf
17,121853,116411,115362,115649,115688,115501,116018,116263,116953,118427,118251,125738,137429,116164,116964,114117,114319,115538,116496,113770,114331,115056,114807,115092,114966,114155,114045,114323,124803,163857,126192,154530,159743,117717,113092,112320,111861,111543,111680,111864,111426,111542,111767,112464,111702,112179,120274,134120,111944,110820,114519,113345,111238,110088,111002,111239,112703,111309,111420,113354,114693
18,119507,116428,115779,115410,115430,115484,115104,114991,115285,115282,115604,115680,116511,124378,135594,114354,114155,114356,114322,114322,114063,114107,114917,114114,114702,115713,113876,113600,114059,146125,159646,166740,159950,116023,112181,112873,112246,112201,112017,111984,111712,111698,111665,111908,112123,111987,112647,120256,132904,110400,111441,111061,109293,108454,108704,108712,109001,109153,111929,111220,113113
