driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
20,116910,115464,114935,114261,113910,114295,114243,114205,114268,114519,115081,115909,116921,125178,135991,113269,113723,113558,113759,114110,113113,113671,113560,113101,113386,113842,113682,115883,113950,141845,176486,167733,160738,111139,111102,110992,112335,112089,111469,111907,111238,111652,111762,111488,111760,112270,112250,111563,121643,134673,108688,110695,110241,110514,109780,109410,110412,111924,109976,110391,117895
22,129368,119303,117964,118521,118256,117829,117807,117744,118882,119174,120365,127015,139784,117798,120126,120928,119568,116471,116568,116490,117662,116720,116462,116735,118017,117071,116743,116966,132868,153468,139793,119396,118693,121048,117883,117817,117015,115792,115469,115235,115437,115561,115427,115559,115443,115261,115386,115456,115945,115823,116103,116440,116541,118609,119496,118108,118037,123214,121609,121538,inf
24,136182,122843,121636,121230,121476,121534,121622,121649,121734,122306,122873,125145,132752,149578,121380,120206,124223,120376,121465,121558,120140,123243,124105,121582,120853,130214,143431,145998,148460,167730,161516,123267,121359,124945,123911,119320,119200,119148,119590,119826,118283,118387,118793,120172,127025,196634,160048,119870,119818,121467,121152,121620,120648,118597,119452,119444,119848,inf,inf,inf,inf
153,133094,120696,119620,119616,119254,119302,119263,119237,118936,119908,120452,122948,121129,121165,121568,121769,129761,141142,119448,116351,116014,116152,116195,123611,132900,116387,116397,123271,144428,124008,166786,160517,121622,118512,128484,137306,113676,114600,115485,114832,115881,115630,117466,115587,116832,116018,116054,117865,116257,118857,116586,117040,119156,120123,121884,120568,inf,inf,inf,inf,inf
155,131255,120154,118772,119114,118818,118368,119624,118735,118574,120339,121020,119083,120072,121336,119520,127081,136848,115555,114876,115548,117188,117098,117196,117539,117069,117109,119256,118394,146179,169063,167681,160711,115961,115218,114626,116103,116338,113346,113284,121482,134377,121778,115269,115005,115977,117480,114402,115545,118891,116172,116046,116374,125728,137761,112826,111329,113101,115926,120793,inf,inf
30,124277,117686,116748,117688,117480,116754,116735,117047,118316,126645,138962,116390,119687,117667,115197,114518,114780,114832,115281,115409,115744,115889,117083,124926,133383,113096,114080,114496,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
808,133624,121102,119669,119105,119360,119471,119080,119384,119009,119836,121049,122657,120905,121204,123379,132637,138665,121174,118738,117403,117543,120227,117300,117560,117461,117252,117763,123274,149711,148092,151715,158620,119815,124784,120688,121091,116607,118042,117086,116943,117225,116973,118158,117668,117576,119658,128533,139839,121889,120119,122086,119999,117279,117472,116048,114204,117554,117195,117650,inf,inf
811,130107,119932,118827,119251,118267,118623,118947,118854,118963,127994,171531,147079,117912,127047,120441,119283,117495,118554,121555,121513,120223,117891,116948,116604,125467,121075,118633,139919,160255,122290,118735,137401,124503,118832,118638,120201,116766,117622,115023,115501,115539,116568,117431,117748,119138,117758,117812,126211,137982,113962,117653,114862,115920,113907,113774,116995,119541,115688,115419,inf,inf
813,128776,119003,117840,118278,117851,117795,118153,118034,118803,119687,127524,138114,117083,118889,123369,121056,117840,116829,115983,116365,116650,117068,116932,116815,124147,134460,114464,115232,137988,141827,120411,119809,126264,121524,117969,116734,116112,115586,115187,115606,115322,115210,115592,115850,122823,135875,115459,115673,114416,113198,114519,114068,114386,114443,114844,114547,115875,117886,115421,115868,inf
814,127636,118606,118075,117431,117449,116738,116670,116750,116704,117587,117689,116858,117378,117542,118173,117276,117543,118245,125824,138324,115507,115819,115529,116158,115725,115914,115146,115521,133104,161478,129087,120331,147827,118552,118814,115766,114624,114707,115835,114644,114239,114603,114839,114455,114311,114828,115024,115071,115463,115150,115493,115434,116464,115668,115839,116292,117337,117319,118679,119276,123454
815,128277,118627,118125,117637,117492,117009,116970,116975,117226,118070,117761,117967,119070,119834,129367,137312,115252,115178,115116,116556,116622,115900,115489,116223,115402,116172,117354,116795,139982,165898,124463,116807,140499,119033,118835,117705,115794,115451,115353,115458,114928,114615,115332,114834,115301,114944,115429,114855,115430,116147,115920,115208,115512,116237,117018,117094,117428,117921,119072,122372,inf
816,135061,122228,121126,120583,120002,120424,120524,120707,120595,121187,122322,122060,121609,122421,122210,131719,141481,122116,119609,119189,121155,118730,119479,118853,119940,118934,119850,137112,166335,127544,120523,149814,125031,122907,121661,120011,120166,119856,119830,119141,119153,119406,119378,120821,119081,120096,120308,121682,121530,120647,122350,119911,122336,120112,121247,119483,122195,121771,122653,inf,inf
817,190381,157913,125518,128678,121386,124414,126095,120277,120110,120841,121450,122829,125577,123587,131985,148058,121066,121504,122707,119819,119843,119858,119971,122044,120989,127451,143295,164310,127530,121647,127691,125033,123606,121090,120810,119916,121524,119789,119389,119064,119105,121048,119504,122077,119824,119832,122120,120476,123519,123381,125442,126556,121003,123508,128873,125346,125561,inf,inf,inf,inf
67,130738,119915,118804,119371,118305,118804,119380,118529,119045,120257,128983,140361,116533,117385,117223,118298,119015,117232,116922,118286,117191,117915,117436,117145,117139,117101,119485,118268,140270,142557,129715,138894,116205,115489,116610,116481,117662,116122,115512,114814,114854,114677,115426,114879,116128,115406,115715,116069,123459,135827,112197,113179,112410,113199,113303,113405,115723,117584,115446,115658,inf
