driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51
1,112789,107787,107822,108004,107720,108293,108526,108646,108614,108772,109820,110377,114551,124283,106588,106246,106170,105867,105683,105570,105622,106756,107316,106018,105728,105432,105659,105608,105425,105811,105794,107941,107563,105960,105775,105522,105624,105395,105748,143731,126198,105290,105032,104584,104623,104886,105014,104166,104636,104692,104789
8.0,125201.0,110729.0,110164.0,111214.0,113322.0,121670.0,126525.0,109482.0,109257.0,109199.0,108966.0,108843.0,108623.0,109448.0,108908.0,109115.0,109478.0,108495.0,109881.0,110889.0,108605.0,108596.0,108491.0,109028.0,108350.0,108392.0,107973.0,108486.0,107552.0,107604.0,108705.0,107440.0,107636.0,107570.0,107444.0,107204.0,107850.0,107247.0,138870.0,131939.0,107573.0,106958.0,107080.0,107433.0,110146.0,108358.0,106543.0,106479.0,106668.0,106571.0,100000000.0
9.0,127477.0,113879.0,111956.0,111272.0,111513.0,112167.0,113738.0,111523.0,111971.0,112135.0,111748.0,112104.0,112017.0,116777.0,122888.0,112104.0,111096.0,110699.0,110564.0,110607.0,110508.0,110675.0,114983.0,130590.0,113092.0,110602.0,109784.0,109671.0,109385.0,109346.0,109194.0,110607.0,113769.0,109718.0,109318.0,108650.0,109237.0,135745.0,135818.0,111736.0,112170.0,115231.0,127606.0,108090.0,107709.0,108443.0,108989.0,110110.0,110163.0,100000000.0,100000000.0
20,113543,109704,109032,108356,109221,109157,108276,108940,109009,109490,114804,123724,106931,106852,107092,107008,106592,106533,105937,106071,105795,105923,106180,105807,106303,105989,105640,105735,105670,105637,105752,106758,107479,106086,105694,105499,105432,105780,106529,144834,124656,104944,105598,104834,105559,104629,105248,105090,105238,105926,108165
154.0,124198.0,111143.0,110479.0,110433.0,113846.0,115706.0,111163.0,111239.0,110709.0,109965.0,111120.0,110468.0,109982.0,109771.0,110741.0,110609.0,110253.0,110480.0,109499.0,109375.0,109180.0,109269.0,108797.0,118921.0,111483.0,110388.0,109638.0,109585.0,109016.0,109109.0,109875.0,108592.0,108517.0,113601.0,127091.0,113325.0,108858.0,142127.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
807.0,121808.0,111512.0,110755.0,110614.0,114333.0,113225.0,112906.0,118025.0,127180.0,109595.0,111159.0,109989.0,109033.0,109270.0,108565.0,109982.0,108075.0,108261.0,108498.0,108834.0,108773.0,108717.0,108629.0,109383.0,109807.0,110116.0,111350.0,108963.0,108688.0,108518.0,109699.0,108447.0,108762.0,112947.0,124969.0,107935.0,107462.0,119792.0,145483.0,119707.0,110841.0,107757.0,107407.0,107501.0,107737.0,108463.0,108269.0,108869.0,109310.0,110205.0,100000000.0
815,114440,110157,109689,109423,109778,112568,111580,111836,111017,116409,126004,111667,107726,107849,108072,108420,107841,107571,107484,107455,107356,107704,107780,107795,107498,108516,107421,107798,107703,107504,107722,107684,107289,107649,106927,107086,106851,106489,130792,140418,106847,106040,105755,105731,106060,105661,105578,105679,105524,106623,106892
817.0,118555.0,110773.0,111333.0,111810.0,111082.0,111289.0,111212.0,112091.0,113520.0,120178.0,127766.0,109765.0,108724.0,108673.0,108284.0,108180.0,107539.0,108169.0,108041.0,107992.0,107959.0,108376.0,108096.0,108480.0,107535.0,107437.0,107265.0,107277.0,106767.0,107791.0,167246.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
822,110893,107592,107604,107698,107550,107891,108092,108604,108971,109249,109469,114857,124618,108090,107421,106438,106087,106694,106415,105747,105827,105939,105891,106144,106289,106481,105949,105763,106092,106132,105699,107855,106539,105887,106246,105805,105265,105619,105262,143413,125118,105993,105846,104488,104872,105413,104876,104883,104595,104024,104757
825.0,121239.0,111357.0,110873.0,110816.0,114712.0,112678.0,118041.0,126203.0,109566.0,108957.0,108667.0,108317.0,108624.0,108694.0,108517.0,108838.0,108731.0,109498.0,109894.0,109572.0,109250.0,110231.0,109025.0,109243.0,110407.0,108875.0,110204.0,108468.0,108516.0,108159.0,109374.0,110333.0,111278.0,108838.0,107872.0,107441.0,107609.0,112893.0,149173.0,133980.0,106819.0,106682.0,106751.0,106863.0,107671.0,107736.0,108131.0,108292.0,108166.0,109087.0,100000000.0
