driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
2,106706,88498,88534,88185,87595,87000,87226,86635,86172,86033,87795,86701,85910,85582,85543,86115,88689,84954,85069,84252,85212,85249,85526,84423,85298,84688,84447,84809,85057,85517,87684,85175,85959,84636,84436,84600,84735,85309,84629,85463,84798,85364,84912,85427,110467,93319,86517,85512,86190,85451,85885,87006,85330,85490,85679,84620,84999,85400,85321,84954,87209,86613,84659,83813,83283,83344,83261,83409,83779,84607,84192,83455,83479,84772,85329,85690,90138,inf
14,92165,86572,85854,85597,85706,85373,85432,85180,85331,85124,84432,84340,84169,84685,84749,85073,84958,84934,84310,84611,83914,84026,84774,85574,84501,83876,83590,83791,83830,83899,84378,85492,84939,83670,83761,83281,86301,82361,82303,82869,82271,82104,82309,81977,81799,84670,82165,82259,81978,82713,83073,82830,81966,81787,82126,103947,88252,83675,82941,82226,83135,82582,84226,82673,82738,82724,81839,82147,82267,82930,82731,83980,83405,83340,84141,84672,84949,86941
15,91651,86422,85933,85629,85828,85392,85372,85034,85479,85125,84253,84277,84215,84805,84831,85087,84945,84885,84072,84567,83944,84214,84794,85639,84077,83804,83879,83814,83882,83811,84555,85521,84447,83946,83466,84085,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,104689,88501,88014,88363,87003,87367,86736,86412,86668,86451,88119,86220,86095,85740,85807,86535,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,96411,87645,87244,87458,85385,86387,85700,85655,84883,85469,84889,85187,85113,83890,84495,84169,85398,83784,84147,84484,84309,84211,84392,85028,84403,84550,83746,83754,84320,86359,83417,83876,83374,83827,84639,84725,83577,83906,83975,83172,83239,84097,83551,84102,83147,83393,83872,84093,84278,84755,105527,86642,83853,82245,81996,83563,82479,81905,82768,82739,82733,83267,83375,82600,82551,82441,82586,82242,82624,82320,82892,82637,82427,83093,83327,83408,83875,84740
22,95695,87933,86891,86427,86336,86709,85375,85404,85246,85326,85052,84961,84353,84597,84416,84440,84299,84458,84431,84611,84205,84184,84407,85379,84093,83551,84208,84220,84331,85434,83682,84413,83678,83670,84858,83801,83708,84231,83236,83114,82711,83008,83915,82872,82411,82845,82687,83647,82958,83668,83087,83409,104153,86962,83878,83614,82856,83181,82660,82655,82375,84570,84214,82151,82621,82791,82051,82380,83951,82535,84796,82909,81910,82250,82937,83713,84023,85385
23,94465,87242,86814,86631,86007,85810,85321,84924,85202,85546,84628,84645,84510,84309,84317,84263,84205,84412,84539,84787,84298,83948,84803,85242,84065,84313,84627,84356,84772,84005,84295,83973,83835,83979,83769,83897,84171,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
25,103591,88615,88364,88079,87448,87177,86762,86457,86730,86572,86316,85580,86019,85718,85959,86300,85629,85484,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,89297,86000,85192,84799,84336,84632,84299,84261,84220,83968,83734,83863,83627,83626,83196,83488,83287,83506,83346,84237,83474,83006,84152,84372,83061,83025,83025,83471,83164,83939,82948,83934,84567,82832,82821,82762,83454,83234,84119,83335,82730,82287,82262,82802,81912,82984,82532,82655,104347,86243,84347,83015,82858,82776,84832,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,101225,88832,88259,87525,87387,87069,86933,86773,86480,86412,86423,86119,85870,86238,86238,86199,85303,85508,85812,85581,85836,85682,85940,86489,85357,85191,84533,85633,84972,85110,85920,87283,84395,84901,84718,84752,84741,85363,85305,85337,84630,84421,83647,83809,84458,84080,84408,83885,84485,84706,86979,84632,84681,106845,89958,84979,85416,87560,83921,84337,86326,85669,84234,83723,83542,83736,83915,84414,83964,85975,84231,83490,83393,84687,84032,83829,83433,inf
