driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65
2,114351,141768,144582,137582,140023,86044,84972,84492,85005,84985,85163,85077,85302,85190,84733,84420,84470,85430,85512,85071,84572,84894,84260,84598,84837,84530,84776,84736,87612,85167,85024,91163,106013,82568,82963,83555,84413,83675,83544,83219,83835,83358,83174,87054,105590,83545,84167,84488,84560,84407,84712,84891,90492,96558,83510,85067,83993,85133,84071,83983,86020,83773,84150,inf,inf
35,110542,141436,145525,140320,136902,83913,82636,82231,82175,82259,82399,124116,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,101158,146346,145806,140458,137815,81301,80748,80688,80982,81335,81443,81445,81529,81535,81641,81840,85506,101599,81206,81150,80995,81125,81415,81901,81944,82092,81937,83538,81814,81388,81014,81520,81220,81031,81095,81097,85079,101949,82299,82382,81143,80476,80757,80896,80882,80922,80932,80594,80762,84634,102838,81315,81406,81782,81191,81632,81663,81941,81396,81391,81437,81642,82510,83142,82999
43,112865,141049,144748,140211,136202,84098,82681,82271,82260,82218,82347,81704,81257,81542,81294,81414,85886,102896,83583,83511,83658,80935,81307,81274,81326,81518,81784,82244,86729,102518,81295,81596,83284,81806,81984,82376,82277,82216,83793,82051,82124,81621,81699,81694,82097,82154,81651,86152,107200,84534,83948,84715,84813,82952,84393,84336,85069,84935,84998,84250,85340,84937,85526,85004,inf
44,116502,142750,144643,137619,134761,84479,83616,83088,84110,83534,84003,84086,82715,80803,81029,85482,105949,84727,84405,82324,84074,82542,84130,83076,81874,81860,81652,81776,82253,81720,81803,81618,83073,81623,82131,82304,82163,82617,83203,82099,86264,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
14,117824,147425,143835,136538,132330,84610,83946,83900,84434,82577,82962,83955,84496,84033,83976,83899,83253,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,116880,146671,144300,136417,133639,86156,84586,84307,85159,84868,84880,85314,85571,84938,84656,83758,84027,85081,84453,84455,84367,84839,84105,84141,84449,83606,83338,83508,84215,87682,105848,81791,81976,82362,82191,82417,82671,114373,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
17,118526,142016,144315,137467,134541,85146,83797,84331,82874,82676,83987,84158,84336,84087,83904,84240,82906,87345,107656,81967,81977,82744,83401,84536,84848,84381,84773,84744,83127,82676,82595,82215,82559,82290,82680,82640,82603,82750,82450,83038,82549,82658,82353,87214,105995,82342,82303,82736,82781,82855,83287,84730,82787,82920,84780,83807,82820,82870,82538,82859,83504,82667,83059,83212,inf
18,105799,143639,145488,140370,137978,83748,81300,81453,81918,81776,81995,82024,81992,86468,102333,82683,83224,94372,128725,81958,81751,82840,84724,82991,86514,83285,83297,84329,84154,83310,85179,83513,83361,83275,83743,83496,83423,84112,85171,84355,85126,83606,83402,87942,107462,83554,84114,84509,84621,84783,84841,84685,84170,83436,84928,85045,85054,86135,85248,84068,85478,85469,96165,inf,inf
52,115490,146829,144417,136718,133898,86212,84055,84103,85367,84887,85292,85230,85416,85046,83854,83943,83932,84873,84334,84374,84289,84128,84336,86035,89557,108514,86230,86128,82719,83746,82917,83165,82964,82901,83171,83215,84472,85525,83589,83778,83174,85275,88597,111713,82737,84108,84602,84514,84579,84610,84513,84398,84309,84653,85483,84744,85338,85278,85290,84297,85776,85003,84953,inf,inf
