driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
14,90887,83981,83816,83334,83224,82971,83044,83329,83690,82728,82690,82969,83493,83032,83166,83262,83187,82899,83101,83362,83014,83049,83236,85335,107295,84473,82827,83016,83222,83425,83510,83327,83535,83580,83642,83103,83636,85281,83319,83592,84911,83303,83083,83419,83842,88125,102596,82816,82612,82854,84238,82854,82560,82977,83216,82751,82872,82844,82811,83040,83837,83208,82934,82550,83261,83759,84452
21.0,99650.0,87738.0,86196.0,85460.0,85328.0,85288.0,84816.0,85090.0,85179.0,85540.0,85271.0,85124.0,85221.0,85090.0,85060.0,84925.0,84941.0,86283.0,85588.0,85021.0,84660.0,85128.0,85029.0,88791.0,110577.0,85429.0,85276.0,85875.0,86580.0,86450.0,86018.0,85941.0,85975.0,86698.0,86367.0,85897.0,86350.0,87673.0,86197.0,87434.0,86239.0,86100.0,87013.0,86642.0,85850.0,90443.0,109113.0,87177.0,86044.0,86649.0,87144.0,86440.0,85916.0,85874.0,85952.0,86099.0,86531.0,86090.0,86113.0,88756.0,86758.0,86623.0,87109.0,87556.0,89785.0,100000000.0,100000000.0
22,91587,84222,83645,83511,83100,83183,82807,83273,83359,83320,84186,83152,82778,84184,82925,83379,82904,83852,83039,82933,82710,82548,82869,85193,110852,83397,83306,83180,83088,83131,83040,83179,83351,83405,83079,83352,84215,83471,84310,83546,83633,83941,83107,83071,85722,107537,82699,82635,82544,82541,82673,83496,82541,82593,82472,82829,83012,84176,83375,83146,83257,83482,82666,82504,82940,82830,84203
30,92122,84417,83485,83441,83307,83573,82946,83042,83430,83226,83792,83719,82856,83610,83536,83007,83073,83831,83600,83426,82659,82447,84412,101957,83459,82109,81976,81987,81822,82019,83369,82364,82521,82887,82254,83644,83092,82516,82581,82661,82603,82540,82331,84846,103984,84652,82645,81979,81769,81770,81959,82257,84406,82752,82314,82635,83377,82671,82419,82734,82392,82648,82690,83541,83497,83110,82539
35,90097,83178,82841,82678,82761,82852,82677,82390,82111,82290,82397,82517,82789,82511,82571,82594,82137,82192,83157,82793,83206,82900,82706,83576,83058,85998,106736,83406,83130,84235,83049,82615,83904,82899,83333,83984,83486,82460,82683,82471,82421,82803,82321,82420,82090,84599,104228,82822,82396,82383,82465,82717,84379,82572,82324,82653,83478,82682,82293,82762,82455,82717,82662,83621,83744,82675,82423
44.0,97349.0,84865.0,84390.0,84168.0,85867.0,99618.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
49.0,94437.0,84569.0,84315.0,83500.0,83078.0,83248.0,83113.0,83245.0,83005.0,83216.0,83396.0,83205.0,83432.0,83235.0,83533.0,83497.0,83237.0,83382.0,83251.0,85935.0,103028.0,82697.0,83313.0,83126.0,86170.0,84148.0,83894.0,83514.0,83860.0,83765.0,83849.0,83727.0,84003.0,84127.0,83481.0,83962.0,83938.0,84741.0,85107.0,83825.0,84347.0,87316.0,105973.0,85602.0,85288.0,84069.0,84372.0,84396.0,84475.0,84436.0,84435.0,84273.0,84470.0,85347.0,85029.0,84927.0,98291.0,104430.0,91477.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
50.0,96417.0,85024.0,84432.0,84275.0,84003.0,83651.0,83503.0,83360.0,83434.0,83387.0,83462.0,83303.0,83828.0,84052.0,83233.0,83427.0,83835.0,83720.0,83475.0,83848.0,86115.0,105982.0,83688.0,83887.0,83907.0,84698.0,84116.0,84386.0,85488.0,84167.0,83853.0,83742.0,84828.0,83847.0,83585.0,83525.0,84035.0,84329.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
55.0,96595.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
56.0,94777.0,84616.0,84947.0,85346.0,86382.0,103911.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
