driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
1,84418,80721,81080,81212,81191,81197,80733,80777,80518,80566,80767,80465,80604,83934,94646,80531,80640,80367,80610,80978,80935,80708,81240,81024,80997,80736,80780,81358,81367,80775,80609,80840,80853,84134,94831,80392,79452,79716,80059,79939,79808,79858,80500,80448,79932,80148,83027,94340,81249,80299,79471,78746,78807,79606,80105,79373,79227,79685,79551,79874,80135,79568,79891,80308,80663,80527,82354
3,87655,81842,81791,81603,81436,80714,81026,81232,81174,81844,84753,95339,81822,80215,80364,80197,80387,80604,80831,81072,80769,81386,81022,81112,81295,81400,84785,92977,80206,80358,80385,80941,80266,80190,79911,80179,80706,80173,80194,80140,80362,81099,81076,84701,102888,79407,79200,79420,79372,79320,79122,79456,79455,80111,79474,79272,79272,79368,79818,80088,80091,79800,79658,79909,81097,81066,81847
4.0,91418.0,83824.0,82569.0,82553.0,82532.0,82344.0,82426.0,82132.0,82390.0,82367.0,82725.0,82867.0,83649.0,87462.0,96238.0,81476.0,81857.0,81809.0,82233.0,82259.0,82379.0,82871.0,82087.0,82127.0,82110.0,82133.0,81756.0,85360.0,95134.0,80244.0,81156.0,81656.0,81027.0,80869.0,81194.0,80750.0,81275.0,81082.0,81129.0,81180.0,81593.0,81181.0,81124.0,81170.0,81853.0,81230.0,84763.0,94833.0,80531.0,80132.0,80197.0,80138.0,80222.0,80274.0,80401.0,80989.0,81307.0,81499.0,81691.0,82968.0,82132.0,83229.0,82863.0,85844.0,84593.0,88199.0,100000000.0
8,89118,82082,81728,81736,81620,81653,81416,81510,81525,81644,81819,81869,81969,84630,97761,80284,80554,80521,80882,80970,80905,81149,81149,81068,81315,81329,81552,81682,81745,81541,81557,85148,95901,80066,80509,79572,79993,79853,80242,80385,80079,80406,80585,80665,80678,81004,84532,95088,79883,79867,79787,79916,79703,79801,80564,80127,80359,80281,80822,80695,80458,80436,80360,80125,80281,81338,81431
13.0,91170.0,83358.0,82484.0,82533.0,82669.0,84011.0,83249.0,83311.0,88605.0,95671.0,81980.0,82793.0,82713.0,82729.0,82402.0,82463.0,82695.0,82655.0,84188.0,83420.0,84434.0,83221.0,83068.0,83229.0,83543.0,86563.0,113379.0,82187.0,81891.0,81887.0,81476.0,81649.0,83318.0,83132.0,82757.0,85860.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
18.0,90628.0,83073.0,82419.0,82207.0,82256.0,82320.0,82338.0,82520.0,82475.0,82721.0,82823.0,83316.0,86087.0,95631.0,81529.0,81700.0,82766.0,81498.0,81858.0,81747.0,82009.0,82149.0,81970.0,82048.0,82241.0,82205.0,82360.0,82276.0,82219.0,82186.0,85092.0,94847.0,80711.0,80846.0,80942.0,80932.0,81229.0,80943.0,81336.0,81054.0,81275.0,81314.0,81411.0,81507.0,81736.0,84766.0,94510.0,79781.0,79938.0,80796.0,80344.0,80531.0,81868.0,80584.0,80580.0,80572.0,80987.0,81040.0,81114.0,81215.0,81549.0,83159.0,81924.0,81642.0,81767.0,84753.0,100000000.0
20,88429,81961,81754,81757,81625,81360,81218,81403,81404,81608,81754,81573,84884,95763,80557,80654,80385,80667,80926,81053,80912,81039,81018,81099,81681,81505,81615,82108,82409,81734,85196,95088,80515,80591,80414,80421,80029,80335,79820,79982,80156,80509,80499,80294,80503,83867,93616,78710,79383,79646,79772,79674,79704,80146,80033,80568,79846,79875,80450,80548,80298,80329,80262,80362,80623,80717,88134
154.0,95568.0,84686.0,82853.0,82730.0,82550.0,83455.0,82755.0,82424.0,82653.0,82454.0,82404.0,82240.0,82177.0,82430.0,83073.0,83566.0,86147.0,96769.0,81856.0,83253.0,82214.0,82223.0,81710.0,81899.0,82480.0,82305.0,82567.0,84347.0,83431.0,82512.0,82130.0,83573.0,83605.0,82472.0,82872.0,83475.0,82724.0,82637.0,82527.0,82777.0,82877.0,83054.0,87425.0,97798.0,80664.0,80368.0,80530.0,80768.0,81237.0,81519.0,80606.0,80887.0,81967.0,80964.0,81196.0,80356.0,80440.0,80250.0,80942.0,80492.0,83119.0,80717.0,80655.0,80729.0,80944.0,81998.0,100000000.0
807,90129,82902,82154,82189,81999,82285,82227,82241,82348,82394,82449,85551,96037,81379,81958,81818,82139,81977,81654,81780,81620,81801,81967,81768,81578,81829,81816,82051,82198,81968,82113,85253,94293,80180,80386,80697,80657,80748,80526,80629,80897,80989,80889,84298,95315,80056,80891,81051,80762,81201,80960,80373,80559,80755,80747,80757,81280,80598,80738,80842,81259,81158,80879,81074,80581,80842,82810
815.0,94261.0,84795.0,82727.0,82896.0,82648.0,83765.0,82560.0,85292.0,95502.0,81443.0,81946.0,81839.0,82692.0,82119.0,81807.0,81753.0,82117.0,83871.0,82569.0,82202.0,82409.0,82977.0,82912.0,82611.0,82307.0,82551.0,85509.0,95235.0,80270.0,80285.0,80697.0,81402.0,81576.0,81549.0,81438.0,81469.0,81287.0,81484.0,81553.0,81703.0,81681.0,82484.0,85186.0,94834.0,79919.0,79606.0,80028.0,80544.0,80335.0,80890.0,81081.0,80700.0,80415.0,80271.0,80267.0,80392.0,81325.0,82436.0,80867.0,81180.0,81381.0,82962.0,83475.0,82562.0,81917.0,81732.0,100000000.0
