driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
1,94887,89759,89332,88804,88914,89475,89150,89208,89170,89341,88784,88733,88616,88495,106079,95642,88801,88667,89367,89334,88191,88666,88754,88496,88634,87982,88674,88913,88681,88507,88320,87954,87771,87538,87376,87553,88356,88149,88043,88196,88282,87576,87927,87760,87610,87567,87098,87224,87728,87567,87653,87933,87134,87190,87042,86924,86057,86627
8.0,100507.0,91184.0,90928.0,90596.0,90765.0,90882.0,90843.0,90953.0,90722.0,91048.0,90586.0,109402.0,95905.0,89255.0,89190.0,90028.0,89526.0,89731.0,90916.0,90110.0,89966.0,89926.0,89188.0,89135.0,89128.0,88991.0,88793.0,89172.0,89298.0,89181.0,88804.0,88860.0,88936.0,89031.0,88667.0,88748.0,89193.0,88916.0,88786.0,88731.0,88599.0,88831.0,88442.0,88577.0,88404.0,88729.0,88390.0,88628.0,88774.0,88905.0,88420.0,88270.0,88900.0,89768.0,89660.0,88800.0,89085.0,100000000.0
9.0,146128.0,99740.0,92317.0,93683.0,93218.0,92625.0,92622.0,92346.0,94857.0,96562.0,93526.0,94236.0,93385.0,95470.0,93518.0,92374.0,95777.0,92374.0,92339.0,95249.0,94511.0,98197.0,92234.0,92265.0,92343.0,92580.0,91779.0,110779.0,96902.0,89284.0,90166.0,90858.0,92608.0,90905.0,90496.0,90751.0,90538.0,90149.0,89975.0,90358.0,90193.0,90407.0,90157.0,108376.0,101937.0,90081.0,89503.0,92494.0,90404.0,90028.0,92915.0,91023.0,90640.0,90478.0,90551.0,100000000.0,100000000.0,100000000.0
20,95626,90095,89371,89124,89310,89666,89418,89557,89282,89394,89246,89102,88789,106627,93692,87954,88561,88657,89248,89227,88701,88514,88637,88702,88899,88710,88705,88759,88207,88343,90051,88489,88658,88736,88494,88557,88607,88561,88555,88203,88215,88389,88585,88275,88249,88214,88400,88380,88432,88746,88706,88644,89006,89438,89159,89683,90057,90822
154.0,99116.0,91050.0,90730.0,90707.0,90391.0,90413.0,90471.0,90340.0,91024.0,90636.0,90870.0,90853.0,90070.0,90555.0,116519.0,95081.0,88462.0,89159.0,89709.0,90662.0,90809.0,91037.0,91096.0,90755.0,90902.0,91507.0,89048.0,88727.0,89203.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
807.0,99692.0,91205.0,90699.0,90687.0,90655.0,90441.0,90923.0,90475.0,90789.0,90454.0,90653.0,90926.0,107604.0,94476.0,90699.0,89654.0,90196.0,91068.0,89732.0,89539.0,89831.0,89594.0,89277.0,89041.0,88945.0,89127.0,89137.0,89130.0,88848.0,89030.0,89053.0,89169.0,89052.0,89001.0,89050.0,88970.0,88967.0,88921.0,88548.0,88765.0,88573.0,88601.0,88745.0,88766.0,88942.0,88763.0,88796.0,88667.0,88788.0,88676.0,88902.0,88444.0,88615.0,88492.0,91215.0,88805.0,88711.0,100000000.0
815.0,102296.0,91970.0,91356.0,91743.0,91400.0,91175.0,91143.0,91075.0,91058.0,90945.0,90850.0,91103.0,110063.0,94939.0,89916.0,89675.0,90215.0,89801.0,89935.0,90020.0,89481.0,90554.0,90759.0,90364.0,90696.0,91849.0,89691.0,89365.0,89835.0,89609.0,89686.0,89037.0,89162.0,89016.0,89381.0,88808.0,89264.0,91415.0,89176.0,88732.0,88485.0,88688.0,88664.0,88939.0,88738.0,88834.0,89781.0,88928.0,89246.0,90191.0,92162.0,91980.0,90966.0,90950.0,90797.0,90821.0,91061.0,100000000.0
817.0,148213.0,98185.0,92091.0,90480.0,90631.0,90380.0,90092.0,90352.0,90185.0,90229.0,90223.0,90166.0,90078.0,90083.0,90667.0,90239.0,91569.0,89848.0,90027.0,89921.0,90464.0,90419.0,90246.0,90110.0,90501.0,92156.0,91034.0,90733.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
822,93813,89662,89246,88641,88759,89034,88783,88651,88664,89028,88985,88633,88626,88300,88217,88238,88377,88203,87836,87832,87815,88531,106050,93805,87338,87450,87757,87511,87659,87537,87235,87266,87362,87927,87610,87465,87108,87358,87735,87273,87043,86739,87397,87540,87580,87491,87323,87184,87071,87238,88090,89226,87172,87608,86830,88732,85580,88161
825,98243,90912,90713,90379,90166,90619,90384,90266,91075,90846,90748,90581,90388,108686,95021,88877,91436,90606,89719,89251,89993,89368,89142,89043,89066,88999,89002,88874,88924,89175,89068,88936,88805,89212,89041,89015,88926,88860,88470,88351,88432,88207,89368,88605,88979,89316,88697,88665,88785,88511,88600,88411,88309,88425,88614,88182,88406,88783
826.0,103893.0,92335.0,91493.0,91654.0,91726.0,91192.0,91168.0,91277.0,91119.0,91226.0,90191.0,90652.0,90803.0,90561.0,89760.0,89711.0,89692.0,90004.0,89404.0,89452.0,89203.0,89575.0,89611.0,89306.0,89167.0,107022.0,95659.0,87652.0,88039.0,87931.0,88350.0,87991.0,87926.0,88760.0,88617.0,88998.0,94774.0,88331.0,87448.0,87502.0,87728.0,87772.0,88103.0,88300.0,88460.0,88115.0,88501.0,88595.0,88522.0,89441.0,90419.0,89075.0,88094.0,87849.0,88975.0,89037.0,88999.0,100000000.0
830,96291,90053,89370,89301,89723,89744,89516,89453,89363,89452,89440,89104,88940,89058,88948,88757,88958,88865,88585,88757,88550,88598,89025,89751,105970,93652,87638,87959,87547,88060,87915,87545,87516,87457,87631,87890,88091,88040,88098,88323,88282,87738,87692,87554,87847,87448,87202,87207,89162,87556,86890,87898,86983,86540,86862,86610,86256,87184
832.0,103203.0,92340.0,91467.0,91696.0,91698.0,91054.0,91317.0,91259.0,90899.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
840.0,102777.0,92014.0,91558.0,91612.0,91545.0,91104.0,91301.0,91318.0,91113.0,90976.0,90767.0,91081.0,90808.0,90138.0,90077.0,89590.0,89716.0,89565.0,89316.0,89234.0,89231.0,89290.0,89294.0,89130.0,89601.0,89175.0,107488.0,94000.0,87568.0,88019.0,88250.0,88599.0,88863.0,88830.0,88871.0,88674.0,89276.0,88908.0,88700.0,88784.0,88652.0,88477.0,88421.0,88563.0,88390.0,88377.0,88435.0,88570.0,88666.0,88977.0,88520.0,88545.0,90633.0,88014.0,89224.0,88922.0,88914.0,100000000.0
841.0,104675.0,93661.0,92742.0,92091.0,91988.0,91639.0,91344.0,91159.0,91049.0,91198.0,91186.0,90968.0,90879.0,90752.0,90559.0,91580.0,91247.0,92479.0,93152.0,91351.0,90873.0,91135.0,90880.0,90877.0,91004.0,93701.0,115685.0,94894.0,88479.0,89031.0,88933.0,92099.0,89171.0,91663.0,89657.0,89196.0,89255.0,89066.0,88942.0,88796.0,88966.0,90348.0,88895.0,89395.0,89116.0,88852.0,88685.0,88875.0,88889.0,88978.0,89048.0,89140.0,93032.0,89284.0,88925.0,89076.0,89322.0,100000000.0
842.0,105008.0,91585.0,91406.0,92361.0,91171.0,91020.0,91165.0,91434.0,91161.0,91449.0,90129.0,90497.0,91143.0,90303.0,89907.0,89569.0,89830.0,90036.0,89250.0,89474.0,89155.0,89675.0,89645.0,89354.0,89272.0,88985.0,88412.0,88451.0,88713.0,88627.0,88966.0,88825.0,89207.0,88974.0,89590.0,89661.0,107175.0,94151.0,87229.0,87566.0,87915.0,89405.0,88219.0,87654.0,87828.0,87861.0,88231.0,88612.0,88451.0,91355.0,88957.0,88745.0,88224.0,87981.0,88544.0,89108.0,88874.0,100000000.0
