driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
2,125764,102517,79264,79711,81587,82053,81522,82636,89284,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,87718,79140,78820,78329,77934,78383,78332,78316,79170,78802,78654,78716,78630,78771,78877,79031,78672,79162,78691,81803,96315,77856,77927,78263,77951,78058,77942,77918,78212,78286,78243,78173,78235,77903,77765,77637,77889,77695,78186,79253,78284,77744,80273,96243,77910,77819,78138,77979,78142,78548,78280,78100,78394,77951,77777,78042,77793,78213,77908,77729,80610,78646,78167,78120,77668,77256,78008
8,82124,77383,76780,76475,76653,77039,76593,76582,76656,79741,102533,77906,78057,78334,79258,78833,77934,81189,78557,79354,78404,78367,78787,78113,78326,78117,78020,81400,95271,77489,78173,77676,77805,77646,77595,77383,77873,77655,77581,77769,78070,78053,77207,77063,77232,77644,77483,77357,77919,77488,77533,77413,77329,77228,80422,93742,76779,77377,77816,78248,77859,77763,77926,77645,77926,78334,80612
11,92707,81791,80937,80968,80348,82048,80998,80899,80761,81677,80647,80470,80993,80196,79981,79837,80069,79890,81947,79923,79755,79601,79612,79426,79661,79413,82261,99152,79541,79441,79656,81323,79866,79419,79573,79463,79451,83735,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,83796,77575,77536,76961,77124,77468,77244,76837,76894,76637,76563,76609,76930,76852,77201,76846,76437,76392,79011,95364,78019,77178,77463,77551,77455,77424,77490,77598,77547,77247,77631,77843,78322,78555,78468,78701,78163,77684,77399,77715,77556,77417,77356,80305,96108,78256,80499,78779,79055,78647,78909,78993,79215,79335,78854,79029,80138,78352,78317,78653,78235,79040,78924,78768,79001,79580,83362
14,92939,80050,79776,79674,79702,80418,79656,80832,79373,79287,79965,79039,78815,79353,79324,79298,79599,79500,79236,79007,82445,95800,77873,77811,77933,78306,78922,79098,78435,78217,78311,78175,78103,77977,78118,78040,78138,78107,78217,81037,99575,78515,78446,78622,80631,80169,79905,79626,79486,79517,80432,79916,79205,80654,79351,79119,79221,79188,79026,79201,79137,78895,79265,79596,79245,79270,inf
15,92004,80561,79779,79830,79505,81639,79698,79273,79175,79345,79523,79009,79371,79272,78895,79348,78324,78004,77603,77777,77832,77817,77790,77670,77391,77371,77481,81312,98032,77720,77960,77827,77863,78107,78245,78211,78188,78104,78276,78187,78321,78256,77391,77228,77104,77167,77013,76807,77343,77705,80818,94281,76998,77174,77897,77787,77887,77918,77894,77631,78524,79147,78349,78349,77760,77686,78483
17,89409,79544,78996,78700,78478,78675,78547,78554,78631,78555,78491,78338,78518,78176,78359,79979,78249,78630,78248,78507,78156,78025,77837,77797,77758,77563,77429,80761,96489,77787,77757,77951,78004,77812,77599,78017,77719,78251,78432,77983,77504,77196,76812,76945,77389,77453,77302,79621,96866,78559,77843,78257,78317,78016,77947,80057,79107,94690,145148,inf,inf,inf,inf,inf,inf,inf,inf
18,86570,78565,77313,77674,77538,77712,77654,77938,77678,77415,77730,77544,77129,76818,77165,79686,97857,78302,78403,78801,78205,78349,78194,78212,78157,78092,78077,78168,78128,78346,78702,79010,78968,78028,77909,77733,77653,77443,77327,77428,80232,98139,77872,77551,78102,78275,78492,78553,78804,78838,78793,78740,78719,78606,78851,78256,78369,79486,79156,78695,78031,78720,78535,78411,78600,78765,79379
21,85712,80588,78289,78143,77769,77830,78076,77795,78316,77945,77831,77877,77938,77872,77678,77613,77677,76981,80055,98106,78306,78679,78730,79108,78446,78285,78438,79117,77979,77994,78427,78880,78988,78608,78951,78690,78845,79116,79819,82256,96368,79632,78146,77844,78244,78503,78101,78050,78235,78335,78019,77809,77948,77945,77924,77856,77847,78326,77903,77805,79328,78997,78174,78406,77670,77664,77675
22,89961,79579,79145,78482,78544,78954,78596,78404,78382,78707,78447,78451,78229,78298,78334,78029,78257,82123,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
23,104715,100730,79497,79540,79088,79693,78632,78747,78579,78588,78468,78166,78138,78250,78400,78507,78383,79528,78501,77887,77203,77593,77902,78616,77843,77154,77203,77101,81185,96075,77817,79205,77912,77979,81812,84733,77417,76798,77236,77291,77725,78525,78411,78642,79714,78948,82096,95471,77157,77083,77466,77815,77085,77528,78759,77662,77730,78209,77856,77522,77928,77506,76983,76763,78775,77246,77327
24,91713,80413,79785,79669,79430,81214,79636,79591,79454,79395,79474,79191,79199,79026,79237,79367,80557,79400,79007,79272,79560,78818,78874,78779,78761,81252,97497,78584,78257,78833,78816,79702,79043,79156,80158,80398,78848,79102,78954,79028,78907,78543,78419,78604,79840,78881,79275,78637,81170,95787,77407,78068,78480,78950,78424,78853,78210,78789,79536,79073,78836,79331,78759,78523,78915,79900,inf
26,93765,81308,80898,80694,80426,80220,80092,79726,80065,81131,79992,79625,79501,79228,79132,79468,79545,79621,79717,80054,79705,79703,79621,79703,80511,79692,82344,97447,78347,77877,78628,78915,78778,78261,78453,78536,78489,78767,78822,78959,78780,78948,78754,80663,84466,79844,80089,82299,95795,77450,78041,79350,78263,78476,78439,79982,78554,78989,79606,79490,78677,78616,78775,78604,78617,78705,inf
27,95180,81447,80888,80348,80842,81708,79881,80721,80714,79913,79410,79449,79020,79184,79211,79332,79053,79360,79586,79605,79649,79809,79818,80609,79544,79594,79390,78932,81277,97578,78366,78410,78705,78464,78247,78491,78597,78493,78862,78815,78939,79029,78535,80668,79769,78791,79039,81601,97222,78675,78325,78796,78772,78542,78742,78735,79593,82074,81561,79889,79613,79298,82863,80016,79929,80091,inf
29,297225,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,82996,77611,77354,76811,77047,77440,76801,76746,76455,76533,77160,76965,76988,77211,76659,76557,76357,76465,77049,80322,95903,76686,77198,77331,77696,77344,77309,77841,77351,77551,77710,78005,78487,78449,78443,77826,77498,77475,77928,78041,77500,77094,77201,77463,80246,98264,79139,79464,78613,78715,79122,79361,79424,79479,78876,78789,78383,78340,78318,77926,79940,79612,78679,78802,79234,80131,83979
32,90709,79839,79413,78686,78992,79233,78984,78848,79029,78860,79048,78709,78375,78216,78489,78733,78326,78714,78953,78816,78858,78603,78513,78271,81033,97451,78151,78181,78664,78550,78762,78631,78303,78254,78376,78126,78266,78069,78264,78411,78336,78268,79272,78571,78458,78736,81257,96940,77719,78025,78319,78299,78232,78319,78317,78035,78110,78697,78658,78259,78608,78679,78696,78633,78967,78987,79718
33,94670,81149,81038,80580,80857,82786,80224,80655,80549,81061,80629,80434,80979,80250,80118,79656,80012,81661,80343,79885,79660,79608,79754,82419,97891,79003,80011,80585,79696,79553,81330,79755,79779,79304,79719,79423,79420,79727,80455,80546,80217,79625,82447,89800,99048,78718,79898,79877,79853,79538,79670,79621,79297,79517,79879,80959,82186,81781,80605,80672,81100,80371,79811,79524,79265,inf,inf
