driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53
14,96906,88097,88124,87865,88140,87626,87596,87617,87549,87769,88023,87183,87451,87539,87201,87238,87395,86839,87684,87152,86983,86865,86814,86815,87159,87191,87810,87801,88613,87307,86778,85832,86427,87187,85901,88610,105323,87224,86382,86682,86195,86541,86466,86228,86212,86122,86233,86076,86119,86193,85921,85876,86185
15,100368,91170,89371,88473,88425,88193,88224,88885,88732,86810,87310,87308,87663,87479,87511,87646,90141,107021,86628,86834,86554,86597,86493,86715,86772,87716,86994,91813,110485,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,100305,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,97587,88247,87776,87766,88563,87630,87642,87387,87554,87236,87028,87174,87764,87373,87227,87501,87081,86801,87009,86816,86958,86993,86831,86702,87336,87345,86248,86138,88187,110373,86853,86631,86770,87097,86606,86451,87225,86924,86613,86674,86330,86523,86414,86263,86161,86115,86223,86135,86273,86057,85825,86012,86105
23,95124,88482,88174,88079,87978,87925,87571,87251,87135,87663,86915,88054,87665,87266,87292,86833,86885,86245,86599,86698,86285,86227,86249,86287,87311,86138,86760,86220,86221,86613,86229,86190,88355,107123,86975,86985,86818,86594,86818,86308,85850,86058,85926,86088,85894,86044,86149,85579,85853,86427,85658,85680,86449
25,99196,91007,89462,88424,88384,88338,88421,89595,90817,88341,108166,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,98711,90517,88857,88546,88527,88036,88016,87685,87673,87507,87648,87977,87754,87730,87507,87641,87403,87084,87515,87174,87280,87411,87195,87114,87924,86896,87202,87115,86790,87055,87496,86352,86542,87162,90518,108108,87131,86990,86726,86707,86486,86522,86497,87365,86558,86626,86356,86338,86490,86369,88075,87884,87932
37,142547,258071,90102,89928,89725,89668,89574,89436,89296,89271,89036,89299,89371,89196,88516,88738,88950,88761,89817,89485,88793,91518,88926,88887,89710,89606,93778,88638,89720,88921,92568,110324,88632,89120,92491,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
41,100688,91424,89763,89757,88728,89135,88155,88800,88474,88535,89638,88319,88070,87762,87867,88030,87451,87869,87546,87253,87410,87855,87566,86945,125089,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,99594,91434,89383,90839,88090,87502,87750,88948,90077,88454,86775,86597,86616,86873,87533,90239,106134,88557,86746,86688,86636,86643,86895,86629,88485,86439,86450,87074,86608,86487,85953,88735,107069,86937,87058,87215,87044,87320,86745,86650,86656,86607,86574,86218,86644,86433,86522,86237,86161,86086,86075,86464,inf
49,92830,88350,88078,87819,87728,87554,87450,87266,87130,87020,87553,87388,87288,87213,87193,87079,86998,86933,86561,86493,86349,86471,86830,86560,87797,86399,86321,86322,86127,86793,86052,85917,86081,85917,88455,105641,87111,86876,86393,86220,86396,85943,86088,85931,85949,86314,86342,86481,86174,86004,86009,86310,86426
55,99470,91415,89244,88713,88495,88276,88158,88457,87842,87802,87439,87416,87567,87430,87651,87546,87323,87302,87308,87216,87122,87150,86809,87014,87546,87477,87515,87211,86987,87134,87087,87025,89160,107395,87224,87274,87963,87631,87381,87116,86975,86831,86833,86722,86685,86886,86725,87033,87111,85992,85964,85911,86162
56,98297,89108,88490,88081,87865,88032,87536,87813,87327,87414,87700,87428,87793,87521,87100,87475,87149,87045,87256,87394,87103,87118,87397,86777,87143,86552,87006,87208,87806,88592,86663,86521,86423,86907,89159,105274,87003,86925,86944,86888,86532,86434,86507,86477,86610,86500,86670,86387,86392,86415,86560,86754,86854
57,91626,87978,87745,87465,86975,88004,86787,86509,86525,86609,86736,86974,87077,86920,86967,86869,86854,86878,86399,86203,86629,87202,86491,86060,87027,86583,86296,86586,86126,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
63,95791,88601,87994,88059,88147,87531,87769,87682,87487,87157,87269,87649,87710,87231,87372,87455,86956,86890,88510,87112,86797,86889,86817,87113,87102,87240,87656,87186,87196,87261,86872,86423,87035,86717,86263,89301,104083,86169,85950,86097,86183,86145,85719,85630,85799,85838,85823,85835,85912,86027,85998,86197,87210
64,99370,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
