driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53
14,95893,87802,87321,87063,86925,87131,86839,87125,86812,87077,86676,86958,86816,86668,86506,86549,86670,86116,86333,86203,86332,86364,86353,86364,86422,86305,86357,87008,86752,87551,85975,105891,90393,86502,87017,87160,86387,86289,86353,86597,86541,86208,86098,86370,86414,86167,86312,86904,87564,86762,86492,86465,86457
15,101480,88704,88150,88169,88300,87750,88110,87773,87905,87842,87364,87784,87688,87641,87883,87844,87925,87744,87990,87499,87976,87217,87380,87499,87332,87416,87557,87543,109260,91295,87916,88174,90147,88256,88077,87334,87392,87116,87620,87164,87870,88274,87285,86718,87045,86933,88105,87234,87060,87036,87075,87260,88204
21,96447,88302,87370,87244,87559,87453,87539,87231,87159,87119,87062,86806,86959,86436,86487,86619,86394,86629,86477,86510,86444,86363,86534,86372,86492,86447,86003,85960,86380,86436,105975,90318,87201,87638,87752,87397,87379,86820,86722,87076,86680,86640,86453,86582,86434,86189,86307,86014,86176,86180,86278,86194,86842
22.0,103063.0,88722.0,88311.0,88060.0,88736.0,88299.0,88337.0,88127.0,87930.0,87951.0,88033.0,87783.0,88024.0,88122.0,88121.0,87942.0,108624.0,92514.0,87635.0,87571.0,87778.0,88989.0,88518.0,88483.0,88296.0,88551.0,88717.0,89561.0,88722.0,109626.0,93000.0,87819.0,87934.0,88414.0,90146.0,91072.0,91153.0,88464.0,89743.0,89589.0,88961.0,89392.0,89244.0,89222.0,88973.0,88801.0,88882.0,88868.0,88818.0,88971.0,89195.0,89865.0,100000000.0
23.0,100362.0,89112.0,88441.0,88124.0,88224.0,87788.0,87983.0,87761.0,87924.0,87602.0,87347.0,87200.0,87452.0,87521.0,87397.0,87533.0,87318.0,87414.0,87320.0,87452.0,87278.0,86934.0,86920.0,87160.0,86807.0,86781.0,86809.0,87034.0,86609.0,87056.0,85909.0,112534.0,89595.0,86298.0,87117.0,86653.0,87710.0,87742.0,190004.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
30,98280,88376,88164,87653,87706,87596,87487,87728,87363,87417,87285,87273,87214,87367,87242,87347,86852,87029,88178,86553,86875,86675,86584,86696,86587,86536,86298,86431,86336,86561,86363,86720,86717,86575,105039,90233,86711,87157,87035,87333,86592,86446,86379,86458,86224,85995,85863,86054,86033,85886,86324,86014,86250
35,97107,88327,87721,87182,87252,87469,87829,87467,86959,87425,86801,86867,86924,86743,86752,86406,86450,87682,86284,85715,86053,86109,86252,86590,86445,86422,86017,108193,90228,86295,86458,87005,86854,86669,87284,86375,87320,87118,86520,86646,86669,86584,86712,86620,86328,86146,86189,86188,86163,86321,86126,86273,86491
49,95532,87716,87325,86944,87018,87009,87055,87095,86841,86847,86713,87036,86737,86620,86534,86738,86346,86264,86250,86335,86423,86203,86168,86572,86619,85998,86574,87136,107939,90121,86445,86537,88011,87094,87692,87013,87949,86820,86696,87002,86858,86402,86360,86282,86008,85921,85600,86108,86493,86785,87374,86092,86702
50.0,106381.0,89780.0,88603.0,90637.0,88784.0,88337.0,88318.0,88251.0,88227.0,88334.0,88418.0,94808.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
55,94447,87377,86838,86578,87430,86795,86582,86710,86822,87020,86818,86798,86628,86722,86646,86631,86617,86665,86584,86913,86342,86352,86558,86649,86564,86447,86642,86995,86454,86908,86739,107944,90683,86748,87228,87500,86920,86530,86592,86906,86362,86419,86388,86573,86305,86248,86318,86495,86731,86696,86108,86067,86514
