driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
2,92528,86854,86734,86303,86775,86926,86436,85873,85984,85689,85594,85656,85908,106480,85527,85665,86079,86209,86144,85948,85651,85677,85829,85824,85916,85943,85383,85393,85383,85977,104641,85389,86944,86017,85646,85413,85751,85329,85603,85872,85997,85599,85827,86402,86038,106286,85856,86912,86353,86141,85868,87312,86437,87469,87960,85498,85706,85651,85878,85849,85783,inf
4,90716,86720,86160,86075,86094,85693,85362,85102,85056,84393,84469,84878,84294,85067,108241,85674,85567,85455,85378,85433,85273,86198,85224,85186,85270,85457,85514,85347,84855,85337,85737,85290,85073,84652,84382,84459,84230,84378,85858,109126,85855,85984,85954,86171,85201,85685,85213,84971,85073,84725,84552,85331,85556,84796,84492,85637,84882,84738,85629,83844,84538,84247
8,89676,86137,85862,86246,86322,86079,85496,85314,84964,84582,84540,84504,83990,83930,84027,83499,83709,83491,83332,82907,82810,84492,106473,84670,84655,85036,84611,84500,84564,84505,84352,84161,84087,84488,84266,84221,84161,84779,85168,83933,83755,83719,83715,84657,110125,85457,85483,85290,85141,85202,84917,84809,84657,84771,85012,84032,83873,84057,84229,84559,83849,84092
14,92044,86793,86594,86465,86770,86913,86342,85785,85612,85198,85336,84838,84343,84186,83951,83673,83688,83441,83512,83200,84217,105742,84191,84927,84908,84662,84449,84456,84533,84303,85048,85225,84148,84401,84058,84435,84483,84455,84772,84225,84456,84833,85704,84299,84778,105296,84744,84252,84462,84508,85012,84898,85551,84861,84597,84690,84415,84335,83782,84203,83796,83675
15,95625,88244,87855,87164,87366,87200,87007,87081,86709,86117,85724,85696,85444,85717,87556,108891,86681,86236,86435,86820,86684,86446,86520,86707,86028,85830,85922,86321,86405,86582,88032,86866,86453,86433,86756,86638,87193,88835,86803,87889,111717,89884,87796,87447,87969,87448,87048,86176,86041,86010,85866,89573,88037,86253,87789,86698,86270,87115,85654,85994,85576,inf
17,93563,87187,86960,87081,86532,86605,86863,86440,86286,85909,85506,85219,84852,87073,85687,106163,85112,85202,85616,87798,94908,84678,84331,84601,84387,84677,84942,84876,84519,84258,84856,108447,84891,85188,84800,85191,85592,85557,85426,85678,86084,85723,86080,86517,85347,84644,86336,105420,84768,84551,85445,84941,84984,152145,inf,inf,inf,inf,inf,inf,inf,inf
18,93032,87060,86701,86820,86315,86815,86663,86238,85642,85820,85416,85773,85135,84293,83972,85124,108770,86062,86070,85619,85481,85851,85767,85564,85567,85634,85150,85020,84887,84669,85106,85546,84806,84940,84272,84437,85327,109477,86460,86694,85939,86369,86268,86482,87696,86014,85991,86409,85685,85927,85555,85734,86250,86159,86034,85910,85538,89514,88144,86023,87435,inf
21,96221,88235,87679,87314,87216,87416,86786,86915,87224,85934,86016,85634,85725,85594,86445,85548,85732,86534,119164,86356,86270,85951,85978,86474,86349,86767,84730,85106,85988,85305,85545,87512,85614,90347,84825,85125,88266,110149,86250,85675,85798,85813,85615,85877,86136,86970,86251,86326,86092,85768,85848,86370,86013,85792,86238,85606,85395,inf,inf,inf,inf,inf
22,88146,85388,85501,85519,85999,85428,85421,85324,84804,84527,84469,84469,84223,83902,83715,83433,83536,103918,84640,84567,84449,84729,84363,84259,84351,84019,83782,83590,83418,83371,83636,82834,83416,104713,84712,84788,84639,84572,84162,84414,84483,85456,85230,84425,83934,83846,84114,83637,82775,83859,109085,86265,84321,84636,84220,84349,83461,83096,82946,83734,83575,83756
23,86613,85623,85529,86150,85800,85379,85056,85454,84658,84429,84294,84352,83975,83714,83780,84454,103452,83714,84404,84692,84603,85019,84420,84276,83905,84038,84109,83786,83265,83350,84056,102912,83392,84122,84760,84609,84590,84365,84607,84540,84593,85942,85129,83966,84083,84134,83642,84098,104177,85518,85649,87207,85839,84824,84978,84470,84746,83743,83717,84324,83874,83962
