driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
1,111045,107483,107229,106713,106786,106799,106359,106313,106280,106029,106410,106239,110451,120753,105389,105735,104836,104977,106163,106633,107091,106279,106730,106158,105771,110364,121808,104768,104851,104766,105399,105707,105608,105089,104858,105990,105982,106368,106121,106634,104079,109064,119131,102929,103359,103296,103987,103021,102721,103114,103668,105126,107382,106654,105848
3,118108,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,110317,107025,106796,106539,106894,106732,106412,106210,106254,105851,105952,106129,106062,105908,110346,121547,104745,104997,105139,105248,104990,104879,104635,104566,104634,104556,104378,104215,103960,104137,104166,104318,104274,108586,120427,104184,104197,104064,104202,104369,104048,104110,103977,103952,103161,103750,103646,102500,102498,102592,102497,102442,103320,104297,102965
5,119237,110402,109166,109427,108768,108506,109048,108629,108858,108676,109476,109922,115121,125787,107879,107553,108482,107552,107538,107543,107614,107331,107294,107066,106940,107140,106377,106234,106378,106473,107146,107415,116013,123840,109236,106540,106258,106255,105482,105340,105725,105064,104955,105542,106586,104963,105198,106884,105379,108113,106258,108734,107573,111221,inf
8,112512,107765,107097,107159,106664,106764,106469,106521,106218,106194,106255,106534,106599,110614,121250,105277,106346,104614,105033,105697,105522,105680,106434,106400,105595,106036,104227,103937,104274,104005,104008,104171,104774,105009,109071,121630,104451,104522,104336,104562,104422,106417,104052,103767,103739,103718,103535,102879,102902,103780,102822,103605,103332,102969,103225
10,120919,111159,109925,110125,109430,109310,109558,109185,109433,109035,109125,108837,109159,114686,125595,108818,107381,107285,107313,107912,107631,107304,107356,106990,106894,106948,106984,106463,107139,108726,111605,123181,105566,106970,107230,106267,106149,106182,105623,105658,105526,105236,105504,106977,106196,106204,106727,107064,107424,106881,107729,110416,108180,111630,inf
13,111883,107464,107124,106889,106751,106879,106427,106381,106412,106045,106179,106843,106546,110509,121185,105097,104722,105086,104804,105875,104622,104845,104457,104577,104345,105013,104120,103820,103718,103837,103907,104256,104201,104361,108930,120862,102689,104264,104144,104989,103395,103830,104096,104086,103162,103392,105059,102242,103510,103085,102602,103272,103217,103741,105072
17,108887,106698,106598,106737,106682,106226,106052,106056,105971,105623,106245,106140,106365,110888,120554,105404,105295,105158,105111,105351,105366,105211,105324,104860,104597,104483,104027,103761,103861,104198,104500,108950,118837,103567,103457,104467,104131,104381,104136,103900,104214,104289,104334,103756,103454,103261,103073,102835,103376,102538,102612,102574,102611,102037,103863
20,108151,106474,106636,106330,106774,106083,105959,105643,105815,105679,105543,105439,105805,106021,110200,120423,104307,104660,104837,104948,104800,104667,104616,104626,104110,103948,104445,104171,104047,104262,104497,104440,103844,105006,110743,118244,102644,103091,103716,104214,103775,103850,103889,103333,103338,103239,103137,102794,103072,102853,103362,103307,102953,103392,102499
154,114075,108265,107973,107676,107820,107392,107274,106870,107085,107706,107467,107985,112492,122989,105975,105571,105349,106218,108635,104599,105400,105415,105551,105404,105676,104849,104395,104401,104999,105351,109173,120244,103593,103670,104102,103949,103760,104424,104952,106882,103878,105142,103593,102783,102925,102882,103540,103833,104428,103660,103953,104459,103771,104003,105007
155,150991,138541,107066,107153,107777,107704,113610,118296,107774,108099,120373,108277,107883,108601,111705,123482,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,115187,108955,108338,108342,108373,108242,108046,107754,107670,107439,107896,108588,112102,122388,106346,106046,106435,105925,106568,107408,106760,106817,106763,105659,106650,106020,105577,105596,105062,105540,105806,109654,120575,104788,105412,105503,104880,106547,105670,105111,105982,105774,105168,104604,104941,103430,103726,103590,103184,104353,104277,104188,104477,103930,103830
37,121892,112468,110680,110712,110713,111373,110754,110447,109861,110118,110297,110115,110075,111378,111291,117294,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
807,113399,108376,107678,107460,107604,107504,107499,107087,107092,107649,107645,107871,112488,123115,105876,105452,105527,106542,105138,106133,105992,105801,105546,105837,105314,104820,104649,104861,105081,105192,105001,108480,121429,103640,103936,104441,104429,103981,104302,104227,103921,103643,103614,103333,103150,102860,103049,102763,103044,102904,104004,102960,102914,102645,105054
808,120004,111027,109100,109372,109974,109683,109582,108710,108274,108318,108346,108914,110075,116433,125413,108505,107246,107434,107201,107632,108039,107339,107625,107078,106642,106317,106404,106431,106467,107092,106759,111940,123543,107008,107983,107336,105973,105515,105414,105739,105657,105550,105386,107374,106695,105427,105109,109062,105864,105013,106133,105405,105374,105481,inf
39,121304,112433,112383,111333,112300,111356,111634,110690,110842,110431,111341,110699,110998,111178,111681,111860,112445,116538,132653,109246,109297,108580,111424,108520,110028,110475,113640,108410,108217,107859,110672,110145,109452,108419,107473,107369,107150,107344,107068,107695,107815,109334,107475,110996,108450,107615,108225,109235,110234,110199,113710,112983,113057,inf,inf
811,116138,109440,108553,108277,109441,108151,108418,108523,108856,107961,106706,107180,108204,111281,123737,106451,106516,106721,107773,106938,106925,106379,106768,105808,105619,105400,105418,106623,105658,105770,106230,110586,123172,104810,104451,104627,104871,105316,105150,105215,105084,104607,104624,106200,104123,104965,103862,104896,103411,103869,104314,103600,104890,103560,103487
813,116517,109662,108940,108699,108890,108261,110617,108078,108292,108194,107487,107289,107281,107567,107472,107402,107308,107373,109054,108300,112551,122791,106567,106875,106725,106928,107176,106210,106392,105997,107690,105865,106731,104751,106244,106052,105356,105363,104825,105556,105044,104416,105042,105701,104514,104651,104138,104221,103749,104193,104186,103735,104824,103154,102679
814,115742,109085,108358,108410,108778,107994,107914,107860,107535,107570,107586,108829,107861,106964,111245,123326,106184,106268,106405,106606,106844,106437,107002,106094,105641,105653,106176,110798,120609,105653,104890,104507,104660,104735,104943,105755,104726,103810,104367,104150,103845,103881,103876,103615,103661,103685,103984,103517,103754,104375,104542,104787,107018,104800,105789
815,114561,108221,107991,107757,107866,107901,107688,107328,107370,106907,106820,107648,108352,106272,106564,108564,107957,112227,127756,107906,105816,106202,105840,106255,105779,105384,106007,106631,105188,105420,105838,106025,110844,121455,103054,103677,103375,105464,105744,105327,105809,103371,104090,103768,102989,102868,102860,102691,102495,103332,104019,104767,104714,103503,104456
817,120160,107787,108330,108876,109248,107901,108547,107150,108247,106199,106665,107788,108442,110813,122223,105213,105618,105766,106163,105269,105886,105349,105254,105114,105162,105029,106006,105171,104945,105038,105162,105410,105431,109301,121401,103868,103907,104381,103707,103514,103612,103476,103706,103374,103148,108918,104385,103358,104223,103925,103786,105209,104030,104448,105399
818,118554,108370,108712,108878,109156,107872,108203,107602,107216,106632,106579,108665,112508,124870,106401,105906,106215,106283,107784,106866,105730,105531,104995,105419,104325,105015,105512,104846,105058,104707,104941,104626,104449,104575,104726,104869,105004,110061,122317,104056,103910,103722,103907,103762,103601,103350,103947,102721,102940,103107,103581,103304,103899,104011,104444
819,122552,112613,111613,111262,110806,111211,110906,110454,110046,109977,109636,109318,110007,109044,108665,109948,113016,125838,106826,107310,107832,108457,110354,108473,110646,108948,107656,109280,107325,107357,107476,107166,106896,111344,125067,106618,108162,106870,105828,108070,107622,106133,107535,105785,107539,105440,105525,108075,105437,105510,104520,104462,106909,inf,inf
