driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69
2,98164,84852,83874,83643,83274,85340,82970,82323,82339,82172,82146,82136,82114,82153,83130,82629,81931,82492,82869,82148,82428,81852,83193,84126,82715,82047,81994,81432,81113,81196,81096,81174,81176,108156,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
14,87571,81335,81162,80991,80959,80655,81067,80867,80878,80830,80773,80501,80927,104933,83135,80945,81244,81963,81495,81680,81685,81473,82472,91403,82082,80951,81364,80979,81314,81300,81740,81882,82689,81380,81051,80867,80706,79947,80737,81065,81281,82923,109049,100413,127237,101791,98891,97688,97446,97273,96614,97887,97292,96351,96334,96801,97739,96131,95915,96669,96397,97901,97110,98317,97510,97394,99408,99533,98236
15,93109,83459,83147,83044,81918,82401,82224,82093,82157,81802,81779,81784,82195,81760,81892,81534,81767,81837,81581,81636,81487,81544,82170,82870,82484,81708,81329,81305,80872,81219,80479,81068,81274,80865,81547,81396,80498,80526,104880,85074,82671,83223,87508,92727,123965,103664,99558,99296,98733,97886,97601,97387,97640,96596,96735,97659,97173,97020,96899,98292,97249,97271,97375,97971,98330,97803,99350,99319,99385
18,98448,84996,83902,84029,83572,84552,83634,82664,83054,82705,82564,82334,82190,82398,83158,82392,82071,82004,81894,82049,82306,81991,83023,83316,82915,83250,81896,81719,81679,81124,81268,81228,81093,81262,80957,80809,80781,81056,81199,81862,108068,90000,95004,137240,100963,98123,99023,97662,97206,96634,95871,95866,96902,97226,95812,95850,98883,96110,96353,95725,95788,96719,97105,95803,96275,97299,99053,101636,inf
21,93677,83435,83519,83452,83010,82525,82494,82157,82477,82097,82058,82045,81830,82018,81877,81909,81647,81648,81785,81646,81405,81396,82425,83927,83184,82126,81278,81029,81754,81515,81390,82822,82423,80774,80626,80509,80399,80754,80702,80912,82120,84293,87085,110855,101006,99679,103403,98708,100259,97109,97195,97180,97162,96149,96063,96024,95697,96373,95831,95708,95136,96018,95981,96064,95978,98593,97545,97994,97814
22,90002,83145,82487,82002,82125,82305,82046,81986,81766,81943,81696,81961,81595,81758,81495,81740,81619,81287,81469,81743,81528,81296,81846,83880,84184,81077,80962,80184,80024,80031,79683,79753,80289,80263,79926,80016,79665,79235,79405,79758,80393,82455,106015,91549,134771,101528,99007,96895,95573,95809,95762,95338,94990,94986,95548,94946,94585,95409,94940,95021,95725,96277,95187,95608,96722,98355,98807,99423,101688
23,95299,83997,83374,83265,83005,82414,82827,82582,82267,82086,82352,82557,82158,82506,81718,81618,82526,81943,81523,81069,81223,81478,81571,82824,82119,81981,81416,81459,81246,81674,81677,82027,82749,81354,80972,80584,80631,80520,81121,80799,81438,107382,91857,94070,125732,100411,98631,97751,97018,97551,96691,98509,96504,97027,97536,96743,96900,96105,96702,96185,96942,97638,97230,97981,inf,inf,inf,inf,inf
25,96133,84219,83405,83639,82723,83228,82899,82932,82722,82478,82896,82351,82436,83543,82838,82392,82283,82268,82112,82088,81719,81873,82399,82765,82170,81532,81713,81364,81273,81261,81331,80919,80997,81149,80889,80802,80991,80820,80625,80963,81192,82287,86290,133093,103231,99065,99887,99032,99178,98723,97463,98842,96950,96315,95950,97593,98232,96720,96230,96988,97150,97512,97219,97847,98362,98552,98856,112921,103392
30,86551,81358,81414,80904,80882,81016,80818,80741,80987,80649,80604,80920,80941,80813,81303,81153,81349,81658,80679,80621,80644,80442,80691,82332,82258,81782,80988,80226,80069,79812,80226,80498,80312,104353,83927,80878,81422,80552,80725,80729,81081,82408,83983,89551,121314,99738,96185,99803,97056,96637,96083,95089,96258,96128,96275,94543,96933,97128,97402,96868,95520,96293,97165,99981,99682,99358,99404,101072,105148
35,89336,82840,82513,82220,82430,82291,82012,81967,81874,81973,81632,81840,81696,81669,81548,81682,81547,81422,81607,81681,81658,81138,82015,83824,85276,82470,81780,81752,81544,81037,81101,81134,80835,80906,82312,81155,80675,80681,80533,80802,82016,82907,87663,122682,131381,104629,103512,98551,97700,96582,96937,97513,97470,96386,97762,95696,96492,96907,95940,95892,96543,97745,97597,97897,inf,inf,inf,inf,inf
