driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56
14,110682,166237,102544,101477,101013,101249,100679,100729,100490,101382,100101,100865,100257,100023,100666,99897,103858,124395,101257,101027,100360,100968,100576,100728,100758,100508,100345,100369,100217,100212,100255,100516,99931,99658,99843,99529,99560,103509,124011,100393,100530,100387,100075,100108,100413,100457,100452,100424,100218,101125,100782,99880,99633,99906,99837,99666
15.0,121384.0,164759.0,106286.0,106368.0,105506.0,105796.0,105725.0,105955.0,103864.0,121015.0,130675.0,104036.0,103800.0,103730.0,103547.0,104647.0,104154.0,103242.0,102988.0,102978.0,104112.0,102971.0,102754.0,105123.0,104517.0,102822.0,102491.0,102602.0,102644.0,103649.0,102101.0,101854.0,101262.0,103995.0,101674.0,101923.0,102132.0,102616.0,108834.0,129117.0,102863.0,103369.0,102772.0,102148.0,105228.0,102413.0,102878.0,101872.0,101847.0,101357.0,101363.0,101479.0,102279.0,101990.0,102787.0,100000000.0
18.0,117881.0,163706.0,105417.0,105729.0,104297.0,104020.0,103820.0,104192.0,103916.0,103094.0,103504.0,104270.0,102934.0,102715.0,102661.0,102568.0,102226.0,102287.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
21.0,120071.0,163027.0,105330.0,104914.0,104437.0,103981.0,105706.0,103743.0,103882.0,103338.0,103116.0,103321.0,103176.0,102954.0,102957.0,102634.0,102129.0,102534.0,102707.0,102327.0,103132.0,102037.0,101819.0,102065.0,101768.0,101807.0,102273.0,101741.0,101772.0,101880.0,101671.0,105062.0,128710.0,101523.0,101870.0,102195.0,102179.0,102406.0,114324.0,103144.0,103349.0,102604.0,102319.0,102346.0,102401.0,102156.0,102263.0,102051.0,103648.0,103272.0,102784.0,101351.0,100925.0,101129.0,102495.0,100000000.0
22,112071,166012,104239,102258,101938,101919,101745,101535,101696,101132,101023,100934,100739,101014,100609,100190,100458,100875,100052,99744,99862,99944,99302,99490,103265,124526,100263,100257,100667,100282,100838,100852,100628,100618,99970,99815,99957,99940,99835,100074,104080,128047,100214,100527,100580,100573,100622,101170,100790,101028,101106,100518,100649,100278,100679,101250
23.0,120663.0,162996.0,105356.0,105239.0,106531.0,104845.0,103645.0,103901.0,109319.0,103867.0,103958.0,104026.0,104539.0,103455.0,103635.0,103485.0,103612.0,102809.0,102410.0,103083.0,102700.0,102442.0,102155.0,102824.0,102145.0,102323.0,102876.0,106562.0,130718.0,103057.0,104056.0,104020.0,102786.0,104335.0,102853.0,102985.0,102675.0,102598.0,102354.0,105627.0,102153.0,101729.0,114289.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
25,113330,165056,104823,103450,102648,102743,102385,101988,101953,101496,101489,101475,101355,101341,101005,100913,100686,100383,100312,103883,125260,101388,101877,101750,102311,103412,103156,102228,102298,101937,101463,101256,101336,101172,105049,127222,102140,102217,102739,105640,103238,102358,102286,102432,102316,102553,101883,102279,101952,102412,101516,101671,102193,101762,101901,102232
30,111227,166182,103751,101607,101710,101529,101574,101214,101615,100940,100843,100755,100398,100593,100189,100176,100319,99571,99369,99344,99064,99171,99276,102564,124963,99831,100139,100194,100755,100767,101094,101077,100278,99842,99825,99921,99543,99649,104492,123988,100535,100196,100318,100690,100693,100430,100636,100432,100268,101314,100371,99649,99577,100389,99823,99575
35,114448,164434,104703,103664,102604,102211,103736,102588,101815,101579,101978,101227,101083,101130,100925,101148,100578,100870,100222,100160,100242,105240,126134,101192,102089,101604,101269,101726,101134,102824,101859,100794,100808,101612,100778,100628,100160,105453,126925,101288,102063,102705,101503,101345,101233,101766,102114,101880,101396,102215,101221,100944,102639,102208,101939,102894
41.0,119395.0,162912.0,104754.0,103541.0,102485.0,102406.0,102268.0,102951.0,102548.0,101757.0,101731.0,102422.0,102099.0,101801.0,101300.0,101232.0,101842.0,101393.0,101019.0,101018.0,100498.0,100777.0,104364.0,125540.0,102168.0,102243.0,113465.0,101786.0,101761.0,101691.0,101840.0,101514.0,101372.0,101107.0,100891.0,101019.0,104823.0,126472.0,102421.0,101937.0,101817.0,102176.0,102408.0,102298.0,101755.0,102251.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
