driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69
56,94850,86329,85862,85675,85307,85062,85408,85027,85082,85450,86232,85635,85257,85435,85396,85262,85398,85279,84966,85951,85771,85910,85251,102413,86128,84327,84416,84551,84793,84860,84882,84869,84616,85587,86816,85571,84266,84336,84793,84514,84596,86312,84629,103374,86258,84785,85036,85882,85787,85798,85516,86255,86178,85696,85440,85227,85475,85939,86555,85877,85381,85286,85538,85356,85543,85613,85820,86952,87924
57,92613,85373,85147,84869,85169,84905,84655,85053,85411,86119,86059,86191,85573,85557,85410,85046,84725,84773,84863,85098,84730,85114,85466,86247,86586,103815,85879,84072,84366,84318,84815,85537,85567,86100,85688,85182,84669,84368,84503,84593,85231,85062,84588,104134,86081,86208,84918,85190,85540,85647,85674,85617,85642,85461,85750,85400,85416,85489,85779,86151,85696,86258,85594,85588,85816,86424,85524,86083,87586
58,101883,88783,87613,87220,87117,87642,87560,86996,87452,87203,87246,87342,87370,87236,105331,87126,86094,86496,86842,86595,88830,89214,86936,86791,86286,86420,86453,86613,85983,86196,86651,86559,103768,90941,88587,88213,87989,86976,86904,86443,86610,86542,86876,88237,87261,86719,86797,87186,87016,86584,104931,88147,86485,86007,85947,86496,86380,87032,86318,86257,87247,86392,86952,87070,87627,88216,89543,89929,inf
63,100451,88007,87216,87318,86923,87440,87014,86866,86728,87325,87099,87244,87085,86944,103609,87803,85382,85695,86224,86248,86883,86943,87038,86947,87151,87233,86735,86533,86361,86324,86556,86359,86248,102112,87933,85397,85237,85334,85757,85926,85786,85799,86594,88409,88765,87638,87162,86988,86566,86579,103193,89192,85660,85779,86084,85705,85925,85997,86257,86534,86075,86068,86297,86790,86507,86251,86259,86528,inf
64,98438,87181,86434,87665,86681,87510,86911,86484,86874,87312,86593,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,99269,87639,86683,86907,86709,87726,86980,86975,86747,87041,86746,87159,86340,86602,86558,86164,86393,86399,86539,87186,86010,86408,86450,86347,87023,86872,104469,87171,85315,85159,85842,85423,85564,85447,85605,85397,85562,85932,85738,85843,85568,85719,85607,86159,86217,102982,87735,85903,85644,85975,86325,86095,86022,86334,85897,85939,85990,86048,85861,86280,87074,86965,86795,86602,87266,86638,87147,87564,90042
71,93851,85841,85451,85338,85339,85416,85584,85414,85196,85306,84976,85799,86166,85389,85466,85237,85535,85367,85446,86186,85719,104829,86179,84894,86273,85228,85418,85421,85023,84861,84779,84994,85350,85220,85419,86400,86657,87309,85613,84274,85582,84685,85219,85959,104199,88426,88876,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
75,100973,88107,87231,87261,86881,87593,87106,86782,86660,87435,86994,87275,87007,87203,86902,86004,86105,86244,86469,87166,86534,86617,86798,87088,104906,88432,85065,87071,86232,86809,86500,86070,86356,86032,86501,86329,86340,87789,87609,87518,87795,87092,88417,85296,84679,85353,86806,104005,87776,85123,85030,85147,85303,85881,85173,85561,85506,86450,86210,85420,85912,85764,85853,86709,85717,85358,85518,85095,86043
76,95343,86337,86030,85829,86256,85958,85628,85606,85798,85439,85443,85630,85902,86102,85545,85743,85504,85641,106042,89323,86045,86414,86372,86479,87090,86877,87611,87801,88428,86107,85370,85649,85887,86855,86974,86362,85801,85829,85758,86102,85995,86939,87047,86929,106840,88330,86459,86178,86223,86644,86514,86244,86784,86639,86143,85893,85937,86019,86677,86559,86783,86854,87025,86715,87407,87146,86936,87253,89236
77,96575,85781,86027,85919,86193,86118,85849,85700,85632,85488,85622,85581,85802,85831,85769,85735,85746,85790,85831,85277,84884,84897,85315,85132,85213,85169,84802,84984,103793,86587,83361,83992,84219,84689,85780,85561,86472,85686,83941,84030,84240,84304,84765,84376,84014,84375,107076,86051,84386,84519,84654,85045,85788,85815,85639,85266,85165,86043,86285,86147,85467,85232,85398,85435,85689,85472,85757,86611,85903
79,102729,89388,87689,87609,88185,88092,87342,87174,87090,87106,86895,86955,87245,87062,86880,87130,86485,88060,87960,87383,87991,87578,87270,86929,107898,87623,86215,86614,90834,89009,87526,87436,91567,87389,88855,87473,87433,86985,87011,86377,86540,86578,86881,88548,87399,106746,87649,86936,87890,87258,87497,87474,87371,87424,87595,87397,86953,87907,90398,88114,86703,86575,87039,86717,87008,87083,87055,87687,inf
82,102999,88063,87789,87284,87611,87563,87032,87436,87200,87040,87194,87283,87498,87200,86911,86855,87224,88591,87741,87284,87428,87348,86301,105058,89423,87394,86856,87195,87042,92261,85959,85154,85557,85240,86183,85714,86255,85828,85688,87336,90629,110147,88911,85926,87772,87764,86268,86140,86985,86460,87085,86945,87355,87507,87709,87068,86890,87811,86609,86592,87100,87803,87669,87280,86528,86711,87232,87701,inf
