driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45
14.0,142326.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
15.0,117877.0,108852.0,108879.0,108243.0,107765.0,107732.0,107721.0,107480.0,107422.0,107829.0,107482.0,107618.0,107794.0,107916.0,107762.0,107314.0,107787.0,108046.0,108202.0,107891.0,107904.0,107471.0,106733.0,112389.0,127128.0,106863.0,107384.0,107771.0,107916.0,107856.0,107847.0,108037.0,107945.0,109782.0,107366.0,107350.0,107360.0,107104.0,107119.0,108115.0,107677.0,107764.0,107738.0,107947.0,110033.0
21.0,114123.0,107699.0,107182.0,106881.0,107470.0,107091.0,107424.0,107061.0,106469.0,107239.0,106884.0,106628.0,106980.0,107012.0,106714.0,107014.0,106671.0,106957.0,106994.0,106377.0,107391.0,106892.0,107212.0,111817.0,126106.0,107141.0,106916.0,106826.0,107806.0,107133.0,106669.0,106752.0,106491.0,106274.0,109616.0,107335.0,106763.0,108164.0,140675.0,130727.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
22.0,118734.0,108772.0,108665.0,109693.0,108812.0,108568.0,108426.0,108531.0,108289.0,108549.0,108404.0,107894.0,108123.0,107911.0,107717.0,108459.0,108219.0,112354.0,124203.0,107554.0,107970.0,107934.0,108344.0,107878.0,107773.0,107495.0,107395.0,107074.0,107869.0,111405.0,125931.0,107444.0,107851.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
23.0,120304.0,108582.0,107949.0,108286.0,107758.0,107737.0,107363.0,107372.0,107464.0,107811.0,107562.0,107776.0,107582.0,107721.0,107712.0,107710.0,108744.0,107821.0,107916.0,107524.0,107818.0,112042.0,129047.0,106127.0,106650.0,106831.0,107201.0,107649.0,107979.0,107823.0,108368.0,107809.0,107856.0,109395.0,108095.0,107558.0,107385.0,107591.0,107730.0,108291.0,107916.0,107556.0,107771.0,108375.0,109484.0
30.0,114642.0,107968.0,107362.0,107153.0,107063.0,107016.0,107375.0,107020.0,106862.0,106876.0,106969.0,107048.0,106962.0,106800.0,107036.0,107136.0,106859.0,107244.0,107446.0,107797.0,107994.0,111749.0,125405.0,106922.0,107186.0,107361.0,107282.0,107384.0,107664.0,107440.0,107876.0,106634.0,107295.0,107089.0,107625.0,107279.0,107793.0,107239.0,108521.0,112810.0,121604.0,106772.0,106603.0,106609.0,107803.0
35.0,117110.0,109220.0,108887.0,108039.0,107926.0,107474.0,107601.0,107698.0,107499.0,107769.0,107510.0,107697.0,107807.0,107984.0,107511.0,107412.0,107828.0,108061.0,108217.0,107925.0,112567.0,127039.0,107194.0,107044.0,107143.0,107146.0,107684.0,107736.0,108021.0,107816.0,107730.0,108207.0,107888.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
49.0,193699.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
50.0,125824.0,111258.0,110398.0,110159.0,110518.0,110676.0,110686.0,110479.0,110670.0,110438.0,110431.0,110733.0,111239.0,110778.0,110342.0,112168.0,112803.0,111829.0,112085.0,116695.0,129585.0,110669.0,110969.0,110565.0,110517.0,111014.0,111615.0,111258.0,110371.0,110381.0,111335.0,110687.0,111140.0,113639.0,111169.0,110981.0,110911.0,111409.0,111483.0,110999.0,110869.0,111202.0,111682.0,111180.0,100000000.0
55.0,116325.0,108417.0,107740.0,107367.0,107653.0,107583.0,107547.0,107327.0,106842.0,107195.0,107139.0,107797.0,107799.0,107260.0,107582.0,112148.0,123861.0,106083.0,106118.0,105917.0,106337.0,106426.0,106651.0,106631.0,107717.0,107067.0,107415.0,107243.0,107894.0,111820.0,126827.0,107124.0,107602.0,109163.0,108551.0,107528.0,107390.0,107672.0,108137.0,108152.0,108207.0,108167.0,108398.0,109031.0,110913.0
