driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
1,103828,95414,94030,94047,94607,95715,95068,94453,93935,93746,93197,93208,112056,99872,93641,92891,92211,93195,93547,93176,93402,93105,92569,92528,92786,93069,93263,93091,93590,93869,114760,98794,91330,90841,90628,91088,91900,91562,92024,94497,91653,109705,96985,90019,89759,89925,89938,89931,90374,91049,92255,90477,90408,90646,90761,90688,91626,92054
3.0,104529.0,95421.0,94813.0,95113.0,95819.0,96097.0,95243.0,94227.0,93573.0,93681.0,93651.0,93970.0,94468.0,112098.0,99230.0,93219.0,93388.0,92259.0,92676.0,93109.0,93384.0,93092.0,92774.0,92554.0,92581.0,93030.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
4,102073,93197,93225,93795,94289,94791,94816,94696,111303,97900,92440,91883,92086,92289,93297,93563,93798,93283,93637,111191,96171,92438,92250,91920,91844,92648,92122,91813,92438,92231,95462,92417,90836,90375,90606,90674,91360,91311,109336,96435,89725,91184,89649,90118,91494,91544,91671,90839,90577,90333,90410,89582,89560,89876,91858,91176,91205,92636
8,104043,94567,93365,93488,93684,94365,93910,93881,112931,98498,91949,92833,91877,92377,92940,93126,93492,93331,93423,93426,92846,92939,93112,91979,92490,92348,92313,93170,93112,95108,92089,91885,92108,111259,97930,91881,91675,91513,91769,92062,91297,90359,91544,90564,90947,89872,90205,90673,90792,90576,90242,89915,90109,90421,89737,89274,89843,91761
13,101714,92853,93456,93503,94369,94855,94635,111726,99038,91976,93177,91788,92367,92656,93229,93616,93572,93525,93628,93669,93378,93133,110518,97349,91415,91722,92566,92841,92889,93134,92672,92716,92630,91918,92361,109786,95790,90239,90829,92515,90621,90597,90808,90682,90781,91124,91168,91415,92363,91524,91232,91769,91734,91883,92033,92100,92321,92894
16,106947,96004,95054,95560,94679,95572,95431,94602,94059,93918,93649,93511,93775,93691,93438,93617,93200,93513,93371,93717,111569,98319,93154,91334,91967,92560,92929,92619,92910,92978,92744,92389,92589,92158,92217,92358,92706,92224,92299,92351,91849,92005,93492,92581,92570,112199,98843,91412,90710,92116,98455,95281,93477,93490,92465,92489,91554,91623
17,105114,95602,95077,95639,116041,98852,93964,94301,94493,94087,94199,93830,93682,93776,95071,93981,94195,112317,97075,91543,92430,92094,91815,92161,92682,93227,92617,93737,95252,93254,92588,92843,92395,91998,92434,93099,93111,110332,97367,90053,90079,91534,90562,90164,89732,90072,90047,90620,90612,90084,93726,90694,90388,90528,91136,90443,90676,90600
18,106360,95850,95294,113891,99407,95131,94001,94376,94474,93970,94092,93675,93579,93528,95563,93940,93769,94390,94216,113756,98536,93044,93946,92497,93067,94263,93215,93757,96608,94699,92686,92672,93416,92422,93357,92835,110229,97176,91259,92054,90198,90490,90794,90914,91789,91518,91674,92044,91269,91223,91519,91609,91464,92303,92448,92649,92936,93014
20,99646,93106,93550,94374,94496,94748,112236,99173,92317,92209,92690,92239,92587,93665,93586,93756,93494,93609,93524,93644,111776,97277,91657,91379,92268,92667,92545,92140,92911,93037,93154,92839,91577,91318,91538,92125,109744,96665,90890,91110,90459,90409,90589,90723,91029,91073,91064,91695,91097,91068,90998,90807,90966,91182,90793,90883,91285,92185
154,107379,95968,95413,96114,116138,98525,94542,93014,95558,93606,93776,93924,94356,94000,94016,94059,93926,94182,112297,98012,93498,93147,94088,92247,93394,93867,94077,93084,97136,94230,92687,92539,93231,93075,92833,92954,111796,98012,91001,90870,90395,90502,90544,90581,91541,91337,91967,92292,91474,91175,91557,91207,91069,92584,95066,92023,91543,92556
