driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70
1,85666,79829,79788,79563,79508,79359,79503,79747,79968,80103,80453,80629,80335,80468,80304,80174,80093,80375,93941,81428,79811,79951,79931,79519,79807,79966,79012,79093,79787,79059,79098,78678,79310,78926,79150,78594,78796,79116,78055,77912,77769,77748,77808,78076,77765,78177,78100,91546,80198,78222,77976,77573,77230,77586,77560,77155,76727,76646,77764,76651,76719,79585,77584,77713,77243,76733,76804,76471,76354,76797
3,86619,80143,80130,79690,79858,79739,79899,80237,80729,80542,80754,80807,80820,93903,80750,79436,79951,79995,80247,80605,80150,80290,80052,80333,79681,80181,80365,80216,80744,81949,94429,82468,80583,79962,79228,80054,79532,78652,78583,78477,78429,78344,78368,78022,77997,78532,80921,79920,79277,78202,77576,77760,77663,78121,78507,77216,91681,81516,78273,77806,77291,77929,78466,77397,76641,77282,78213,76750,77451,76534
4,89095,80474,80255,79858,79828,79888,80128,80318,80041,80165,80174,80833,81045,80868,80998,93893,81584,79785,79794,79484,79624,79639,79494,80359,79523,79734,79773,80083,80572,81458,79439,78795,79038,78456,78457,78347,78009,77844,77726,77793,77747,77745,77589,78646,78475,77606,90971,79764,77699,77072,76830,76895,76734,76890,76758,76691,76457,76429,77254,76616,76516,79352,76884,77895,76543,76599,76490,76513,76203,77017
8.0,91259.0,81928.0,80657.0,80274.0,81441.0,83990.0,81979.0,82948.0,82780.0,83741.0,83172.0,82501.0,81515.0,81540.0,81288.0,80821.0,80665.0,80564.0,80900.0,81111.0,81410.0,99548.0,82699.0,80713.0,80266.0,80591.0,81205.0,80260.0,80065.0,80788.0,80922.0,80670.0,83831.0,80878.0,80491.0,79615.0,79614.0,80277.0,79683.0,79346.0,79094.0,79415.0,80848.0,78979.0,78834.0,79222.0,79453.0,79866.0,78532.0,78254.0,78633.0,78804.0,78528.0,78528.0,78329.0,80009.0,78756.0,78103.0,78020.0,77880.0,77766.0,78027.0,77865.0,78095.0,79518.0,78573.0,77793.0,78883.0,79089.0,100000000.0
13.0,93125.0,82213.0,80403.0,80158.0,80696.0,84767.0,81407.0,82448.0,82623.0,83171.0,83235.0,84014.0,81043.0,82329.0,81920.0,81259.0,93572.0,80773.0,81513.0,79851.0,79898.0,80516.0,81078.0,81035.0,79629.0,80378.0,80272.0,80205.0,80787.0,80800.0,81128.0,82380.0,81007.0,80412.0,79809.0,79873.0,79921.0,79711.0,80899.0,79838.0,92757.0,80429.0,78920.0,78551.0,78327.0,80066.0,78870.0,79149.0,78296.0,78305.0,78325.0,78762.0,78679.0,79338.0,79370.0,77874.0,77918.0,77382.0,77535.0,77692.0,77667.0,77976.0,77836.0,77912.0,79687.0,78575.0,77578.0,78140.0,76939.0,100000000.0
16.0,90755.0,81555.0,80603.0,80218.0,81114.0,87947.0,81717.0,82406.0,98135.0,83349.0,82740.0,81705.0,80873.0,80892.0,81295.0,80737.0,80540.0,81027.0,81222.0,80824.0,80687.0,80468.0,80783.0,80726.0,80208.0,80318.0,80030.0,79867.0,80017.0,80609.0,80113.0,79971.0,79753.0,79675.0,79670.0,79922.0,93668.0,81912.0,78933.0,78460.0,78967.0,78927.0,79066.0,78849.0,78946.0,79155.0,79983.0,79184.0,78953.0,79074.0,79066.0,78559.0,78789.0,79300.0,79038.0,78385.0,78404.0,79768.0,78178.0,77755.0,84824.0,79357.0,78105.0,78055.0,78022.0,78777.0,77780.0,77694.0,77717.0,100000000.0
17,87088,80582,79848,79751,80095,79805,80201,80349,80455,80613,80846,81040,93646,81181,79665,79515,79958,80328,80268,80583,80219,80022,79785,80397,79585,80799,79749,80139,80560,81020,78739,78375,78754,78457,78532,79544,78075,77934,77813,77953,78126,78875,78250,78946,78003,92569,80509,77907,77007,76753,77105,77542,78265,77614,77345,77012,77297,77675,77579,76830,77380,77169,77246,76812,77367,77394,77267,77162,76182,77418
18.0,93676.0,82559.0,81486.0,80743.0,81163.0,82749.0,82064.0,82550.0,83019.0,83339.0,83382.0,84030.0,82963.0,82512.0,82409.0,82190.0,82194.0,81804.0,81688.0,81345.0,81343.0,81108.0,81658.0,82536.0,81667.0,82182.0,94972.0,81744.0,80435.0,80030.0,80446.0,80136.0,80308.0,80419.0,80573.0,80242.0,80934.0,80520.0,79145.0,78919.0,78919.0,79136.0,80177.0,80816.0,79534.0,78957.0,79139.0,78944.0,78883.0,79520.0,79827.0,78710.0,78579.0,79586.0,78359.0,78453.0,78658.0,78615.0,78051.0,77831.0,78058.0,77884.0,78016.0,77704.0,77867.0,77938.0,77640.0,77458.0,77587.0,100000000.0
20,83616,79011,79455,78874,79136,79226,79406,79642,79411,79693,79500,79735,80201,80094,80945,94298,80712,79086,79200,79053,79128,79268,78477,80177,79572,78606,78591,78477,78616,78862,78574,78597,78797,81494,78667,78520,78631,79287,77795,78647,78040,77381,79374,77680,77324,77042,76926,78464,91037,79376,77768,81578,77434,77072,76561,76711,77032,76778,76620,76833,76599,76960,76973,77144,77447,77010,78149,77864,76975,77914
154.0,97094.0,82908.0,81927.0,81383.0,81782.0,82673.0,81200.0,81402.0,81762.0,83795.0,83410.0,84126.0,82049.0,81345.0,81344.0,81579.0,81385.0,81163.0,80995.0,80942.0,80767.0,80799.0,80901.0,80739.0,80245.0,80351.0,80338.0,80362.0,80347.0,80756.0,81205.0,80308.0,80249.0,80263.0,79893.0,80041.0,80257.0,80242.0,80250.0,80209.0,80551.0,96060.0,81611.0,79162.0,78449.0,78574.0,79040.0,79061.0,78349.0,78678.0,78916.0,80138.0,94897.0,81173.0,78618.0,78355.0,78319.0,78310.0,78291.0,78282.0,77823.0,77607.0,78042.0,78347.0,78733.0,78707.0,77764.0,78279.0,77610.0,100000000.0
807.0,91483.0,82528.0,80779.0,80134.0,80984.0,84552.0,81868.0,82663.0,82859.0,83952.0,83459.0,97492.0,83683.0,82415.0,82939.0,80708.0,80475.0,80477.0,81002.0,81324.0,81245.0,80942.0,81387.0,81236.0,81083.0,80793.0,80739.0,80525.0,80845.0,80696.0,80671.0,81889.0,81183.0,80679.0,80893.0,80880.0,80800.0,93678.0,80607.0,79056.0,79461.0,79355.0,79470.0,79515.0,80141.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
