driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45
64,121946,111683,110777,110286,109799,109625,110260,109761,110158,110055,109740,110078,110533,110377,110728,111574,110655,110019,109956,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,122800,112225,111670,111744,111380,111316,111230,111182,111479,111234,111359,111397,111897,111561,112290,137347,258683,110304,111888,110389,110868,110569,110740,110924,141812,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,117479,109778,109095,108813,108545,108811,108693,108838,109217,109270,108802,108626,108989,109004,109077,109369,108579,109096,109269,108895,109468,112714,130504,108122,107903,108679,108648,109180,110048,112319,108770,108694,108712,108331,108451,108750,108955,108817,108706,108379,108381,108450,109376,109562,109179
71,115214,107893,107816,107554,108395,108278,108384,108351,108235,108216,108087,107874,108069,107979,108354,108547,108493,108146,108160,112063,125612,107092,107047,108436,106584,106504,106826,106692,106725,107341,107044,106875,107152,110423,124514,107649,107248,108321,108555,108912,108375,109438,107945,107500,110499
73,124294,112697,112256,112391,111702,111939,111898,112269,112732,112252,113586,112258,112085,112663,112397,112941,112326,113243,112271,112673,112299,117130,138484,112586,112880,112578,113389,112709,116612,112917,112462,112459,112469,112976,113719,112429,112382,113841,112906,113223,112955,113044,113000,112849,inf
44,121465,111029,109778,115330,126655,108288,108669,109094,110468,109410,108991,110826,111273,111477,110281,109431,109163,109105,108877,108915,110024,110263,114155,131795,109780,109351,109881,109923,109712,109369,109925,109784,109864,110858,110489,109945,110181,110408,110660,110659,110237,110165,110024,110036,111316
77,112853,107743,107890,108207,108354,108079,108160,108123,108124,108135,107887,108263,108393,107910,108236,108156,108370,108633,108252,108143,107997,107682,112499,129415,108130,108039,107905,108380,108488,108259,108220,108595,108483,108526,108231,108586,108034,108425,108604,108618,108619,109167,inf,inf,inf
14,116820,109301,108770,108854,108592,108701,109051,109137,109740,108776,108617,108731,108806,109343,109252,113020,125234,109836,111279,109568,108693,108228,107907,108115,108050,108005,108113,110057,108349,108029,107856,112753,124495,107980,108105,108401,108157,108206,108327,108768,109627,109072,109143,109488,110261
79,124895,112936,112270,112307,111700,112447,111781,111561,112791,112258,112175,111394,111803,111670,110857,111335,111031,110718,110569,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,120954,111077,109799,110471,110291,109787,110066,110162,109787,110240,110570,110128,110453,110284,110289,114147,127360,110147,110225,109950,110699,111301,110486,110468,110667,110199,110380,111137,110647,110433,113716,126489,110183,109773,110478,110561,110159,110223,110183,111996,112475,110844,110706,110376,inf
83,123900,112341,111901,112033,111881,111654,112165,112122,112385,112309,112375,111895,116103,133558,112404,112741,112672,112976,115064,112974,113027,113973,114799,113522,112557,112683,113582,112341,116847,132049,114351,113153,115031,114087,113704,114427,113964,113773,116610,114237,115345,114585,114633,inf,inf
84,120404,110724,110131,110284,110147,109707,109887,109795,109910,110009,109837,109717,109836,110101,110002,109945,110067,111218,111447,110072,110726,213708,136877,109176,110047,109484,109802,109622,109761,110152,110823,110084,109470,109677,109677,109821,110818,111005,110244,109848,109622,110026,110093,110449,inf
22,119868,110398,110315,110202,110009,109599,109672,109838,109811,109956,109748,109903,109763,109803,110005,110088,110319,110990,110591,110431,114745,130758,109939,109873,109942,109559,112966,111594,110166,109946,109767,109947,109899,111827,110442,110001,110095,109953,112283,111090,111050,111389,112527,112427,112022
55,114037,107898,107643,108047,108356,108468,108224,108364,108471,108085,107910,107885,108045,108213,108337,108417,108352,108186,107945,108547,107991,111517,129427,109008,109329,108988,108369,108156,108465,108298,108379,108381,108411,108777,109080,108949,108392,108672,108674,108343,108690,108560,110863,110109,111611
56,117939,110028,108931,108906,109373,108859,108702,108336,108788,109907,108528,108564,108687,112788,128450,108950,108753,109028,110151,109943,110757,110255,109076,108593,108616,108976,108925,109135,109315,114107,126125,108543,108540,108576,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
57,118304,109982,109039,108842,109365,108976,108864,108490,108689,109672,108657,108811,112205,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,115884,109535,108618,108811,108866,108688,109077,109091,109809,108665,108612,108704,108779,109405,109332,109230,109223,109298,109079,108942,109138,112791,132729,108972,108759,108974,108971,109193,109239,110477,109169,108994,108920,109032,109298,108943,108988,109245,108971,108971,109656,109039,109253,109471,110093
63,123262,112363,111674,111771,111503,111320,111332,111361,111324,111183,111267,111268,112173,111666,111757,111209,111243,110853,111019,110991,111039,111170,114360,129967,110553,110995,111029,111296,111345,111753,111277,111505,112518,113625,112304,111507,111603,111721,111621,111838,111875,111911,113240,112177,inf
