driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
2,115346,105328,108176,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,120535,121986,157720,228415,178835,147925,135169,131180,172637,167868,124461,121704,126275,122107,122190,123073,122941,128482,142126,119313,120619,122252,119267,118407,116381,119823,117924,119028,117763,119800,124019,138730,110844,110271,109274,108677,109148,109712,109538,115133,137691,107510,106695,106283,106577,107991,106148,105900,105689,105585,106175,106558,inf,inf,inf
14,110622,103201,107575,148956,182930,161059,198996,184297,178570,172749,116768,116984,117590,117701,116965,117549,115815,115422,114671,113977,113199,112502,112179,111924,115306,136396,113199,111778,111551,110679,109684,108739,107086,107182,105832,105984,105528,105663,105274,105830,104338,104241,105582,103746,103117,103069,102839,103005,102997,103854,104906,103659,102895,103732,103464
15,109260,103597,106888,169436,196546,145730,187756,185695,176319,171214,120457,121358,119541,119463,119284,118446,118019,117388,116604,116044,115187,114553,118670,138705,114378,112095,112184,111167,111394,109267,109652,110048,107817,106481,106329,105851,105782,105028,112249,129579,105055,105173,104860,105020,104715,104980,104759,104406,103994,104195,103982,103559,103835,104798,inf
18,117138,107857,116456,253275,198373,136064,125949,156999,176482,169947,120204,119504,131311,120492,119879,122046,122398,123619,123787,123219,123894,126049,130644,145326,115946,118698,116399,114397,113011,115169,109957,111852,108063,107575,107779,107590,106855,106484,106532,106716,106613,106020,106746,108071,106083,105656,106713,106011,105966,107705,105279,104891,105250,inf,inf
21,117538,106982,114534,194445,169228,155108,163162,185123,176423,171157,122355,120696,117897,119781,119586,119713,119955,119794,120739,125934,151577,118970,114649,113744,112898,113223,113460,115683,113142,111583,111103,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,107443,102037,113662,157874,257968,146981,139830,183000,177883,169775,119169,116604,116470,115604,113379,114067,111466,111464,111508,111208,115331,145227,110839,110125,109311,110084,111170,109374,109074,108893,108293,108512,106881,106023,105275,105896,105884,103793,104091,102643,107036,130145,104531,104193,104123,103320,102825,102557,102338,102515,103240,104112,103543,104027,105845
23,121264,106641,107982,163481,213987,147198,161361,184623,176448,170875,118408,116870,118803,118976,119160,118151,118729,123546,145767,116793,114303,112042,111075,112381,109029,108813,109409,109641,111352,110121,109135,106571,105633,105652,103609,102853,102820,109421,129127,104580,103718,103715,103586,104395,103375,103470,103110,103096,103455,102849,103236,102907,102277,101503,101712
30,106061,101833,118729,157245,257358,145289,140003,184076,176883,170049,118262,115833,114948,113390,115104,111228,110904,110141,109575,109849,109278,110668,108683,107881,107096,107934,106775,106223,109460,112911,142382,109613,107903,107622,106530,106112,105441,105069,105432,106517,106424,105836,106068,105102,104797,104700,104586,104303,103931,104570,104755,104361,104000,105719,109359
31,133677,103926,107507,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,113172,103470,108665,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,114538,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,111587,103700,108954,155530,184330,151350,199160,183465,179000,173071,118823,120487,121151,119733,118996,118328,118182,118084,116637,115787,120251,138404,111302,114264,109256,109767,109392,111715,110875,107939,108032,109851,107662,106608,106185,107043,105303,104998,105809,103995,105203,104631,105794,104030,103071,103314,102987,103146,103595,102119,102790,103964,103912,103915,103867
50,112421,103536,108308,160358,178345,153208,198876,183479,179314,172671,118016,117097,116807,117087,117221,117035,116162,116336,115641,115158,114888,118944,139853,113648,112563,111527,113473,113114,111615,109628,110249,108985,108187,106799,106459,106563,105378,106050,104842,104645,104763,104852,110760,127217,105307,104142,104159,105250,103718,104040,103711,103402,103447,104078,103029
