driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
1,109408,107142,107162,107350,107349,107384,107249,107581,108040,110302,127486,107558,107129,107002,107147,106900,107054,106891,107070,107199,107105,107421,107249,107547,107963,108560,108746,109494,109289,109552,110462,128560,107141,107481,107730,107175,106722,106479,106883,107056,106362,106166,105923,106135,105813,105962,106130,106194,105599,106541,106250,106591,106152,106310,107473
3,110647,107379,107359,107248,107276,107643,107608,107922,108341,108347,110084,126763,106890,107149,107011,107156,106869,107013,107294,107084,107383,107193,108480,110738,111791,111244,111543,111540,110898,110034,109670,110997,111656,112366,133126,108155,109379,108725,108504,113406,108920,108527,108442,108495,109640,107986,107803,107614,108893,111367,127316,110604,115574,113252,inf
4,113828,109149,109097,109115,111146,128364,110648,109026,108934,108799,109165,109020,109212,109433,109406,109579,109842,109893,109445,109804,109685,109116,108824,109134,109175,108964,110372,128728,109040,109705,108720,108034,108021,108173,108338,108310,107758,107679,108441,107944,107774,108616,107927,107569,107424,107554,108864,109169,108168,108296,107870,108132,107852,107800,108351
8,113246,109057,108905,109284,111833,112634,130545,110162,109124,109359,110326,109600,108912,108771,108887,108944,108506,108863,108827,108987,108958,109364,109004,108803,109074,110921,129637,108900,108922,108285,108519,108176,107996,108289,108603,109126,108060,107957,107875,108819,108196,107755,108226,108501,108091,107736,108366,107869,107776,107878,108087,108191,107756,107834,108117
13,111957,108226,107794,107805,107879,107736,107557,107839,107876,107857,107950,108162,110089,127399,107257,107193,107273,107577,107697,107811,107790,108058,108028,108258,108293,109266,108226,107977,107985,107532,107301,107586,107402,107324,107196,106882,107034,107243,106901,107525,107010,107238,109520,125958,105342,104953,104826,104917,105075,105318,105891,105484,105811,106274,106837
16,110874,107543,107749,108165,108389,108500,108237,108140,108020,108996,107508,107785,107938,107775,110157,107620,127926,110449,108418,108787,108345,108458,108775,108724,108581,108455,108837,109122,108719,108775,108646,129507,111560,109793,109745,109714,109691,110012,109751,110359,122074,110692,110419,110540,113477,130301,109262,110180,109727,110237,110274,111020,110047,109868,inf
18,112785,108564,108760,109020,109641,111442,129826,109243,109050,108676,108655,109328,109243,109807,109764,109513,109853,109594,109612,109511,109484,108976,108775,109358,109004,109014,108947,111100,130456,107616,107288,107361,107316,106806,106944,106865,107080,107219,107099,107313,107211,107172,107038,107552,107113,106970,106739,107278,107160,107239,106871,107127,107186,107013,107376
20,123036,110701,110941,110024,111187,109431,109489,109868,109798,109550,109434,109825,110174,109846,109713,109577,109840,109402,109434,109830,111195,130376,108947,108727,108456,108122,107313,108051,107665,107067,107106,106909,107600,107017,107321,108118,107164,106852,107399,107817,109234,107110,106631,106766,107481,109453,126404,106446,106895,105985,105552,106262,106395,106847,106881
154,123057,122918,108855,108930,109218,109456,109921,111690,129579,108916,109407,109440,110717,109180,109478,109691,109501,109312,109707,110154,111379,128172,108476,108570,108397,108251,108292,108581,108478,110228,108631,108151,108179,108256,107897,109002,108400,108041,108109,108300,108040,108139,108697,108252,108356,108302,108401,108705,108581,108464,110030,109480,108942,109121,inf
155,121183,111054,110477,110734,112911,110493,110980,110990,112092,111731,111368,112374,112044,111498,113869,134523,109719,110275,110351,110533,110352,110849,110254,110012,110040,110147,110491,110506,110384,112502,110264,111289,109753,109553,109574,111611,130512,107431,110316,108450,108185,110742,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
807,116485,109764,109431,109807,109841,109807,109358,109403,109686,109709,109724,109547,109699,109461,110954,133839,108247,108622,108468,108349,108717,108752,108434,108539,108629,108594,108602,110738,108384,108061,108031,108367,108484,108518,108635,108522,109564,126918,107253,106751,106989,106633,106817,106503,106917,105987,105777,106249,106083,106239,105944,106279,106391,106797,106468
813,120054,111456,110371,110502,110031,110327,112953,129555,108933,109561,110685,109612,109130,109824,109695,109517,109284,109083,109281,109668,109181,109144,109296,109178,109632,109567,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
815,117708,109955,109625,109759,110096,109939,109765,109637,109886,109883,110435,109694,110066,111545,129118,108041,108162,108169,108350,108596,108534,108648,108711,108940,108614,108746,108463,108554,108493,108507,109311,108500,108376,108368,108404,108410,108273,108451,108340,108533,111172,127628,106509,106356,106260,107270,106699,106800,105808,106137,106717,106639,106632,106627,106820
