driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65
2,92492,85394,84438,84238,84327,83965,84562,84366,84341,84481,83893,83624,83734,84007,83496,83520,83492,83636,83372,84128,83894,83729,83643,88451,103827,82738,82956,83232,83311,83397,83925,83553,83395,83355,83733,83722,83249,83315,87597,107283,85187,83978,84152,84952,84888,84921,84027,84120,84127,83998,85196,84347,84465,84897,84176,84601,84631,84297,85517,85623,84537,84360,83807,83902,84680
4,98117,87179,88073,85888,87322,86253,85662,86307,86328,86078,87524,85626,85856,85196,85610,90012,112000,85451,88242,86568,85203,84861,86397,85161,85356,85321,84926,85048,85292,85075,85080,86549,85246,87287,86212,84994,84423,84735,89070,110735,86024,86377,87425,87531,85584,85727,86100,85217,85341,85518,85418,84846,85296,85148,85124,84993,84712,84667,85044,85774,85342,85424,85837,inf,inf
8,94076,86029,85775,85590,85604,84925,84588,84419,84068,84148,84110,83840,83630,84017,84045,83536,83855,83793,83625,83644,83378,83234,87894,105637,83394,84183,83905,83784,84082,83795,83980,84062,83732,83583,85270,83897,83376,87827,107583,83049,83431,84396,86236,85859,84776,84061,85179,84397,84150,84079,84263,84025,85003,84396,84180,84209,85136,84119,84172,84320,84881,84774,84822,84961,86325
14,112207,112479,82589,82483,83046,84339,83629,85014,83764,82830,82898,83060,82908,83280,83389,84961,84193,82817,82738,82533,82651,82403,82390,82412,83018,82869,82596,86683,104706,83228,82483,82868,82763,82591,82727,82496,82829,82463,82469,82213,82091,84195,84078,88010,106194,82746,82930,82980,83839,83374,83083,82858,83182,83449,84597,83079,84130,84302,85300,83061,82795,82684,82566,82494,82888
15,90376,84284,84402,83752,83719,83586,83765,83392,83535,83481,83407,83363,83662,83571,83478,83218,83181,83324,84066,84921,87843,108233,84314,83087,83405,83990,83679,83717,83396,83704,83729,83797,83715,83668,84084,83479,83560,83224,83324,87107,106907,84013,85596,84734,84586,83861,83846,84245,84165,83917,84635,84824,84165,85025,83923,84232,84605,84407,83719,83510,83544,83832,84323,83794,84611
18,99939,87404,87136,87579,86230,86358,86537,86454,86065,85943,86542,85971,86068,85801,87013,85784,114133,124009,86270,85573,87090,85888,86245,90239,86734,86861,86129,92699,87070,87577,86138,86180,88427,86312,86367,86284,86427,89436,87285,85721,91052,119130,94245,87111,87400,86899,86174,86859,86801,87175,87911,86182,86111,85895,85748,85651,85406,85697,85608,85693,85567,85753,inf,inf,inf
21,97601,87195,86093,86853,87094,86622,86369,86553,86338,86232,87420,85545,85743,85298,85645,85517,86257,85514,85376,85354,85540,89202,90384,114878,85525,85848,85984,85945,89332,87377,86142,86086,87597,88429,88417,87377,85735,87579,86157,90075,111054,86351,88917,86627,87069,86910,86758,86977,86943,87999,87043,86818,87556,89727,87114,88507,87186,89241,88227,86510,86485,87148,86724,inf,inf
22,88169,83211,82811,83026,83175,82885,82990,83908,82896,83020,82720,82403,82970,82721,82630,82429,82303,82730,83395,83148,82787,82556,82682,82820,86846,104970,81720,82573,82526,82477,82820,83038,82834,84037,83261,82962,83683,82719,82891,83020,83037,83073,82982,87208,108111,82352,82680,100054,140004,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
23,89610,83899,83268,83339,83402,83499,83556,83436,83724,83559,83066,83449,83940,82904,82782,82518,82422,82629,82362,82373,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,86078,82693,82609,82542,82712,82597,82837,82835,82862,82766,82242,82631,82689,82224,82461,82196,82108,83615,81832,82168,82482,83198,86029,103937,81151,81799,82226,82818,82369,83057,82095,82447,83048,82289,82111,82005,82193,82031,82632,82189,81882,81603,86588,105016,82497,83034,82743,82632,83326,82894,83280,83147,83255,83375,84221,85011,85796,85112,85674,86200,87269,88100,88791,88867,86189
31,91507,84477,84315,83887,84091,83785,83979,83601,83700,83715,83147,83096,83266,83473,83441,83195,82886,83188,83657,84515,87799,106127,83834,83093,83026,83300,83403,83507,83527,82972,83543,83618,84085,83185,83042,83152,83354,83119,82841,83003,86914,108456,84234,83946,84369,85407,84400,84165,84377,83620,83697,83742,83939,83948,84189,83659,83551,83638,83759,83716,86035,84107,83859,84226,83638
