driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65
35,91911,84870,84115,84259,83934,83786,84247,83999,84100,84226,83829,83210,83306,83739,83306,83583,82965,83444,83028,83451,83606,82513,87155,106543,83419,83126,83218,83506,83682,83811,84285,83733,83772,83824,83977,83221,83024,83143,83225,83307,87452,108883,85768,84345,84072,83756,83633,83758,83563,84021,83855,83419,83406,83347,83665,84329,85997,83868,83563,83303,84804,84808,84154,85717,86046
37,98854,86738,85932,86611,87414,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,94379,85841,85114,85293,85408,84899,84581,84233,84287,84148,83902,83709,83535,84472,83786,83337,83263,83423,83388,83685,83775,83366,83330,87625,119053,82475,83055,84070,82955,83079,83395,83217,83077,83077,83332,83675,83257,83639,82954,82768,82928,82897,86923,106355,83820,84262,83982,84367,86972,84355,83900,83888,83702,84001,84214,84409,84197,84149,85276,84075,84079,83669,83600,84394,84010
49,99153,86692,86158,86410,87414,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
50,94778,86224,85624,85510,85585,85362,85224,85077,84868,84595,84406,84522,84366,84671,84404,84305,83965,84084,88553,109823,85817,86405,84541,85956,85054,85160,85266,84849,86736,86117,85389,85211,86543,85390,85405,85340,89869,86396,90747,112885,87259,86155,89443,85955,85463,87331,86174,85864,89137,86264,86125,86259,86825,86580,86484,86244,86581,86476,85952,86077,85268,85526,85838,inf,inf
54,97008,86642,85637,85874,86259,85362,85725,85573,85336,84498,84904,85094,84455,84296,83947,84133,83822,84599,84508,85091,84088,83808,83794,90545,112124,85304,85107,88090,85452,89366,85892,85171,85522,85399,84974,84769,84586,85942,85482,84724,84586,84663,84483,86911,84888,83951,89405,111035,86839,85716,86624,86511,86104,88161,85231,85061,87145,85029,86579,85556,86032,86286,86563,86531,inf
55,96072,86278,86013,85909,85795,85507,85199,85182,84996,84773,84615,84495,84391,84215,84504,84136,84011,84185,83803,83668,83671,84698,88190,111022,85404,85556,85678,85460,85639,88170,85247,85125,85212,86543,85329,85061,85388,85902,85133,84389,84493,84620,84563,84313,84364,84511,86464,84618,84520,88379,107072,84681,84371,84525,84356,84333,84467,84642,85128,84426,84178,84183,83992,85073,inf
56,93784,85901,85341,85384,85350,84531,84231,84453,83932,83980,83721,83778,83763,83653,83821,83409,83447,83527,83338,83880,83963,84095,82568,87061,109387,84150,83984,83722,83933,83847,84121,83943,83776,83791,85263,83490,83248,83443,83363,83077,83083,83213,82901,82881,86734,108627,84148,85176,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
57,86742,83192,82741,82892,82983,82637,82827,82793,82810,82897,82516,82354,82471,82298,82403,82468,82391,82878,82280,82110,82599,82820,82326,81641,81751,81847,86116,105063,82379,82859,82754,82681,82661,82492,82567,82226,82109,82307,82015,82552,82402,82195,82323,82819,82800,81514,82102,81552,81368,85439,103764,81456,82122,82938,81826,81851,83108,83374,82281,82706,82997,83873,83126,84164,inf
58,100569,87828,87234,87391,87048,87131,87175,86896,87144,86977,86298,86215,87574,86895,86834,85791,89193,92900,114324,85911,86439,89728,88813,87693,89633,86553,88236,86767,86744,87128,87870,88268,86292,86037,88595,86320,88258,86973,86852,88453,92239,123163,88234,91636,89110,87419,88836,87265,89530,87910,88003,88963,87823,87551,87630,87383,89161,91228,88408,89022,88867,88758,inf,inf,inf
59,103182,112097,84803,84740,84992,85162,85175,85271,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
