driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
15,109890,149226,162324,149013,94722,92872,93173,93208,94598,93467,96495,94538,96080,93737,94326,93861,93641,93686,92967,92930,92794,92479,92737,92593,93764,92526,92212,92466,92166,92234,92623,91759,91620,91508,91275,91352,90761,91323,113362,90921,92199,92460,91328,91780,91465,92857,91448,91144,92512,91112,90894,90853,90593,91118,90658,96137,92580,99012,94173,92591,92646,93054,92361,92443,91927,94288,93383,93334,93384,92991,94491,inf
21,99492,151474,161809,150884,92906,92252,91735,91302,91466,91332,91478,91695,91485,90888,91157,90665,90508,90530,90278,90381,90545,90424,90667,90725,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,127236,135420,163298,147098,95544,92184,91436,93483,93583,92052,91803,90959,91008,92036,91970,91896,92138,92359,92064,92619,90820,113746,89913,90114,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
23,101023,152782,162055,149785,93857,92992,93093,91051,91290,90744,93107,91617,90704,90420,90798,90176,90079,89965,90236,90142,90090,90264,90019,90698,95353,90867,89951,90653,90021,90822,89637,89481,89860,89210,112506,90770,91095,90363,90956,90321,90426,89866,89642,90215,90974,89864,91078,90885,90599,90253,89486,89249,89783,89968,89278,88382,90060,89459,88714,88465,88545,89018,90155,88825,89156,89382,89876,88822,89537,91195,90496,93298
35,93550,154508,161321,151485,90909,90389,89843,89619,89541,90186,89868,90269,90063,89617,89728,89704,89649,89872,90367,89643,90817,110048,90284,90381,91092,91811,91840,91524,90468,90112,90101,90923,90030,90646,91775,89340,88996,89408,110789,89774,89328,90226,89775,88855,89035,88405,88504,88151,88500,88312,89277,88456,88737,88028,88319,88649,108609,89237,89831,89505,89589,89536,89034,89193,89222,89053,89170,89064,90820,90331,89375,89299
44,98682,150506,161748,151459,91728,89864,89561,89090,89609,90525,90210,90578,90735,90218,90814,90861,90554,90487,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,96017,152498,161239,151971,91832,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
50,106110,150615,161616,149820,94655,93119,92393,93393,92479,92466,92386,92525,92256,91992,92026,91768,91799,92797,92092,92184,91772,91825,90026,108767,90568,91287,91487,91790,91461,91377,91399,91553,91766,91110,90413,90355,90318,90229,90272,90190,89802,89584,89541,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,102563,152910,161800,149412,94898,92748,92532,93627,91780,92101,92191,92905,92494,91625,91770,91438,91446,99735,91704,91326,94769,90635,90679,89362,91971,92619,89105,89221,88964,89062,89447,89020,88827,89398,89538,115857,90432,90179,90275,90215,90501,89906,89886,89720,91206,91070,90306,89558,89046,89409,89420,89774,89364,89513,90047,91287,90072,89849,91358,90433,90479,89936,90247,89554,89254,90158,90738,92063,91168,90286,90834,91052
56,99416,150826,161785,151158,92496,91610,91802,91404,91355,91201,91349,91304,90915,90648,90689,90411,90260,90654,90203,90083,89951,92467,90060,109260,90709,90218,90099,90684,90129,90106,90311,90072,89737,89551,90017,89470,90205,90232,88842,89419,88816,89079,88617,88288,110706,90317,90023,89500,89857,89609,90026,90008,90717,89551,89296,89188,89175,88856,89144,88951,88835,88988,88473,88927,89070,89165,89293,89751,89540,90706,89568,89546
57,109094,148289,162174,149071,94805,93030,92550,93163,92655,92554,92494,92518,92188,91894,91985,91994,91714,92847,91875,92275,92007,91621,91300,90939,91232,90089,89632,90192,89586,89769,89498,89676,89329,89573,89486,89584,89429,89989,90559,90104,111661,91549,90950,90822,89864,89848,89433,89787,89800,89382,89158,89581,89299,89410,89670,89949,89937,89076,89559,89225,89801,89514,89263,89310,89728,90341,89849,90523,90310,91493,90285,90926
