driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
2.0,109870.0,140736.0,88241.0,85713.0,85464.0,85429.0,84914.0,85313.0,84826.0,84436.0,84988.0,84967.0,84298.0,83920.0,83998.0,84201.0,83793.0,83393.0,88166.0,106454.0,85285.0,84583.0,84849.0,84725.0,84366.0,84692.0,84987.0,84979.0,86001.0,84438.0,84881.0,84330.0,84160.0,85593.0,85729.0,84473.0,85232.0,84724.0,83852.0,84568.0,87755.0,105249.0,85548.0,85011.0,87241.0,84760.0,84842.0,84287.0,84698.0,85765.0,85284.0,85210.0,84761.0,85075.0,83597.0,83641.0,83464.0,83360.0,83546.0,100000000.0
4.0,99665.0,144279.0,84053.0,82651.0,82515.0,83138.0,82619.0,83088.0,82838.0,82315.0,82637.0,82484.0,82519.0,82143.0,82463.0,82124.0,82034.0,81846.0,82367.0,81761.0,82286.0,82855.0,86771.0,105722.0,84237.0,84692.0,83038.0,83027.0,82932.0,82599.0,82732.0,82485.0,82963.0,82488.0,81853.0,81965.0,82436.0,83422.0,82428.0,81228.0,81407.0,81522.0,82251.0,81869.0,83246.0,81287.0,81383.0,81318.0,85278.0,99844.0,82635.0,81951.0,81906.0,81500.0,82001.0,81821.0,81989.0,81848.0,82840.0,82733.0
8.0,105411.0,141369.0,86907.0,85180.0,84965.0,84293.0,84429.0,84229.0,83859.0,83979.0,84139.0,83830.0,83966.0,83748.0,83729.0,83147.0,83592.0,83001.0,83238.0,83677.0,82641.0,81660.0,81668.0,82375.0,82546.0,87327.0,103363.0,82569.0,82393.0,82141.0,82363.0,82092.0,81659.0,81760.0,81990.0,81526.0,81303.0,81388.0,81205.0,81076.0,81680.0,81938.0,82171.0,81075.0,85901.0,100451.0,81975.0,81892.0,82561.0,82170.0,81836.0,81834.0,81817.0,82230.0,81736.0,81807.0,81636.0,81719.0,81360.0,80502.0
11.0,305023.0,85989.0,84487.0,84581.0,84217.0,84197.0,83989.0,83625.0,84184.0,83931.0,83776.0,83689.0,83614.0,83352.0,86733.0,83763.0,88416.0,85182.0,83843.0,83450.0,82912.0,83417.0,82801.0,83112.0,83117.0,83128.0,83850.0,82813.0,82976.0,83477.0,87511.0,107496.0,84732.0,84159.0,84522.0,84197.0,83899.0,83890.0,84150.0,83386.0,84184.0,84836.0,87010.0,85167.0,84772.0,84807.0,84391.0,84606.0,84111.0,83187.0,84332.0,83238.0,82842.0,82551.0,82943.0,83247.0,83441.0,82900.0,100000000.0,100000000.0
13.0,111710.0,139704.0,88568.0,85953.0,85958.0,85216.0,85258.0,85023.0,85437.0,84857.0,84705.0,84404.0,84312.0,84223.0,83929.0,83855.0,84369.0,83933.0,83768.0,83206.0,83086.0,82821.0,82717.0,86850.0,106299.0,84845.0,84382.0,84210.0,84203.0,84414.0,85350.0,83836.0,83818.0,83635.0,83610.0,83484.0,83839.0,83833.0,83684.0,84146.0,84066.0,83718.0,85201.0,82859.0,82466.0,82991.0,86725.0,101899.0,83351.0,83286.0,83634.0,83401.0,83358.0,83093.0,83222.0,83277.0,84760.0,85295.0,83319.0,100000000.0
14.0,111065.0,139863.0,88539.0,85905.0,85680.0,85339.0,84919.0,85173.0,85684.0,84408.0,84725.0,84316.0,84481.0,84015.0,84072.0,83868.0,84645.0,83669.0,88068.0,109400.0,85630.0,87478.0,85941.0,85890.0,85028.0,84909.0,84724.0,85611.0,84750.0,84928.0,85152.0,86554.0,85540.0,85303.0,84008.0,83312.0,83829.0,83697.0,83629.0,85525.0,84002.0,83362.0,83454.0,83089.0,85061.0,85272.0,89671.0,103640.0,84450.0,84175.0,84921.0,85151.0,85032.0,85427.0,83800.0,83404.0,83519.0,83356.0,83437.0,100000000.0
15.0,103176.0,143001.0,86642.0,85010.0,84795.0,84489.0,84055.0,84273.0,84027.0,84004.0,84049.0,84009.0,83877.0,83762.0,83334.0,83145.0,83443.0,83081.0,83291.0,88718.0,106709.0,85155.0,84795.0,85006.0,84029.0,84217.0,84392.0,84768.0,83904.0,83531.0,83865.0,83801.0,83581.0,85314.0,83160.0,82812.0,82813.0,82621.0,82576.0,82240.0,82360.0,86942.0,104391.0,84371.0,86157.0,83862.0,83390.0,83941.0,82896.0,82982.0,82628.0,82485.0,82298.0,82389.0,82298.0,82112.0,82551.0,82244.0,82470.0,84202.0
17.0,107941.0,141527.0,88046.0,85680.0,85337.0,84789.0,84521.0,84724.0,84467.0,84395.0,84387.0,84590.0,84024.0,83845.0,83459.0,83291.0,83316.0,83324.0,84225.0,87616.0,106683.0,84721.0,85260.0,84573.0,84284.0,84805.0,84464.0,84071.0,84066.0,84693.0,84426.0,84210.0,84040.0,83639.0,83475.0,83639.0,84337.0,83820.0,83726.0,84280.0,84087.0,83681.0,89066.0,104887.0,85516.0,85348.0,86894.0,84658.0,87151.0,85043.0,84770.0,84780.0,84697.0,86276.0,84286.0,85326.0,86421.0,86276.0,86490.0,100000000.0
18.0,100531.0,143748.0,84744.0,83161.0,83209.0,83048.0,83021.0,83348.0,82973.0,83088.0,83023.0,82996.0,82858.0,82785.0,82620.0,82197.0,82316.0,82385.0,82534.0,86462.0,105670.0,84413.0,83542.0,83442.0,83420.0,83835.0,83488.0,83286.0,82986.0,82887.0,83118.0,83286.0,82775.0,82575.0,82751.0,82382.0,82497.0,82483.0,82319.0,82388.0,82216.0,81993.0,86211.0,104688.0,84119.0,83728.0,83274.0,83683.0,83656.0,83019.0,83465.0,82715.0,82851.0,82692.0,82625.0,82568.0,83009.0,82937.0,82956.0,82857.0
21.0,101946.0,143743.0,85641.0,83669.0,83480.0,83311.0,83071.0,83749.0,83447.0,83050.0,83127.0,83398.0,82904.0,82722.0,82676.0,82164.0,82278.0,82052.0,82550.0,82443.0,82023.0,81509.0,81344.0,81527.0,86945.0,104066.0,82927.0,82840.0,83303.0,82349.0,82546.0,82793.0,82688.0,82826.0,82659.0,82026.0,82389.0,83293.0,82274.0,81884.0,82154.0,81339.0,81159.0,81515.0,81606.0,85882.0,113486.0,82031.0,82572.0,82326.0,81802.0,81730.0,81916.0,83061.0,81472.0,81554.0,81637.0,81560.0,81744.0,81324.0
