driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
14,92367,91605,91063,90795,90436,90317,90372,90066,90690,89851,89856,89896,89703,89962,89561,89860,92309,90891,92862,89910,89497,89728,89527,90643,91203,89904,111056,90219,90039,90035,89870,90719,91315,91548,91578,90040,90629,90397,91051,91433,90221,90686,90988,91414,111746,90680,91220,91672,90630,90538,90625,89962,89691,89766,90368,90739,90536,90865,92665,93724,91721,91333
15.0,100938.0,95889.0,93856.0,93390.0,93367.0,93430.0,93591.0,92604.0,92361.0,92883.0,92805.0,92622.0,92746.0,92610.0,92499.0,93428.0,92568.0,93050.0,92577.0,92486.0,92749.0,93536.0,114381.0,93633.0,92616.0,92905.0,92532.0,92939.0,93128.0,92871.0,93284.0,94783.0,93135.0,115900.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
21.0,99319.0,94321.0,93077.0,92345.0,92349.0,92652.0,92372.0,92588.0,92465.0,92486.0,93035.0,92907.0,92295.0,92345.0,91969.0,92056.0,92558.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
23.0,100250.0,95810.0,93552.0,92911.0,93473.0,92806.0,92641.0,92783.0,92533.0,92839.0,92508.0,92368.0,91897.0,91917.0,92189.0,92258.0,92303.0,92550.0,92750.0,91837.0,92648.0,117067.0,92375.0,92496.0,92876.0,93092.0,93840.0,92869.0,93484.0,92838.0,95401.0,93572.0,94876.0,93428.0,94226.0,95768.0,121182.0,93704.0,94091.0,92733.0,92740.0,95443.0,93356.0,94473.0,94267.0,93821.0,93128.0,94599.0,94010.0,95241.0,93776.0,93978.0,93459.0,93871.0,94920.0,96901.0,94724.0,97577.0,94939.0,94826.0,100000000.0,100000000.0
25.0,136962.0,150320.0,92694.0,92627.0,92584.0,92106.0,92683.0,93081.0,91888.0,92704.0,92958.0,92266.0,92477.0,92605.0,91562.0,92640.0,92191.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
30,94335,92044,91850,91598,91199,91104,91455,91056,91255,91106,91464,91191,91102,90655,90550,90947,91635,91253,90654,90729,91438,90753,91476,90945,91310,90951,112750,90138,90606,90759,91014,91876,90536,90569,91207,90376,90194,90196,90513,91382,91244,90795,90273,89885,90919,90843,110401,89345,89406,89482,89408,89961,89915,89705,89613,89738,89579,89596,91306,90279,90506,90777
35,95579,92566,92671,92211,92503,92106,92160,92027,92463,92094,92221,92175,91769,91752,91771,92087,92304,91959,92179,92874,91925,91654,91834,91861,91832,91840,115904,90789,92018,91359,91117,91105,91365,91024,90830,90859,90520,91075,90891,91313,91665,90778,90676,90371,116254,90762,90103,90584,90622,90747,90924,90708,90545,90830,90981,90141,89726,90900,90538,90258,91015,91469
44.0,102181.0,95764.0,94253.0,94000.0,93521.0,93831.0,92935.0,92899.0,92732.0,92730.0,92651.0,93227.0,92648.0,93057.0,92309.0,92875.0,92509.0,92259.0,92154.0,92664.0,91844.0,92735.0,91569.0,112010.0,91451.0,92354.0,93965.0,92796.0,93592.0,92623.0,92562.0,92009.0,92458.0,93603.0,91742.0,93134.0,91262.0,91984.0,91619.0,92811.0,91424.0,112197.0,91249.0,91360.0,91337.0,91632.0,91319.0,91383.0,91539.0,91179.0,92807.0,93026.0,91437.0,90826.0,90481.0,90853.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
49,97965,93948,93234,92774,92847,92717,92640,92624,92387,92595,92972,92890,92289,92204,92018,92143,92379,92225,91920,91598,91691,93143,91391,92469,92302,91781,91439,113730,92526,91866,91051,91848,91707,91394,91436,91153,90851,91228,90781,90283,90856,115227,90794,91120,91185,91545,92012,91708,91739,91564,91289,91529,91198,90785,90547,91315,90681,90828,91651,91621,91689,90748
55.0,99400.0,95286.0,93321.0,92623.0,93250.0,92679.0,92192.0,92343.0,92813.0,92485.0,92162.0,92676.0,92540.0,92588.0,92226.0,92058.0,92416.0,92191.0,91741.0,91210.0,91419.0,93226.0,112420.0,90391.0,90749.0,90981.0,93233.0,93115.0,92293.0,91184.0,91141.0,92559.0,91645.0,91104.0,90983.0,91046.0,90510.0,90947.0,90753.0,90882.0,116952.0,92019.0,91739.0,92290.0,91937.0,91712.0,91633.0,92332.0,91735.0,91607.0,91476.0,91675.0,91456.0,91456.0,91322.0,92115.0,91869.0,94768.0,93537.0,92573.0,95709.0,100000000.0
56,96579,93219,93031,92996,92332,92164,91855,92284,92260,92091,92003,92253,91821,91564,92055,91566,91544,91852,91985,92780,92368,91650,91853,91695,91684,91526,90421,112504,90704,90733,90727,90773,90738,90780,90585,90768,90621,91032,94555,91290,92453,90836,92092,89923,110773,90207,90816,91466,91688,90608,90784,91123,91450,90615,90824,90541,90535,91584,90505,90206,90361,91738
57.0,93252.0,91875.0,91459.0,90779.0,90516.0,90431.0,90662.0,90612.0,90504.0,90274.0,90422.0,90230.0,90158.0,90432.0,90115.0,91390.0,118921.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
63.0,101677.0,95823.0,94146.0,93769.0,93577.0,93066.0,93134.0,93226.0,92545.0,92385.0,92885.0,93103.0,92430.0,92009.0,92382.0,93225.0,92810.0,92783.0,118115.0,91267.0,91791.0,92644.0,93752.0,92318.0,92229.0,92958.0,94098.0,143597.0,92150.0,121744.0,96237.0,96188.0,96823.0,95766.0,95221.0,95003.0,96154.0,96296.0,94983.0,94716.0,94629.0,94625.0,95139.0,94950.0,94685.0,94546.0,95766.0,94298.0,94700.0,94258.0,95051.0,95058.0,93471.0,93322.0,93948.0,95926.0,96002.0,96464.0,94478.0,95525.0,100000000.0,100000000.0
64.0,103811.0,97249.0,94363.0,95238.0,95478.0,95222.0,95041.0,93683.0,93348.0,93156.0,92988.0,93652.0,94019.0,94842.0,96243.0,96656.0,98814.0,105133.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
