driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
1,143334,166810,159186,165079,108052,108563,107519,106746,107592,107557,107820,105502,104929,104403,111650,127051,105355,105802,105934,106614,105135,105830,105814,105750,105614,105767,105103,105864,105238,105642,104933,105304,105121,105432,105375,107405,108295,110066,104606,105137,105228,104684,104738,104897,105684,104566,104775,104566,103800,104255,104748,103288,103503,104488,103252,102913,103697,103553,103802,103538,104707
4,152992,167277,161091,159852,110255,109733,109194,108811,108743,108997,109660,109220,109832,110203,111038,111032,107422,107522,106798,107111,107048,107142,107252,107086,107376,106882,106796,107146,106790,107202,106805,106893,106699,107143,106837,106896,107999,115275,127447,105535,105921,105958,106736,103518,106138,104786,105377,105530,105864,107072,106083,104881,104674,105403,107882,107143,103164,104611,105074,105012,108763
8,148568,167593,159219,161933,108817,108816,107999,107736,107375,107479,107962,107239,107069,106235,106259,106480,105547,106196,106582,106011,106674,115399,124271,104746,105265,105580,105654,105384,105795,105396,105556,106095,105591,105303,104810,105309,106009,106739,109040,106660,105234,105891,105790,105732,105723,104715,105253,105745,105972,106237,106286,106174,106078,106254,106107,106493,106732,107752,106306,106922,106825
20,144278,168264,159086,163639,108305,108471,107397,107258,107427,107627,107693,106104,105352,112997,123072,109336,106122,107995,105865,106066,105730,105756,105553,105799,105936,105469,105327,105644,105605,105951,105556,105602,105633,105568,105579,105574,105935,109382,106676,105646,105327,105409,104925,105149,105417,105683,105499,104669,105244,105801,105219,105305,106467,105956,106738,106549,105876,105848,105829,106396,107975
154,151724,167454,160465,160919,109355,109120,108934,108623,109220,109010,109396,109785,110652,110554,110774,119146,128416,108251,108629,108529,108088,108002,108473,107979,108381,107919,108555,109053,108315,108400,108385,108432,109588,112606,110437,110894,114525,110053,111543,107250,109145,106723,106646,107009,107219,106908,106741,106464,106317,106941,106003,106467,106458,106222,106031,106620,105904,106599,108225,107781,inf
807,155462,167216,162071,157963,111024,110904,110054,109173,109188,109159,108749,109069,109526,109203,117216,127551,108915,108330,108275,108177,107821,108623,108340,108264,108125,108000,108447,108169,109218,108262,108338,108407,109705,109195,106112,107159,109338,106928,107195,106825,106850,106512,106990,110271,109807,110414,106257,106945,106141,106095,106137,106136,106093,106370,106519,107529,106741,106217,106772,106563,inf
815,150503,167349,160590,161245,108673,108963,108388,107968,108002,108145,108250,108514,109511,109655,109636,110575,117819,129117,107508,108554,109392,109175,108974,108994,109248,108668,108598,109199,109595,108464,108561,108498,125587,127642,106075,105670,105602,109043,117741,122513,106531,106349,106571,108925,108622,106550,105722,105389,105668,105847,106180,105687,105692,105879,106281,106434,106857,108012,108985,106706,inf
817,149326,167786,160668,160397,109039,108804,108095,108223,107778,107826,108114,107788,107523,106805,105939,106081,106253,105720,105688,105912,106684,106690,105845,106409,106422,106228,114890,128039,107541,105788,105603,105274,105023,105334,103853,104778,105194,105157,106543,105982,105954,104793,103652,105435,105286,104743,106186,107396,103335,106367,105696,106233,106460,109243,103214,107257,108702,107989,103120,106716,106774
822,146833,168394,158916,162536,108477,108699,107909,107399,107307,107814,107859,107125,106839,106319,105839,113563,125123,105544,105680,106191,106398,106378,105843,105387,105427,105812,105464,105675,105684,105813,105464,105637,105452,105721,105719,105361,105885,108318,108553,106622,104812,104720,107345,105503,105358,104869,105355,106146,106216,106354,106040,106256,106040,106031,106568,106519,106905,107076,106347,107211,106891
825,165644,163962,162436,152703,111813,110974,110318,110004,109933,109966,109155,109076,109364,109047,109946,109818,110086,109779,108915,108951,108858,109130,108667,108568,108777,117382,125653,106613,106309,106569,106770,107449,109343,110764,113543,117993,127022,104703,105097,107425,110771,109533,106050,105697,106358,106958,106534,114585,124527,101905,106121,106645,107907,110278,106485,107907,110498,107436,114270,inf,inf
828,163605,164965,162208,153403,111588,110943,110033,109884,109574,110085,109095,109406,108691,109609,109837,110348,109963,109473,108812,108617,108886,109071,108527,109091,109179,109387,107903,107878,107343,107467,107013,107790,107298,107176,106937,107620,107790,107404,108397,107844,108012,108125,113450,117940,125409,105441,107377,105797,105326,105169,105782,106814,108340,107792,106911,107283,107228,107781,107329,107382,inf
830,145361,168840,158146,163709,108360,108359,107717,107186,107348,107706,107754,106826,105962,105767,105283,105216,112508,125658,105893,105753,105991,105741,105630,106004,105862,105590,105505,105251,105609,105239,105542,105234,105102,105184,105649,105702,106900,110394,105978,104868,105213,105175,104696,104892,105248,105154,104251,104721,104697,103852,103533,104780,103610,103345,105322,103691,103905,104030,103916,105179,105035
832,154075,167777,160589,159630,110637,110337,109504,109200,108924,108878,109383,109674,109266,109302,110555,111296,108000,107803,107468,107433,107410,107254,107257,107172,107232,107314,107158,107027,106912,107105,107051,107023,107305,106667,106931,107164,115341,126917,107124,107627,108200,108055,111173,106722,105810,106272,105402,105480,105327,105211,105377,105381,106426,107951,108180,105621,105673,106327,106514,107255,inf
