driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69
64,99218,127988,131734,134379,123363,86798,84510,84586,84312,84733,84741,85083,106617,117019,139861,125939,85471,85126,87050,118583,126216,86763,83309,83267,82961,82595,82292,82156,82184,82177,82669,82261,82029,82439,82611,83265,106345,86931,85320,85370,83878,83975,83881,83684,83334,83774,83797,84125,83032,82855,82757,82927,83041,83296,83471,83093,83097,83137,82926,82960,82492,82930,83732,83036,82908,82169,81814,82970,inf
65,109676,119843,132075,134435,122095,87040,85203,84292,84962,83466,84577,84479,83814,85348,88260,113537,121822,85676,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,91565,130976,132787,133183,125021,84617,83264,83828,83621,83125,83176,82358,82408,82663,85363,128980,124837,84821,84246,85857,119680,125937,546038,90745,85823,83787,83478,83425,83364,83170,84879,83102,83040,83418,84168,84098,83207,85407,83854,82569,86234,83353,82416,83544,82781,82439,82095,82121,82008,81853,81781,82310,81972,81850,82461,82819,83088,81636,81564,81458,81233,81271,82432,inf,inf,inf,inf,inf,inf
71,96759,129141,131538,134829,123439,85302,84025,82937,82929,83032,83026,82983,83805,83788,85683,126454,123304,85111,84502,91456,114990,125425,84309,82809,81933,82366,82162,81995,82153,82558,83520,83305,82887,82682,82569,82639,82778,83095,103354,86234,153674,290527,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
73,101972,126163,132144,134395,122580,86798,84814,84547,84243,84598,84948,85335,84930,84640,112097,96509,119091,85768,86761,89732,135412,102775,87658,85141,85084,86017,84946,84984,85415,84975,84811,85218,84610,85276,85136,84926,84775,84970,85444,85942,86216,86582,85458,84628,85161,85050,84955,86574,85614,85531,84913,84468,84206,84733,84512,84057,84097,84143,83556,83418,84044,101831,87946,84031,84279,83985,84001,83802,inf
74,115859,117466,130948,133703,122419,86732,84980,84935,84671,84576,85381,85029,84510,84319,91728,108903,120983,85879,85307,90415,113125,125031,143615,88320,84468,84210,84383,86662,84444,85170,86236,84237,84150,84467,84776,87235,84169,84277,84014,84427,85444,84221,83297,83490,85081,83593,83489,83635,83042,82965,84385,83194,82939,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
75,103267,125546,132169,134284,122636,86827,85067,84646,85558,84789,84201,84671,84791,85271,88929,111595,121484,85638,84275,90336,114657,125179,85606,84892,83999,83643,83381,83150,86448,83921,83496,83353,83108,82911,83027,83320,83626,83396,103977,87287,84115,83916,84001,84171,84073,84232,84227,84096,84802,83931,83893,83838,83714,84113,84792,83994,83287,83274,83264,84192,84397,84432,83597,83248,83629,83043,82907,84402,inf
44,112551,117747,131993,134373,121998,87047,85013,84478,85096,84878,84334,84480,84729,85182,89662,111196,121219,85732,84209,90763,114658,124722,85551,83816,84125,83548,83049,83329,82802,84140,81917,82938,82628,83092,82909,82224,82021,81879,81669,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
76,98200,128569,131386,134746,123295,85962,84970,84485,84706,84695,84893,84764,84727,85733,88029,112597,122732,85524,84671,90096,115119,125140,85668,84594,83935,83409,83144,83150,82955,82953,82921,82867,82892,83138,102257,86300,83755,84275,84678,84882,84723,84397,85440,85206,84770,84331,83894,84185,85511,83797,83589,83677,84257,83777,84842,83570,83532,83450,83562,83449,84378,85327,83174,83567,83320,82898,83353,83920,inf
14,87511,131559,133393,132956,126574,82149,81809,81830,81285,81064,80852,81413,81195,81685,83534,143298,127523,81033,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
