driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
1,110984,107726,107134,106964,106549,106511,106431,106321,105989,106017,106075,106007,106329,106236,106516,108071,123270,104921,105166,105533,105200,105903,105460,105332,105629,105209,104809,104759,104652,104511,104469,104960,104784,105319,104857,104723,105138,104470,105296,106618,124556,104298,103925,103982,104451,104067,104276,104362,103681,103939,103461,103938,103637,103512,104953
3,116239,109142,108610,107990,108030,107887,107602,107415,107476,107446,107168,107059,107376,107366,107480,107443,109186,125340,106722,106333,106104,106241,106072,106129,106142,105767,106180,105381,105499,105558,105340,105531,105353,105012,105289,105132,104976,104831,105110,105674,105056,104795,104696,104697,106362,105042,104600,106884,124803,105110,104613,104345,104428,104148,103993
4,113560,107861,107287,106782,106625,106497,106432,106059,106169,106125,105999,105944,106044,106366,106022,107723,124295,105648,105455,105469,105245,105270,105789,105244,105811,105134,104762,105618,105138,104935,105045,104956,104270,104644,104866,104515,104982,104302,104521,104179,103914,104106,106530,125939,105301,104562,104188,104038,104132,104144,104345,104125,104390,104112,104929
5,122351,111812,110787,111439,110380,109513,109345,109055,109089,109103,109048,108683,108967,109342,109295,110978,129837,108542,108435,108598,108462,108555,108134,109061,108147,108128,107914,107583,107681,109234,110015,107580,108067,107620,107500,108203,107265,107731,109473,129785,109269,108405,108476,107650,107066,107137,107032,107005,107089,106610,109476,106944,107412,107445,inf
10,123333,112000,112192,111677,112768,111364,111194,110895,110973,111621,111114,110666,111274,111683,111150,110522,110782,110650,110503,110451,110308,110418,111325,113098,112281,132106,109295,111100,108941,108804,108489,108807,108453,108387,108419,108798,108774,108947,108637,108579,108312,108085,109002,111499,132337,110353,109919,108801,110436,110062,112364,109470,111758,inf,inf
13,115291,108960,108362,107346,107627,107202,107054,106772,106793,106824,107340,106832,106663,106833,108620,124787,106086,106016,105982,106015,105717,105856,105615,105616,105477,105352,105299,105351,105642,106967,105675,107054,105158,105282,105187,105433,105172,105671,105589,107847,125521,105390,105328,105085,105015,104769,104373,104896,111786,104476,104288,105545,104407,104587,104633
15,124833,113732,112538,112061,111686,110800,110238,110318,110875,109494,109383,111260,109881,109770,110155,109895,112528,130537,109610,109639,109356,111395,108845,108473,108520,108256,111231,108025,108003,107825,108296,110040,107820,107464,109439,107444,111329,109813,107773,108069,107538,109539,131206,110464,109142,112099,111578,109576,110759,110912,108256,107690,108496,inf,inf
16,117646,109953,108738,108958,108341,107993,107941,108085,107622,107797,107926,107722,108193,108259,108155,109750,126254,106565,106906,106358,106391,105909,106012,105874,105661,105599,105678,105634,105876,105481,105490,106307,106118,106290,106078,108367,126728,106031,105952,105687,105538,105342,106400,105927,105503,105220,105228,104804,104856,105121,104969,105214,104709,105061,104791
17,114836,108735,108437,107207,107049,106716,106798,106827,106550,106796,106425,106421,106609,107026,108469,107102,107920,130972,105506,105512,105140,105165,105081,105165,105295,104975,104872,105004,105407,106949,105676,106935,106736,104969,106305,123015,104329,103671,103989,104661,104617,104099,103333,103183,104065,103041,102907,103082,102830,103074,102612,102916,102803,104698,125158
18,114263,108705,108114,107202,106872,106819,106391,106474,106528,106585,106394,107033,107071,107180,108490,108402,125313,106121,105993,105655,105731,105559,105613,105538,105794,105597,105746,105264,105510,105589,104703,104873,104929,105082,105530,106689,126242,104783,105571,104679,104639,106007,104499,104210,104517,104129,104323,104933,103892,103408,103154,103665,103506,103463,104795
