driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
14,98428,144612,90914,89572,89680,89572,89701,89936,89916,89781,89728,89720,89430,89637,89559,89628,89584,89111,89424,90040,90045,90164,89873,95660,106749,89818,89289,89337,89573,89298,89589,159399,90259,89274,89088,89586,89424,89354,89315,89268,89067,94984,105958,88968,89292,89177,88846,88867,89130,89205,89285,89560,89013,89059,88859,89579,89529,89732,89526,90173
15,106098,142398,93404,92241,91791,92076,91856,91742,92068,91895,92085,91868,92032,92048,91900,91908,91546,91411,91472,91622,92120,91820,91313,97244,109070,90990,92038,91833,91754,92741,97807,112575,92376,91903,91856,91727,91910,91905,91904,91838,91436,91607,92186,91940,91429,91660,91727,91416,91436,91654,91421,90964,91826,90976,91435,91547,91465,91687,92615,91577
21,106619,142418,93227,92263,91784,92153,91959,91755,92004,91716,92098,91836,92188,92098,91753,91911,91990,91007,91378,96654,109500,90801,91202,90859,91241,91224,91862,91827,91498,91642,92223,101431,92473,92955,91110,91282,91299,91228,91252,90925,90661,96092,110280,90599,90482,90789,90911,90994,90741,91013,90860,90631,90355,90296,90471,90363,90748,90548,90833,90446
22,102070,143148,92164,91054,90979,91035,91566,92053,91599,91108,90886,90861,91067,90751,90965,90724,90380,90255,90206,90594,90854,90387,90068,89692,95329,111535,90230,90179,89707,90837,92602,126371,92289,91666,90145,90207,90003,90603,90159,90344,90067,94781,108856,89919,89610,90336,106959,108456,89493,90009,90018,89880,90512,90149,91681,90092,89774,91075,90838,89557
23,100122,144314,91460,90714,90763,90173,90806,90918,90801,90420,90414,91180,90661,90561,90738,90253,90347,89864,90195,90466,90740,90922,90948,96730,107628,89414,89576,89700,90073,90515,91683,136461,90792,89664,89493,89749,89638,89857,89882,95583,110772,90145,89791,90137,89870,90140,90570,90578,90319,90072,90432,90271,89811,89787,90087,89977,90147,90243,90109,90079
25,107484,142130,93635,92287,92109,92048,92336,92067,92088,91894,92217,92014,91579,92042,91837,91815,91605,91824,91474,91605,96753,109988,90776,90642,91634,91146,91644,91894,91705,92849,92379,97280,93257,92892,91986,91231,91602,91354,90982,90625,95884,110066,91169,91806,91519,91582,91676,91577,91298,91610,91653,90984,91587,91101,91419,91581,91470,92263,92021,91292
35.0,104781.0,142665.0,92973.0,92231.0,91674.0,91552.0,91875.0,92010.0,92247.0,91728.0,91856.0,91915.0,92070.0,91887.0,91599.0,91372.0,91443.0,91342.0,91343.0,91536.0,91735.0,92063.0,92101.0,91622.0,91784.0,91562.0,92339.0,91482.0,98844.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
41.0,108308.0,142063.0,92238.0,92266.0,91871.0,92170.0,92389.0,91915.0,91801.0,92296.0,92170.0,91622.0,92127.0,92048.0,91806.0,91532.0,91830.0,91742.0,91422.0,91559.0,91905.0,91893.0,91617.0,91709.0,97213.0,109389.0,90611.0,91830.0,91745.0,92940.0,100147.0,113619.0,91596.0,91873.0,92242.0,93267.0,92838.0,92684.0,93277.0,93405.0,118079.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
44,109438,141842,92802,92340,92121,91943,92316,92458,92256,92102,92041,91744,91822,91751,91823,91788,91475,91604,91854,91956,92457,91817,93079,91477,91431,97347,108960,91500,91313,94156,92534,92608,92678,92832,92531,91338,92043,97139,109374,91171,90793,91044,91596,91737,91324,91571,92032,91874,92191,91808,91431,91394,91384,92489,91608,91418,91654,92826,92944,92257
48.0,110454.0,142363.0,93208.0,92930.0,92469.0,92707.0,93425.0,93247.0,93439.0,94307.0,93814.0,93643.0,93961.0,93581.0,93360.0,93291.0,92740.0,93184.0,99350.0,111686.0,93287.0,92940.0,92413.0,92372.0,93674.0,93821.0,92883.0,92742.0,93122.0,96835.0,137237.0,95292.0,97632.0,94443.0,93353.0,92975.0,93047.0,93162.0,93073.0,98184.0,109853.0,91727.0,91982.0,91612.0,91759.0,91876.0,92015.0,92782.0,92489.0,92288.0,92206.0,92343.0,92245.0,92688.0,92920.0,94964.0,92847.0,93570.0,100000000.0,100000000.0
49,99045,144878,91015,90419,89974,90150,90903,90923,91043,91049,90603,90480,90558,90576,90550,90412,90177,90034,90221,90634,90864,91244,91218,96780,111011,90343,89949,90249,90620,91055,92317,130608,93373,91258,89821,90049,90530,90513,90313,90426,89745,89600,89942,89753,95281,107159,89330,89680,90315,90521,90207,89945,89923,89849,90036,90388,90660,89977,89671,89766
55.0,102869.0,143015.0,92036.0,91104.0,90967.0,91039.0,91496.0,92060.0,91596.0,91126.0,90847.0,90928.0,91065.0,90872.0,90901.0,90609.0,90491.0,90651.0,90434.0,90513.0,96896.0,110470.0,92159.0,90346.0,90354.0,90524.0,90469.0,90749.0,90957.0,92977.0,95117.0,116679.0,105916.0,128083.0,125904.0,90641.0,90334.0,96413.0,94374.0,90625.0,92218.0,91284.0,90854.0,90647.0,90567.0,90579.0,90760.0,91017.0,91085.0,91811.0,91023.0,95315.0,91351.0,91710.0,91066.0,91224.0,91641.0,91510.0,92526.0,100000000.0
56,97957,145015,90277,89455,89144,90128,89631,89895,89777,89632,89635,89373,89317,89585,89758,89778,89302,89207,89363,89500,89622,89903,89677,89489,89237,94893,111880,89198,89711,89660,89960,158260,90458,89251,89247,89351,89340,89604,89416,89603,93896,107109,88886,90416,89261,89342,88986,89107,89314,89567,89564,89077,89220,88782,88786,89294,89071,89997,89269,89540
57.0,96793.0,145685.0,89180.0,88873.0,88914.0,88984.0,89277.0,89753.0,89931.0,90010.0,88965.0,88890.0,89200.0,89394.0,89558.0,89329.0,89141.0,89115.0,89114.0,89428.0,89736.0,89712.0,89567.0,89792.0,95660.0,133155.0,127963.0,88309.0,116702.0,130489.0,129576.0,91577.0,88722.0,89412.0,99149.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
