driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70
1,85413,80341,79121,79176,78441,78885,79165,79596,78647,78875,78403,78554,80723,90156,77794,77857,78403,79200,79382,102360,79907,79369,79144,78922,78878,79190,78836,78843,78432,78223,78249,78005,78492,77906,77842,77744,77830,77827,77886,77453,77929,77782,77995,78065,78470,78798,78130,77607,77828,77461,77732,78965,98759,78395,78440,78741,79503,80140,79888,79219,79119,78507,78513,78194,77622,78370,78068,78903,78903,79250
2,87074,80485,80147,80015,79527,79521,79414,79676,79761,79262,79656,79021,78950,78886,78828,78782,78659,78375,78414,78405,78677,78574,78509,78545,78698,78569,78435,78656,79878,98511,78226,79097,78705,78719,78851,78295,78316,79510,78400,78172,78157,77875,77987,77895,77861,77716,78428,80221,99352,78444,78645,79131,79669,79532,79229,79695,81883,81060,79470,79227,78517,78410,78608,78155,78267,79711,78818,78369,77876,77915
3.0,90112.0,82259.0,81068.0,80667.0,80997.0,80802.0,81079.0,80654.0,80484.0,80321.0,80116.0,79821.0,79984.0,80035.0,79935.0,80048.0,79696.0,80101.0,79790.0,81171.0,79782.0,80332.0,78973.0,78952.0,78989.0,79281.0,78795.0,80509.0,79242.0,79189.0,79314.0,79091.0,78933.0,78746.0,78847.0,78525.0,78505.0,78311.0,78790.0,80383.0,103934.0,79538.0,79513.0,79145.0,79956.0,81015.0,79928.0,79331.0,79401.0,80430.0,79071.0,79285.0,78777.0,78619.0,78805.0,79468.0,80979.0,80151.0,79620.0,79111.0,78665.0,79522.0,78983.0,78712.0,78932.0,79084.0,79027.0,78925.0,79061.0,100000000.0
4,81694,79071,78297,78238,78106,78337,78402,78377,78258,78203,77913,77752,78252,77820,79408,101796,79154,79265,81291,78984,78601,78696,78547,79439,78389,78477,78455,78283,78170,78049,77986,77875,77989,77974,77998,77650,77913,77790,77641,77651,77721,79317,102670,78698,78585,78906,80027,79046,79029,79002,79144,78656,78551,78385,78603,78759,79474,79627,79273,78718,79173,78454,78313,78958,78723,78776,78354,80850,78666,78968
5,85117,79862,79176,79450,79912,78706,79114,79531,79118,78776,78252,78479,78845,78150,78216,78156,78406,78182,77976,78345,77876,77755,77740,77914,79226,101509,78323,78730,78430,78283,78357,78377,78472,78218,78195,78004,78002,78188,78241,78134,77881,77776,77538,77534,77305,77134,77423,77580,77358,77872,77634,78687,99368,78317,78470,78527,79440,79729,79605,80504,79088,78794,78649,78046,77915,77653,78320,78203,79321,77760
6.0,87559.0,81071.0,80176.0,80417.0,80408.0,80220.0,80125.0,79942.0,79969.0,79606.0,79571.0,79749.0,79638.0,79909.0,79479.0,79323.0,79376.0,79240.0,79133.0,79283.0,78728.0,78884.0,78716.0,79231.0,78946.0,80745.0,79112.0,79431.0,79106.0,79054.0,80000.0,79077.0,78703.0,78514.0,80540.0,103583.0,79458.0,79469.0,79651.0,79239.0,79122.0,79222.0,79031.0,79299.0,78839.0,78868.0,78672.0,78516.0,78360.0,78496.0,78503.0,78563.0,78432.0,78299.0,78754.0,78897.0,81745.0,81822.0,100504.0,78054.0,78411.0,81565.0,78799.0,78834.0,78771.0,79215.0,78808.0,78851.0,79293.0,100000000.0
7.0,88116.0,80975.0,80248.0,80497.0,80335.0,80318.0,80027.0,80023.0,80080.0,79767.0,79322.0,79579.0,80040.0,79494.0,79580.0,80269.0,79191.0,78782.0,78978.0,79078.0,79069.0,79165.0,78682.0,78601.0,78944.0,81110.0,101535.0,78216.0,78881.0,78656.0,78519.0,78733.0,78852.0,82614.0,78904.0,80737.0,78893.0,80020.0,79129.0,79163.0,78971.0,78914.0,79200.0,78804.0,78482.0,80246.0,100918.0,80235.0,78906.0,79765.0,79221.0,78720.0,82141.0,78767.0,78483.0,79184.0,79848.0,79612.0,78751.0,80289.0,78797.0,78527.0,78220.0,78466.0,78902.0,78601.0,78335.0,78879.0,78968.0,100000000.0
8,78786,77276,77401,77058,76992,77157,77111,77205,77035,76825,76890,76667,76680,76650,76664,76630,77638,76676,76800,76665,78398,100851,77830,77726,77826,77640,77758,77660,77790,78037,77734,77778,78295,79729,79136,78982,79109,80303,80928,79086,79232,78999,78931,78977,78786,78460,77894,78137,78341,78449,78273,80018,100892,78149,78271,78556,79533,79804,79613,79411,79381,79236,79022,78869,79095,78932,79293,79167,80070,83036
9,82490,79154,78470,78665,78405,78530,78618,78495,78493,77859,77931,77978,77785,77926,77561,77172,77497,77602,78977,79868,100885,78436,78537,78664,78713,78557,78378,78275,78063,78001,78471,78418,78553,78534,78410,78467,78038,78320,78391,78129,77903,78206,77822,77882,77924,79788,100542,78765,78352,78255,78723,78499,79421,78918,78558,78454,79496,79822,79265,79425,79577,78878,78584,78627,78447,78099,78111,78083,78341,78274
10,83329,79408,79183,78903,78863,78532,79067,79205,79031,78244,78202,78013,78185,78149,78237,78069,78182,78491,78355,78087,79731,103170,78734,79152,79167,81217,79094,79449,78981,78754,78688,78670,78522,78505,78514,78702,78613,78755,78307,78070,78335,78293,78080,77975,77836,78012,78455,78287,78874,101352,80668,79061,79105,79339,78715,79133,81235,79938,79784,79482,79149,78964,78590,79081,78658,78717,78742,78684,78641,78268
