driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
1,147161,134604,129973,129316,127266,129051,129285,113897,116106,105800,100023,100517,98934,98805,97849,95194,94870,94971,94682,94575,96149,95055,94449,93630,93061,92457,92153,91130,90844,90973,109843,101829,90686,90486,95283,116988,95102,83979,82446,82696,80521,81593,81662,80921,79778,80763,80046,80244,79803,85599,97136,80041,78806,79205,79279,80426,78673,79525,78720,79528,78684,78620,78596,78337,78654,78993,78710,87337,86026,78921,77939,78528,79031,79323,79444,78577,78817,80209
3,146157,134647,129316,128232,128606,127509,131764,113393,116326,105734,99852,100642,99106,98922,97478,100096,97461,96986,96397,114961,98699,94173,93568,92710,91706,91470,91559,90899,90727,90838,112009,103382,89439,85810,102545,112562,87003,87171,83679,83438,83753,83717,83255,82260,82143,82081,81977,82465,81301,98860,86976,80751,80669,80516,80560,80450,80135,82419,81302,80119,80112,79741,79420,79772,80234,80206,85920,88607,80000,79318,79560,79892,79391,78763,80205,80714,81890,95997
4,155781,133519,128107,128432,129161,129335,126434,114138,117520,106046,100353,99583,99448,115471,98863,96349,97343,98582,97085,97413,96457,96236,93874,93725,91997,91511,90389,90795,91306,91756,91922,107748,95294,87313,102965,112615,85870,85741,85085,84059,84153,84035,83149,82308,82079,81949,82265,82810,81139,98758,86972,80570,80939,80395,80398,80496,80231,82818,80371,79939,80199,79651,79806,80187,80023,79992,84636,89537,79563,79201,79267,79170,79489,79594,79718,79991,81031,91759
8.0,162151.0,129808.0,127745.0,128777.0,128456.0,129777.0,125692.0,116834.0,116006.0,107149.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
13.0,170762.0,125657.0,127153.0,128866.0,127797.0,129798.0,124759.0,116572.0,115025.0,107060.0,104935.0,100533.0,99818.0,99083.0,99143.0,98710.0,98404.0,97918.0,97641.0,113600.0,99011.0,95431.0,95067.0,93930.0,92223.0,91927.0,90517.0,89832.0,89462.0,90575.0,91357.0,107942.0,96161.0,88840.0,110242.0,107618.0,87953.0,86244.0,86671.0,83789.0,84501.0,83072.0,82857.0,82850.0,82409.0,81730.0,81442.0,81050.0,82945.0,103366.0,82414.0,82711.0,82048.0,79887.0,79635.0,79537.0,79716.0,79655.0,79515.0,79437.0,79346.0,79433.0,79687.0,84397.0,79291.0,79376.0,89046.0,84904.0,79213.0,79569.0,79485.0,79773.0,79549.0,83304.0,80397.0,81813.0,84433.0,100000000.0
18.0,168916.0,126470.0,126824.0,129146.0,127726.0,129796.0,125381.0,131802.0,115314.0,103673.0,102327.0,102491.0,101191.0,99879.0,99699.0,99203.0,99873.0,95726.0,95630.0,95977.0,96473.0,94332.0,96026.0,93612.0,91551.0,90812.0,90493.0,90281.0,90477.0,107523.0,97566.0,91022.0,89660.0,87589.0,106607.0,108527.0,87163.0,88807.0,83727.0,83701.0,82384.0,83100.0,84470.0,83442.0,81853.0,81900.0,81268.0,81854.0,82713.0,99327.0,85856.0,81231.0,81158.0,81000.0,80446.0,80383.0,80634.0,80426.0,80594.0,80896.0,80857.0,80091.0,79808.0,79812.0,79930.0,79670.0,87821.0,86161.0,80133.0,79944.0,80415.0,82307.0,82789.0,80489.0,80900.0,81392.0,87736.0,100000000.0
20,148982,134344,130093,128376,127474,129444,128842,113763,116405,106582,99849,99864,115825,99663,98014,98834,98061,98100,97524,97237,95572,95529,93221,92749,92026,91236,91425,91176,91637,91551,108061,94899,87085,85164,98590,114700,91502,85556,83410,81726,81454,81424,81084,81594,80381,80162,80202,79619,79327,90585,92994,80251,78997,79741,78670,78682,78987,78788,81484,78423,78385,78005,78746,78341,81138,78394,78218,91322,81350,78610,78469,78792,78996,78712,79243,79248,79938,82132
154.0,172443.0,124874.0,127486.0,129148.0,127895.0,129705.0,124156.0,117450.0,114543.0,106816.0,116650.0,101740.0,100312.0,99705.0,124063.0,100364.0,96695.0,96414.0,96922.0,99640.0,97726.0,96316.0,95545.0,94808.0,94709.0,90891.0,92505.0,94432.0,93605.0,109966.0,100867.0,93564.0,94054.0,99776.0,115817.0,95821.0,91859.0,88393.0,84910.0,85874.0,88943.0,86421.0,87049.0,83794.0,83731.0,82788.0,82982.0,82737.0,103294.0,85460.0,84778.0,82883.0,82329.0,84595.0,82539.0,83096.0,83738.0,81722.0,80684.0,80741.0,80753.0,80626.0,80463.0,81424.0,80219.0,94626.0,81344.0,80616.0,81484.0,80632.0,80926.0,80403.0,81004.0,84976.0,84923.0,99891.0,100000000.0,100000000.0
807,150366,134413,129823,128075,128889,128680,127887,114215,116768,106006,99492,100215,99401,97499,114564,100572,98126,97991,97654,97216,95432,95747,93326,92971,92794,91100,90814,91425,91384,91765,111512,99390,89439,86304,102597,112106,87530,87209,84385,83095,83255,83667,83545,82363,82459,81883,81681,82255,81239,99034,87056,80825,80455,80728,80354,80486,80214,82192,81025,80552,80031,79849,79499,79674,80034,80343,86226,88402,80019,79367,79581,80085,79378,79232,79729,80490,81873,94875
815,153805,133856,128903,128035,129574,128751,127076,114195,117275,105429,99960,99819,99199,98880,97700,97529,97041,97068,96734,96483,113055,96934,93372,92851,91856,91566,91716,90995,91666,108797,94534,89241,86781,86287,99774,114281,88298,86571,83469,82549,82259,81212,81461,81283,80563,80246,79645,79417,79219,89848,93008,79399,79960,79165,78860,79309,78828,80016,79568,78534,79208,78805,78936,78446,78667,78937,78893,91423,82391,78773,78753,79144,78687,78896,79083,79208,80189,80814
