driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
1,118941,138118,185200,118665,113065,111789,111939,112323,112456,113751,112606,113054,113024,112610,112246,113585,113916,112005,114096,114940,112331,111243,111287,115677,123784,110245,111331,110150,109591,109422,109218,109069,110578,120009,147045,137969,119406,127429,193630,189725,123192,120788,120445,122375
3,123552,143066,180431,120843,115874,114697,114432,114895,114884,115360,116798,114620,114202,114347,114225,114964,113975,113637,114822,114352,113085,113341,113200,112946,112175,112275,112929,112458,112102,112375,111688,111986,115285,129980,142338,124990,123666,132068,153066,186591,126280,123235,121698,122894
4,140715,152595,158383,128183,126784,113915,114471,113423,115465,113072,112830,113756,114436,114215,114508,114473,113133,112490,113917,112740,112415,112415,112231,112093,112069,111692,112167,112088,111374,112208,112443,111710,113212,127712,138476,120834,121444,inf,inf,inf,inf,inf,inf,inf
5,136463,168980,152386,139688,117396,117578,117192,117262,118070,118250,117582,117300,117662,116833,117463,117972,116631,118268,120976,116900,115843,115797,116498,116468,119108,116821,117562,118406,119973,116785,118524,137462,145338,128735,130404,140463,132173,162616,133109,131258,126020,126680,inf,inf
9,119695,139597,184379,120929,114455,112888,112709,112859,113001,113091,113250,113713,113932,113147,113286,114177,113140,111893,113810,115642,112163,111832,114795,123245,110403,110508,110322,111066,109807,110896,110043,109927,110444,118317,139356,141824,120323,127703,186366,189302,124906,121661,120873,122086
10,138282,169948,147756,121422,119850,119591,118779,119934,119152,118965,117804,117333,117096,117055,117703,118934,117408,117416,118689,116909,116590,116334,116290,116075,118180,116328,116148,115900,115268,122534,146641,135808,138693,136457,142921,133900,159033,134970,130167,128754,130403,inf,inf,inf
13,120770,142612,181994,120103,114907,113563,113057,113250,112764,113352,113055,113585,113189,113225,113281,113908,113528,113129,114285,115547,112438,112425,115981,124068,110630,110111,113188,110967,110910,111064,110254,110525,110396,117895,141871,135452,119857,132950,177610,188948,126400,122167,120951,122370
15,130038,143149,176569,124369,118742,119031,117694,117460,119922,118487,117964,118571,117160,117154,117677,119695,117590,117400,119711,117227,116811,116000,115339,115103,115266,115490,115270,116962,115183,116225,115935,134639,150349,130375,130373,137719,142000,184029,147500,140231,126604,127904,inf,inf
16,123391,140921,182015,119723,115313,113887,113614,113558,113483,113434,113390,113186,113239,113292,113755,114449,113725,113151,116183,115063,116662,126743,111700,110800,110477,110782,111611,111745,111041,111322,111456,111013,111896,131010,139224,122437,121766,131045,171392,188371,126732,122844,121429,121092
17,122189,139845,182607,120365,114668,113130,112519,112931,113236,113010,113234,113665,113674,113261,113294,113992,113344,112370,114613,115240,112172,115328,122680,111257,110459,110527,110534,110941,110477,111396,110501,109395,110595,118388,139206,135035,120869,128169,189132,189636,123804,121457,120605,122089
18,120879,137589,184263,119734,114307,112879,112929,113030,112998,113298,113514,114107,113732,112937,113395,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
20,120078,140093,183739,120156,113846,112408,112947,112897,113178,113275,113355,113797,113928,113105,113356,128820,138920,113816,115319,118321,117344,110868,111429,112792,112462,127365,114930,111844,112621,111401,113510,126134,139592,126273,137884,145456,133819,182086,126485,124759,125294,128554,inf,inf
24,124342,141014,181387,120753,115689,114828,114385,114774,115143,119080,127612,114270,114381,114241,115555,114939,114823,114038,115574,114748,114127,113383,113326,113654,118648,134664,112591,112976,112413,112467,112267,112383,117990,130546,135931,123186,129357,157450,129395,140159,130061,127829,124241,128479
153,123585,147833,179849,127887,130010,113555,114280,117066,114164,116742,114215,114106,113640,113710,113565,114713,113818,113596,115228,114244,112875,112873,112949,113837,113480,112745,112696,112742,112400,112189,111576,111902,113401,130466,138429,125334,123938,131839,137655,185995,133031,126794,124433,144340
155,125769,144079,183470,123139,116871,113912,113073,113099,113844,113573,114730,114373,114333,114918,115152,114815,113850,113625,114764,114333,113050,112656,113814,112831,113237,112389,112430,112986,111749,113138,112041,111879,113103,124075,138571,121289,122542,130042,166847,188001,129977,124364,122801,121412
29,126927,149823,174097,125966,120048,119039,119199,119505,119944,120940,120376,119013,123037,133439,118209,117144,123750,120360,117775,117248,117971,118567,118930,116303,116378,117346,120482,117455,115747,115484,127187,148506,132258,134196,150744,188746,137177,133831,134305,132204,inf,inf,inf,inf
30,128276,141989,177981,121575,115431,114417,114475,115122,114496,115149,115093,113663,114064,113771,114462,114682,114176,113521,115362,113954,113899,112927,113247,112489,113194,112117,112152,112098,112387,112305,112185,111914,114566,127023,137992,121650,122901,129827,167316,187894,128008,124252,122735,123079
37,133760,148862,171720,130622,114316,116262,115129,117353,118438,114230,113793,113421,113797,113373,113674,115051,114990,114001,115897,114593,113443,113514,113112,114128,114831,113543,113275,112814,113361,113179,112537,113404,116919,127785,137790,124254,123337,134697,141093,176368,130420,131393,125042,126766
807,123143,140821,181780,121163,115451,114060,114109,114172,114098,114179,114006,114167,113926,113739,114505,119480,151209,112834,113925,112888,112564,112658,112839,112639,112885,112344,112271,111864,112279,113063,112811,113037,117221,122982,151435,135017,151350,189379,127581,127839,123620,126937,inf,inf
808,129499,140195,178164,121471,115303,114715,114478,114718,114636,115330,114541,113873,113534,113178,113476,120370,127349,112881,114448,113354,113557,112975,112656,111977,112492,112102,111549,111726,111951,111887,112282,111175,112786,130221,141247,123011,123596,133279,152210,185411,132110,123843,123307,125256
810,131250,143248,175634,125119,118599,118509,117883,118732,118403,118962,118920,117674,117206,117330,117439,119305,117404,118160,118969,117368,117207,116528,116480,116005,115705,116981,117578,117307,117057,116054,118690,139777,149343,130074,130715,134476,135094,177672,136249,129620,127634,126548,inf,inf
811,136767,145281,176636,147683,140201,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
67,174685,151790,134355,131095,114260,115756,114866,118218,116459,115720,116600,115782,115207,114691,115671,117982,115251,115155,119632,115241,114437,113612,113253,113551,113922,114578,113598,113580,113207,112966,112996,113079,122249,139680,122881,124046,132914,146332,129636,139705,134321,128416,126004,126784
