driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69
2,91894,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,97463,83965,84261,82413,82897,82459,82764,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,90077,82632,82406,81723,81671,81571,81180,81515,81223,80976,81119,80692,80857,80447,80780,80478,80633,80695,80530,85148,118833,137455,128251,82015,80767,80592,80338,80193,80266,80300,80452,81322,80891,80714,80629,81911,80288,80894,103508,82834,79888,79845,80099,80303,80149,80422,81190,80109,80055,81112,80006,79848,79749,79782,80116,79597,79664,79565,79501,79934,79698,80228,79309,79414,79771,79508,80345,80442,81183
14,86692,81235,82056,81138,80994,81756,81721,81472,81597,80992,80901,80585,80691,80556,80348,80518,80456,80475,80213,80408,126616,136437,130173,82194,80793,80766,80111,80093,79866,79830,79952,79745,80042,79811,80055,79852,80085,80146,80607,80452,80079,103291,81467,80045,80470,80312,80176,80020,80321,80275,80349,79998,79889,79890,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
15,88835,82419,81827,81183,81351,81270,81440,81086,81027,80745,80858,80762,80561,80443,80292,80491,79777,80624,80480,81982,125165,136617,129394,82089,80947,80595,80420,80301,79414,79778,79849,79792,79829,80315,79854,79912,80032,104915,82022,79786,80288,80764,81048,80683,80718,81723,80740,80103,79889,79881,79669,79943,79982,79884,80741,80337,79839,79811,79777,79774,80179,85797,92654,inf,inf,inf,inf,inf,inf
18,96326,83968,83302,81888,82449,82104,107870,85607,120766,89805,81124,81187,81234,81392,81527,81661,82105,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,87054,81128,81319,79918,80749,95594,80715,81690,81199,80805,80382,79865,79722,80652,80600,80646,80518,80120,80655,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
23,85785,81354,80797,80827,80960,80743,80811,80149,80408,80297,80030,79953,79742,80269,79903,79956,79643,79721,79613,80491,139006,136067,130594,82320,80062,79366,79064,79060,78633,78359,78241,78651,79011,78793,78440,78922,78944,78739,78546,78503,78967,79131,78546,78512,78485,78130,77514,77467,78577,77205,99765,80606,77970,78010,78441,78674,78467,78717,78597,79091,78453,78870,78864,79468,79271,79663,80225,81415,83648
30,85446,80983,80895,80546,80738,80736,80486,80279,80501,80213,80218,80049,79924,80660,79799,80014,79738,79558,79554,80458,139097,135683,130630,80622,80164,79467,79244,78941,78927,78976,78891,78917,78913,78796,78861,78700,78856,78688,78741,78541,78960,78838,78904,78333,78392,100104,81279,78176,78452,78965,78702,79471,78897,79509,78961,80137,79867,79732,80197,79664,79357,79477,80397,80170,80853,80438,82999,80340,81736
31,91600,82731,82481,82155,81796,81458,81558,80974,81447,81002,80903,81100,80352,80793,80538,80706,80458,80159,80526,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
