driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69
35,94042,81598,82113,82290,81945,81763,81420,81746,81729,81074,81794,81619,80454,80712,80387,80643,80574,80158,80429,86462,117425,137373,128163,82173,80912,80197,79917,79997,79991,79782,80078,80010,81325,87550,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
37,92835,82057,82454,82218,81874,81421,81863,81810,81227,81416,80985,81642,80637,80461,80313,80368,80594,80062,79941,86547,117705,137474,128974,81257,80168,79753,80014,80727,79958,103549,81955,79146,79363,79711,79805,80251,80640,80301,80303,80169,80248,79897,79979,79928,80336,80796,79557,79197,79048,79006,79638,102014,81821,79126,79653,79712,79533,80075,81945,80794,81444,80881,80839,81390,80658,80588,80696,81676,inf
41,90822,82815,82208,82357,81575,81340,81172,81340,81294,81068,81058,80808,80907,80586,80451,80823,80163,80587,80485,86457,117835,138060,127308,82011,80801,80414,80481,80294,80193,80207,80573,81214,80867,81013,80933,110443,82920,80078,80370,80773,81489,80726,80763,80592,80975,81436,81874,80890,80475,81485,80612,80374,81480,82103,81423,80647,80529,80789,80842,82029,80162,81211,81379,81638,81457,81464,81448,81386,inf
44,89387,82392,81827,81727,81217,81148,81203,81361,80922,80996,80994,80363,80561,80407,80279,80419,80309,80233,80436,83057,124563,136099,129378,81863,80953,80729,80438,80304,80023,79856,80476,82304,80827,80848,80772,113094,342697,85821,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
50,89618,82466,81828,81484,81668,81429,81043,81412,80852,80410,81388,80202,80515,80733,80162,80377,80654,80231,80007,83196,124557,136686,150847,82918,79855,79868,80169,80359,80155,80809,80093,80142,79902,79983,79729,79582,79605,79736,79841,79689,79735,79900,79637,79476,80253,79930,102369,84803,80149,79908,79834,80234,80169,79841,80019,79818,79341,79286,79257,79482,80042,82643,81708,80421,80497,inf,inf,inf,inf
54,97473,84545,84755,83876,83224,83038,82953,82505,82373,82020,82488,81964,81735,81880,81618,81496,82897,81380,81143,84894,99749,135950,124260,82206,81467,80646,80490,83108,80636,80473,80223,80438,105404,83737,81011,81379,81339,81281,80902,81211,81609,83149,81970,82281,81669,82083,81573,80982,81512,83510,81519,80752,80661,80475,81433,80553,80621,80338,80159,79841,80218,80546,80516,80464,80209,80345,80009,81297,inf
55,96611,84300,83277,82560,82003,81730,82349,81817,81813,81923,82145,81675,81907,81600,81256,81500,81115,80772,81113,88488,106683,135663,124916,82559,81203,80738,80469,80117,80038,79949,79791,79661,80080,80249,80015,80389,79845,80710,80291,79801,104272,82748,80563,79987,79846,80287,80804,80063,80096,81086,80511,79958,80147,80008,80181,79892,79622,79650,79328,79337,79649,79856,80099,79787,80238,80038,79819,80136,80828
56,92210,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
57,91085,83095,82441,82142,81782,81370,81350,81238,81229,81106,80935,80725,80926,80647,80436,80851,80234,80388,80502,87221,118009,137517,128863,81141,80069,80178,80157,80508,80117,80113,80834,80845,81049,81211,79622,80823,79019,78448,78790,78759,78254,79442,78290,78568,78148,78759,79360,78921,101595,82156,79212,79158,78760,80193,79297,79513,79479,79533,79594,79462,79928,79472,79645,79394,79566,79334,80927,80028,80431
58,96281,84492,85760,83711,83209,83593,84703,83030,83494,83387,83034,83207,83230,83191,82539,82886,82833,82403,82312,85433,108782,114680,123843,86474,84513,84667,84806,85516,84376,83748,83985,84346,84018,83869,85008,88010,84535,85726,85894,84628,84217,83007,84406,85254,87236,87175,110163,87114,83710,83039,83285,82777,85677,82875,83317,83003,83032,86470,85986,83521,85576,86214,83814,86929,85603,86077,inf,inf,inf
59,95498,81522,81484,82055,82226,81875,81532,81490,115189,84240,80767,80983,81126,81262,81372,81386,80905,81062,81490,83614,87985,135744,123432,82986,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
