driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51
832,155191,188524,155117,152449,178031,116553,111984,111502,109162,109108,109304,109438,109801,109868,115203,126581,108387,108187,107963,107940,107842,107806,108607,108389,107729,107863,107611,107529,107477,108352,107449,107505,107327,107220,107208,107212,107260,107243,106967,142488,159121,121745,172511,168432,166643,159757,161983,111344,108854,106856,107183
1,149923,188609,153366,154668,181941,113461,109862,108376,107814,107192,107053,107989,107014,107424,107810,107053,107017,106597,106331,106120,106315,115171,124215,107306,106582,106507,106329,106381,106115,105922,106950,105972,106348,105645,105412,107001,105943,105550,105578,125747,171254,169585,176943,168383,166255,161364,165509,107795,107735,106017,106842
4,198104,175936,139843,154204,164075,121811,114558,111421,110847,109771,111050,110550,110445,109276,110264,109809,108993,109166,108740,109364,109202,108422,109509,109753,109211,109679,108577,113833,108217,107837,107762,107449,108682,108018,107683,107812,108233,107922,107763,150376,160249,116890,153437,168819,167342,159750,157278,111743,109240,108006,108301
838,161149,187320,157142,153749,171167,120462,114305,113192,110922,111272,111993,110959,110245,109672,109870,110279,114173,127675,109301,108728,110181,109227,109041,109440,118878,126509,109087,108773,108991,111025,112840,109046,109369,109446,109145,108739,112176,111743,139187,159260,128439,114094,120438,132863,165492,162529,151195,111957,109873,107666,108219
807,157771,187393,156503,152034,176437,117744,112856,109523,109917,108867,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,154726,194676,156720,153804,170829,120197,112728,110211,110313,108803,109699,109824,109943,108328,108332,108256,107774,108719,108065,108226,107443,107262,108088,107850,107790,107604,108332,107770,107443,106865,107508,107267,108517,107421,107329,107237,107049,106859,107473,137585,158331,138482,177418,168838,166243,161371,164440,109615,107950,106523,106675
840,156169,188133,155179,152321,178350,119204,112571,111020,109098,109422,110159,110529,109499,109029,109954,109009,108845,108970,108549,108488,110315,108868,114215,123791,108049,108504,107814,107913,107435,107228,107164,107118,107070,107193,107467,107375,107179,107003,107552,148672,160667,123431,156995,168722,166734,160070,158856,113037,109037,106815,110050
842,159485,186705,156381,152283,175384,117629,113074,112328,113125,112542,113062,115851,128728,110971,111209,111018,110839,111709,110368,110041,109623,109563,109420,111067,111183,109425,108739,108595,110878,108849,108463,108678,109778,108346,110238,109082,110229,108035,130628,158503,141291,113652,117453,152039,166292,160372,156551,112992,112263,112559,111493
843,174272,176908,157598,153402,169192,120876,114711,113215,111878,111480,113064,111340,111125,111598,111494,111049,111075,111100,110758,110915,111148,114983,128731,109538,109250,110532,109304,109119,109676,109260,108577,109560,110875,109097,108554,108521,108564,108394,133044,159803,131733,112725,117235,153916,166376,160205,154636,113282,111140,109205,108288
844,160388,187364,156593,153825,172296,118924,112532,111255,109719,109191,109538,110193,109369,108443,109027,108667,109798,108727,108288,107956,108211,108392,108041,112685,125091,107749,107629,107814,107419,107655,107403,108694,107737,107857,107530,107645,107920,107533,107574,146860,162805,122689,157471,169002,166138,160287,159713,111089,109087,108004,107632
815,156904,188639,165806,153439,167221,121780,113042,112221,110398,109008,108916,109475,109147,108871,110049,107926,108083,108192,107921,107677,107715,107655,108938,108460,111045,108479,108597,108114,107788,107580,107540,107086,107033,107308,107080,107421,107813,106927,107000,139099,165047,124633,174949,167398,168314,159008,163977,111094,107872,106424,106206
817,152391,189041,153886,153271,180573,117893,112644,110516,111093,109223,109547,110294,109087,108688,109154,107622,107743,107697,107310,107122,106903,106967,106497,106184,106493,105883,108993,106608,106446,105863,106110,106659,105864,105419,106182,106363,110554,122845,105602,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
20,148071,189319,153349,154295,183029,111316,109587,108465,107845,107506,107240,106825,106864,107430,106722,107271,106911,106873,106475,106329,106508,106198,106554,107159,106702,107521,106621,106746,106507,110536,122645,106298,106280,106422,105839,105958,105866,105530,106396,121148,179843,170725,177837,168279,166515,160625,166808,111976,108757,106344,106755
822,151366,188426,153939,153943,181014,114555,111139,108805,108192,107846,107741,108078,107782,107729,107035,107094,107292,107023,106732,107077,107063,107019,106605,106496,106492,106184,106937,106291,105827,105945,106012,105907,105595,107441,106120,105831,105149,105547,105454,116537,196153,171190,175497,168085,166857,162182,168387,106833,inf,inf,inf
825,211147,158024,143300,154545,165026,121793,114742,113417,111776,111571,113420,112033,112069,111718,112022,111488,110919,111019,109715,109696,110193,110064,109943,109966,109311,109312,109135,109608,109240,109220,109066,108348,110569,109202,108155,108201,108658,110105,127833,170740,144036,114492,117521,152764,166569,160846,157054,121693,112037,110340,111293
