driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56
1,102307,97867,97387,98306,97486,97723,97202,97055,97172,97642,97481,96849,97139,97192,96876,96868,97273,96870,96436,96336,96394,96901,96751,97077,97044,100405,112760,94723,94769,95579,95671,95856,95950,95603,95711,95772,95943,95980,95948,95198,95681,95218,95100,95505,95349,94860,94574,94452,94590,94957,95398,95431,95209,95342,95960,96932
4.0,110534.0,100245.0,99182.0,98914.0,99102.0,99025.0,99781.0,99851.0,99657.0,99270.0,99113.0,98203.0,98505.0,98510.0,98917.0,98692.0,98526.0,99011.0,98561.0,98223.0,98482.0,98012.0,98222.0,98455.0,98334.0,102224.0,118189.0,98465.0,98806.0,98940.0,99091.0,99422.0,97787.0,97287.0,97633.0,97630.0,97543.0,97302.0,98120.0,97251.0,97478.0,97272.0,98308.0,97614.0,97377.0,97350.0,102319.0,97540.0,98176.0,99354.0,97853.0,97894.0,98050.0,98204.0,96501.0,100000000.0
13.0,108852.0,100436.0,99178.0,98800.0,99099.0,98938.0,99056.0,98937.0,99009.0,99132.0,102348.0,116174.0,97743.0,100399.0,98525.0,98708.0,98479.0,98818.0,98538.0,98741.0,98584.0,98530.0,98550.0,98249.0,98826.0,98250.0,98259.0,97964.0,97753.0,98206.0,97663.0,97865.0,97451.0,97237.0,97404.0,97199.0,97285.0,97173.0,97117.0,96999.0,97322.0,97072.0,97369.0,96944.0,98448.0,97415.0,97143.0,98091.0,97225.0,97404.0,97390.0,97891.0,98766.0,97716.0,98390.0,100000000.0
20,111136,100263,99306,98658,99496,98969,99639,98901,98178,97933,98296,97104,97300,96732,96483,96545,96818,96600,97233,97144,96383,96558,96867,96916,97363,98071,101534,112960,94500,94433,94689,94584,94633,94371,94342,94532,94810,94311,94218,94222,94080,94479,94867,94561,94386,94802,95555,95630,95654,95421,95375,96279,96365,97454,99368,101345
154.0,113566.0,101346.0,99364.0,99209.0,100161.0,99287.0,99472.0,99611.0,99560.0,99210.0,103216.0,118010.0,98944.0,99036.0,98641.0,98893.0,99433.0,98612.0,98677.0,98863.0,98999.0,98968.0,99129.0,98276.0,98210.0,98421.0,98528.0,98467.0,98176.0,98612.0,98614.0,98476.0,102913.0,115272.0,95941.0,96353.0,96372.0,99032.0,96379.0,96401.0,96512.0,96494.0,96185.0,96212.0,95829.0,95799.0,96339.0,97265.0,95796.0,96228.0,96273.0,97384.0,97252.0,98531.0,97243.0,100000000.0
807.0,110582.0,101317.0,99550.0,98645.0,99129.0,99535.0,99384.0,99302.0,102753.0,116568.0,98360.0,98382.0,99035.0,100099.0,97944.0,98359.0,98861.0,99135.0,97706.0,98182.0,98428.0,98548.0,98272.0,98156.0,98968.0,97886.0,98414.0,97657.0,98020.0,98167.0,97939.0,97856.0,97588.0,97919.0,97556.0,97420.0,97594.0,97840.0,97878.0,97881.0,98553.0,98205.0,97782.0,98248.0,99347.0,98389.0,100572.0,99068.0,98919.0,102957.0,116609.0,94266.0,94647.0,94834.0,96321.0,100000000.0
815,107373,99140,98663,98438,99042,98804,98603,98603,98173,98043,97764,97847,97858,97756,97699,97813,97780,97749,97770,97447,98938,97810,97730,97714,97755,98138,97825,98146,98062,101818,115587,95591,96015,95928,96273,96465,97440,96664,96675,96408,96566,96356,96509,96148,96640,96450,96055,96229,96095,96114,96058,95913,96038,96675,96274,96453
817,105266,98321,98461,98596,98168,97824,97949,98245,97825,96780,96822,96570,96605,96864,96925,96447,96592,96742,96766,96318,96748,97035,96711,96691,96698,97039,96901,97271,100776,114425,94912,95034,95292,95521,95190,95265,95256,95320,95236,95110,95484,95094,95705,95941,95705,94945,95635,95769,95002,95259,94873,95129,95562,95830,94770,96589
822,104229,98722,98795,98346,97870,97953,98106,98346,100266,98533,98346,98318,97817,97720,97956,97555,97734,97342,97284,97362,97386,97533,97553,97515,97528,98104,97990,100773,114491,96121,96141,95717,95582,95353,95455,95609,95767,95360,95900,95591,95540,95517,95510,95284,95502,95631,95532,95668,96134,96191,96317,96800,96038,96020,97511,98047
825.0,109899.0,100164.0,99270.0,98845.0,98987.0,99520.0,99566.0,99233.0,99337.0,102917.0,116635.0,98549.0,98672.0,98589.0,98740.0,98881.0,99166.0,98501.0,98558.0,98201.0,98510.0,98386.0,98380.0,98386.0,98489.0,98279.0,98654.0,100013.0,99443.0,98883.0,98991.0,100771.0,98571.0,97675.0,97581.0,97424.0,98318.0,99583.0,97363.0,97369.0,99397.0,97253.0,97256.0,100291.0,97394.0,97192.0,97261.0,98262.0,97509.0,98121.0,97903.0,97793.0,98023.0,98105.0,98110.0,100000000.0
