driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65
14,91244,86116,86195,85796,85846,85624,85545,85487,85689,85492,85547,85727,86346,85824,85961,86196,85810,85811,87041,86365,86105,86893,88140,86487,86271,89197,109546,86251,86187,86591,86145,86793,86879,87445,86060,85902,85900,86048,85770,86687,86454,87382,86747,85956,88813,104283,85524,85697,85571,85790,85905,85990,85974,86342,86352,86393,87041,86109,86067,86348,87391,88100,87264,87086,86365
15,94345,88374,87641,87222,87475,87492,87389,87471,87418,87375,87403,87176,87225,87554,87345,87195,86994,87092,87172,87169,87290,88245,90599,105445,86505,87174,88747,88222,87497,87491,87735,87057,87016,87109,87190,87263,87419,87253,87601,87275,87369,89977,105628,87309,88949,87941,88061,88122,87886,88159,88286,88161,89110,88993,87913,87896,87952,88389,90236,88041,87977,87987,89774,89252,inf
21,100160,89216,88699,88299,88400,87959,88120,88191,88051,87862,87774,88225,88158,88393,88327,92928,87451,87287,87171,87229,89866,105095,87499,88361,89250,88949,88472,88597,88299,88198,88671,88369,88277,89501,91263,106261,87364,89330,88937,88448,88380,88397,88427,88204,88288,87889,88087,90490,111986,88529,87943,88130,87371,87490,87590,87756,87625,87624,87098,87331,87544,87646,87694,88278,inf
22,97464,88749,88907,87984,88129,87933,87709,87809,87812,87775,87652,87649,87684,87382,87460,87320,87096,87319,87271,87003,86885,87189,87463,89712,89118,90757,106110,87268,86694,86989,87262,86761,87208,87665,86653,86732,86644,86769,86280,86006,86529,86865,88942,107661,87158,87393,87644,87486,87928,87721,87910,87780,88643,89196,88273,88237,88439,88861,88388,88775,88198,89264,90636,88717,inf
23,96188,88401,88008,87745,87758,87494,87543,87670,87209,87254,87464,87465,87700,87897,87501,87326,87070,87023,87137,87089,87271,87373,87945,87792,87642,88514,89503,106726,88365,87251,86924,87182,87785,86850,86520,86615,87047,87161,86832,86971,86521,86967,86680,89138,105560,86980,87117,86919,87637,87357,87166,87371,87884,87906,88635,87718,87180,86673,87097,86990,88348,89621,89606,89207,91384
25,101470,89750,88566,91600,88350,88281,88091,88500,87815,88048,87959,88162,88358,88163,88479,88436,88826,88360,90023,110775,87077,91074,89183,88873,88651,88606,89932,88997,88851,88688,88167,88283,92312,105053,87029,87111,87186,87140,87346,87125,87287,87764,87397,88567,87291,87369,91155,88019,89903,106892,88955,89016,88408,88027,88124,87866,88112,87987,87313,87360,87944,88415,87811,87870,inf
30,93083,87216,87204,86788,87200,86967,86873,86735,86725,86862,86716,86789,87021,87138,87049,86770,86836,86654,86718,86878,86962,86953,87197,89280,105163,87676,86462,85233,84982,85301,85137,85050,85194,85221,85330,85831,85308,85045,85064,85411,85823,85750,89388,104215,85663,86947,86710,86262,85910,86753,86394,86162,86349,86542,86279,86095,86051,86186,85914,85732,87008,86662,87212,88349,88132
35,92511,87254,87170,86753,87070,86969,86871,86822,86675,86741,86769,86979,87015,87148,87010,86720,86848,86692,86780,86822,87000,86905,86911,89848,109027,87364,87835,87027,86800,86838,87196,87229,86762,87234,87902,87850,87911,88225,87692,91101,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
37,102190,91101,89276,89309,89166,88492,88242,88719,88455,88431,88066,88698,88273,88146,88239,88079,90892,113209,90932,87489,87690,87940,88358,87929,90631,88321,88101,88109,88545,88053,91365,106862,87409,88634,88144,88481,88450,90183,88535,88566,88251,88474,88642,88545,88404,92254,111948,88461,88738,88938,90763,89864,89139,89051,90430,90464,88856,88898,89060,89021,88752,89156,89449,inf,inf
44,193764,89229,89631,89193,88795,88570,88897,88783,88535,88173,88604,88638,88738,88586,89580,87900,87940,87545,87229,87175,87324,87541,87906,112570,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,97024,88631,88161,88023,87943,87785,87799,87555,87514,87472,87658,87547,87259,87384,87486,87344,87390,87127,87026,86990,87356,87275,87628,88878,87034,90172,105931,87428,87891,87629,87129,87448,87502,87143,86894,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,95386,88468,87576,87667,87217,87401,87573,87238,87376,87274,87515,87297,87360,87315,87430,87695,87084,87060,86915,86713,86986,87902,88722,86542,86766,88749,107667,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
56,93782,87715,87288,86721,87352,86786,86949,86698,86753,86754,86950,87174,87206,86738,86793,87015,86467,86659,86682,86693,86947,89491,104613,87456,87050,87512,87239,85862,85844,85954,85749,86013,85730,85725,85423,85861,86600,86695,87193,85343,88384,105144,86360,86526,87663,87557,87033,86753,86547,86760,87387,86297,86541,86338,86467,85953,85814,86044,85887,85955,86490,87351,87605,88621,88895
57,89978,85834,85471,85314,85377,85504,85209,85511,85633,85650,85553,85531,85676,85797,85762,85812,85848,86365,85894,85819,86055,85762,88686,105332,86059,86454,86496,87193,86051,85940,85988,86251,86504,86607,87710,86224,86259,87281,86148,86447,85854,86185,85707,89050,105587,85966,85685,86210,86181,86115,86285,86449,87094,86809,86749,86855,87175,87438,86931,87494,86293,85702,86591,87229,89046
63,101835,90778,89285,88667,88361,88326,88174,88199,87947,88120,87968,88107,88104,88344,88342,88947,88692,88316,87817,87899,90274,113297,89131,88803,88709,88574,89938,88937,88858,88688,88195,88315,89879,88815,89836,88617,88575,89631,88745,88477,88367,88311,88336,88325,88186,88029,87921,88540,88251,90562,108315,88396,88205,88635,87877,87787,87730,87004,87153,87265,87123,87901,88037,88287,inf
64,99013,89212,88453,88223,88283,87952,88023,87915,87535,88178,88094,88044,88150,87924,87845,87714,87372,87647,86488,86315,86442,86654,87286,87406,89023,88294,89779,107016,86606,86654,87065,86880,87070,87709,86972,86537,86518,86397,86787,89058,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,97969,88828,89012,88322,88249,88107,87769,87888,87621,88096,88298,88052,88152,87746,87925,87756,87442,90361,110094,87763,87867,88104,88315,88687,89155,88914,88611,88406,88263,88309,88643,88433,88256,88856,89707,88848,88245,88698,88575,91083,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
68,102610,92118,90126,89689,89714,89528,89184,89298,89659,89504,89581,89718,89714,89573,89691,89353,89229,89197,89190,91093,91955,90679,94369,111200,90844,91619,90868,90449,90028,91166,89900,91836,92125,90547,90761,90586,90572,91698,90231,90231,93258,113280,91283,91636,90761,90896,90454,91481,90549,89997,90912,91887,91024,91308,90896,90413,91251,95428,91068,90434,91103,90177,inf,inf,inf
69,102947,92189,90515,90045,89880,90018,89937,89656,89799,89726,90017,90738,90305,89939,89788,89951,90177,90963,93923,109086,89734,91775,92423,93434,90509,90612,91823,89982,91632,91821,91154,89938,89902,90280,89791,89817,90046,89718,89632,96136,114982,89818,90235,89752,90042,89736,90004,90609,90460,92411,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
70,100729,89636,88534,88446,88462,88928,88375,88166,88153,88016,87924,87896,88019,88241,87960,88179,87459,87595,87248,87796,87708,87714,87915,92220,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
71,99591,89134,88726,88174,88325,88136,88052,87952,87956,87689,87911,88254,88121,87806,87823,87901,87573,87620,87375,86663,87089,86916,87102,87081,90947,107101,87455,87797,87533,87282,87621,88396,87304,87602,87626,87569,87431,86882,87140,87540,87126,86811,86998,86622,86952,86559,86348,86570,86610,89951,106140,86902,86965,87275,88069,89523,87811,88135,88237,88807,89285,88942,88281,87929,inf
