driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70
1.0,107756.0,131891.0,126427.0,125375.0,120331.0,116207.0,118751.0,80380.0,80340.0,79927.0,80152.0,80043.0,80241.0,80414.0,80510.0,80678.0,80200.0,80208.0,96686.0,82651.0,80081.0,79561.0,79076.0,78942.0,79236.0,79529.0,78999.0,79086.0,79138.0,79515.0,78970.0,79438.0,79296.0,79303.0,79160.0,80103.0,81796.0,82357.0,82093.0,82032.0,82364.0,81242.0,80715.0,80324.0,95855.0,84355.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
3.0,102208.0,135374.0,125978.0,125553.0,121105.0,115504.0,119505.0,80126.0,80279.0,79959.0,79840.0,80330.0,80064.0,80654.0,80686.0,80363.0,80040.0,95767.0,82563.0,80550.0,80949.0,80088.0,79619.0,79160.0,78616.0,79648.0,79430.0,79124.0,79350.0,79110.0,79192.0,79684.0,78881.0,78918.0,79022.0,79205.0,82102.0,82704.0,83070.0,81948.0,81996.0,80945.0,80712.0,97748.0,82812.0,81222.0,81415.0,84168.0,81401.0,80649.0,80279.0,80131.0,79790.0,79826.0,79832.0,79825.0,79854.0,79769.0,79872.0,79773.0,79728.0,79735.0,79493.0,79754.0,79605.0,80278.0,79596.0,79950.0,80049.0,100591.0
4.0,118142.0,126701.0,126766.0,126195.0,121070.0,114971.0,114862.0,82602.0,81619.0,81748.0,81773.0,81860.0,81971.0,81730.0,81929.0,97301.0,82974.0,81210.0,80726.0,80731.0,80730.0,81044.0,80702.0,80595.0,81608.0,81722.0,80624.0,81237.0,80973.0,80374.0,80165.0,79821.0,80079.0,79651.0,79807.0,79964.0,79829.0,79416.0,79596.0,79792.0,79973.0,79567.0,79820.0,95796.0,82067.0,79581.0,79680.0,79136.0,79598.0,79104.0,79155.0,78922.0,79538.0,79972.0,80248.0,79924.0,80600.0,81300.0,80920.0,79536.0,79118.0,78900.0,78800.0,78614.0,78958.0,80044.0,79521.0,80173.0,81303.0,103221.0
8.0,119314.0,127651.0,126791.0,125487.0,120991.0,114738.0,114251.0,82854.0,81426.0,81613.0,81785.0,82132.0,81963.0,82010.0,82346.0,82112.0,97567.0,83798.0,81115.0,81353.0,81039.0,81901.0,81333.0,81109.0,81625.0,81082.0,80862.0,80876.0,80608.0,80957.0,80281.0,80528.0,80324.0,80091.0,80137.0,80095.0,80966.0,80379.0,97430.0,97802.0,80180.0,79576.0,79553.0,79456.0,79712.0,79512.0,79765.0,79981.0,79996.0,79821.0,79963.0,79905.0,79590.0,79541.0,79328.0,79571.0,79456.0,78991.0,79318.0,79420.0,79624.0,79573.0,79565.0,79485.0,78949.0,78969.0,78685.0,78529.0,79397.0,120375.0
13.0,112012.0,129223.0,126478.0,126389.0,120496.0,115433.0,117296.0,81899.0,80406.0,81090.0,81922.0,81752.0,81932.0,82071.0,102493.0,83148.0,81395.0,80732.0,81013.0,80826.0,80608.0,81395.0,80138.0,80017.0,81433.0,80559.0,79800.0,79852.0,80027.0,80075.0,79737.0,79814.0,79797.0,79717.0,79761.0,79576.0,79500.0,79391.0,79496.0,79845.0,80095.0,79659.0,79828.0,80037.0,80165.0,80370.0,80546.0,96845.0,82309.0,78895.0,79322.0,79413.0,79841.0,79898.0,80120.0,80155.0,80007.0,78504.0,78508.0,78877.0,78664.0,79017.0,79614.0,80500.0,79063.0,81475.0,79608.0,79807.0,80129.0,100000000.0
16.0,126953.0,125091.0,129749.0,124481.0,120555.0,114742.0,110191.0,83352.0,82346.0,82200.0,82421.0,82431.0,82949.0,83426.0,98557.0,85085.0,81539.0,82188.0,81634.0,81672.0,81606.0,82167.0,81635.0,81704.0,82822.0,82061.0,83475.0,82241.0,81783.0,81666.0,81432.0,81059.0,81432.0,81335.0,81099.0,81385.0,81147.0,81708.0,81439.0,98191.0,83765.0,81245.0,80410.0,80243.0,80361.0,80770.0,80618.0,80922.0,80730.0,80606.0,80279.0,80276.0,80234.0,80572.0,81320.0,81497.0,81991.0,80910.0,80704.0,80995.0,80619.0,80572.0,80399.0,80675.0,80624.0,80226.0,88641.0,82518.0,103684.0,100000000.0
18.0,121338.0,126152.0,129123.0,124186.0,121742.0,114276.0,112962.0,83192.0,82188.0,81562.0,82134.0,82129.0,82689.0,97845.0,82729.0,81757.0,80877.0,82134.0,81352.0,81481.0,80922.0,82062.0,81156.0,81206.0,81568.0,81203.0,81000.0,81726.0,80620.0,80611.0,80474.0,80051.0,79972.0,80098.0,80178.0,80396.0,80545.0,98251.0,80972.0,79619.0,79735.0,79835.0,79684.0,79559.0,79442.0,79417.0,79238.0,79846.0,79936.0,79490.0,79252.0,79011.0,78821.0,78975.0,78963.0,78919.0,78975.0,78919.0,78984.0,79284.0,79190.0,78862.0,79087.0,78759.0,78922.0,79212.0,79175.0,79820.0,79681.0,101114.0
20.0,105628.0,132589.0,126424.0,125770.0,121056.0,115114.0,119497.0,80676.0,80192.0,80952.0,81401.0,81316.0,81500.0,81712.0,97188.0,83175.0,80675.0,80391.0,80095.0,80203.0,80691.0,81306.0,81941.0,80578.0,80753.0,80592.0,80685.0,80613.0,80333.0,80590.0,80378.0,80575.0,80663.0,80666.0,80361.0,96058.0,82043.0,79437.0,79891.0,79843.0,79610.0,79893.0,79785.0,79880.0,80204.0,79492.0,79795.0,79171.0,80108.0,79770.0,80278.0,80068.0,79773.0,79912.0,79899.0,79938.0,79549.0,79705.0,79956.0,79379.0,79894.0,79656.0,79712.0,80207.0,79462.0,81304.0,79703.0,79692.0,80032.0,98699.0
154.0,128245.0,125613.0,130106.0,124770.0,120634.0,113717.0,109231.0,83372.0,82390.0,82519.0,99966.0,84663.0,81900.0,82296.0,81934.0,82513.0,81638.0,81584.0,81721.0,81880.0,81593.0,81900.0,81958.0,81780.0,83090.0,81680.0,81444.0,81464.0,81616.0,81608.0,81121.0,81206.0,80776.0,80787.0,80516.0,80550.0,80379.0,80718.0,81023.0,81841.0,81148.0,80725.0,80946.0,80981.0,80554.0,97448.0,83357.0,80294.0,80350.0,80274.0,79936.0,80129.0,80073.0,79650.0,79776.0,79821.0,80004.0,79837.0,79791.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
155.0,133113.0,124288.0,131025.0,124778.0,120166.0,113716.0,107079.0,84577.0,84167.0,83671.0,84757.0,85080.0,84490.0,84433.0,84557.0,84646.0,84974.0,83937.0,83636.0,83130.0,83615.0,83378.0,83691.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
