driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54
2.0,165163.0,137424.0,136168.0,131396.0,135488.0,135100.0,135847.0,144986.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
4.0,162283.0,137948.0,136079.0,131828.0,135074.0,135435.0,135371.0,146708.0,97255.0,92439.0,92980.0,90150.0,89243.0,87894.0,86781.0,86280.0,85967.0,86318.0,95460.0,135098.0,138275.0,126803.0,89955.0,88205.0,86574.0,87553.0,92494.0,114106.0,133046.0,88009.0,85915.0,86920.0,88717.0,123106.0,133875.0,133323.0,86777.0,86768.0,85230.0,85154.0,83770.0,90435.0,93869.0,83836.0,84195.0,84393.0,84947.0,85808.0,84455.0,83915.0,84568.0,84346.0,83941.0,84222.0
8.0,153130.0,137524.0,136048.0,132476.0,136132.0,135705.0,134702.0,152419.0,94550.0,90168.0,88411.0,88021.0,86849.0,86710.0,86560.0,86333.0,86147.0,86955.0,90697.0,140004.0,138014.0,134597.0,85656.0,85131.0,85336.0,85405.0,92809.0,137065.0,131738.0,88412.0,85212.0,85977.0,88810.0,124858.0,133503.0,131940.0,86302.0,84969.0,84104.0,84789.0,84393.0,84901.0,85042.0,85312.0,85328.0,85969.0,86449.0,88021.0,85892.0,84219.0,84212.0,84635.0,84638.0,85514.0
14.0,150335.0,136568.0,135603.0,132601.0,136016.0,135939.0,134909.0,155472.0,92694.0,92526.0,91578.0,87766.0,88020.0,88053.0,85369.0,84659.0,85264.0,85889.0,94811.0,136017.0,138472.0,134350.0,86670.0,85498.0,84947.0,84688.0,85721.0,133533.0,135982.0,86992.0,84326.0,84456.0,90045.0,127315.0,133285.0,135208.0,84996.0,83846.0,83352.0,83132.0,83434.0,83216.0,83385.0,83228.0,85234.0,83984.0,84577.0,85285.0,85063.0,85931.0,85174.0,90576.0,104580.0,85274.0
15.0,155370.0,137281.0,135665.0,132906.0,135728.0,136064.0,134955.0,150600.0,96395.0,93280.0,98043.0,89824.0,88929.0,88538.0,87901.0,86850.0,86633.0,86340.0,98964.0,138027.0,125034.0,127744.0,92156.0,89830.0,88415.0,87457.0,97379.0,109288.0,133132.0,89190.0,87586.0,87002.0,88037.0,120669.0,133391.0,132064.0,88312.0,86672.0,85740.0,85727.0,85240.0,85291.0,85036.0,85059.0,85402.0,86279.0,86928.0,86182.0,86451.0,87311.0,86651.0,85725.0,92075.0,106927.0
17.0,151065.0,136201.0,136274.0,132489.0,135672.0,136059.0,135803.0,154253.0,96217.0,93791.0,91313.0,88430.0,86854.0,86561.0,88457.0,88165.0,88449.0,88982.0,97952.0,130424.0,132835.0,130852.0,88209.0,87884.0,87659.0,88234.0,91575.0,117007.0,134397.0,87521.0,86843.0,86172.0,92546.0,130505.0,131659.0,130507.0,87958.0,86499.0,85814.0,85678.0,85484.0,85605.0,85746.0,93846.0,85611.0,85738.0,85145.0,85648.0,85406.0,84956.0,85418.0,85396.0,85485.0,100000000.0
18.0,164540.0,137154.0,136508.0,131090.0,135781.0,134916.0,135887.0,145586.0,98987.0,92353.0,91949.0,90037.0,89283.0,88566.0,87317.0,86589.0,86042.0,86291.0,95010.0,129877.0,134628.0,129088.0,88911.0,88984.0,87702.0,87962.0,90737.0,117138.0,134066.0,87708.0,86620.0,86708.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
21.0,158861.0,136984.0,135124.0,132370.0,136363.0,135850.0,139784.0,153756.0,105574.0,98475.0,94624.0,92040.0,92456.0,92201.0,90472.0,91701.0,89926.0,89051.0,88292.0,93512.0,133794.0,128479.0,90571.0,88141.0,87964.0,89097.0,92955.0,113076.0,133743.0,89868.0,87548.0,87049.0,89298.0,121323.0,133292.0,132226.0,87774.0,86471.0,85554.0,85083.0,85125.0,85207.0,85176.0,84876.0,84887.0,84789.0,84850.0,86449.0,85410.0,84025.0,83454.0,84416.0,84624.0,83738.0
22.0,149359.0,136310.0,135555.0,132924.0,135806.0,135659.0,135302.0,156477.0,95137.0,94668.0,94805.0,91132.0,89053.0,87608.0,86490.0,85453.0,85369.0,87683.0,95625.0,122977.0,139180.0,132180.0,86209.0,85313.0,85089.0,85132.0,97326.0,122519.0,134691.0,86590.0,84648.0,85109.0,89781.0,127303.0,133819.0,134250.0,84635.0,83926.0,83201.0,83269.0,83063.0,83145.0,83556.0,83061.0,82719.0,82032.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
23.0,156200.0,137140.0,135547.0,132938.0,136150.0,135987.0,134941.0,149982.0,96326.0,92952.0,101525.0,89466.0,88777.0,88423.0,87842.0,88256.0,87531.0,87646.0,96531.0,121191.0,134533.0,128336.0,88216.0,87100.0,87472.0,88146.0,88758.0,119095.0,134169.0,87538.0,85851.0,85977.0,87671.0,126696.0,134039.0,133980.0,86676.0,87135.0,85230.0,85792.0,85263.0,85487.0,85584.0,85341.0,85542.0,84778.0,85322.0,92235.0,106665.0,85253.0,85348.0,86131.0,86025.0,89539.0
